node ID: 1323, ground truth SMILE: C1=CC(=CC=C1C=O)O
smiles: CCCCCCCC(CC)CNCCC, s:  0.01146
smiles: CCCCC(CC)CCCCCCCN, s:  0.01060
smiles: CCCCCCCCC(C)CCCCN, s:  0.00905
smiles: CCCCCCC(CCCCC)CCN, s:  0.00676
smiles: CCCCCC(CC)CNCCCCC, s:  0.00668
smiles: CCCCCCCCCCC(CC)CN, s:  0.00666
smiles: CCCCCCCC(CCC)CCCN, s:  0.00660
smiles: CCCCCCCCCC(CC)CNC, s:  0.00625
smiles: CCCCC(CC)CNCCC(C)CC, s:  0.00554
smiles: CCCCC(CC)CNCCCC(C)C, s:  0.00554
node ID: 6385, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.99543
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.00202
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00024
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00018
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00014
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00013
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00010
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00009
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00008
smiles: CCC(CC)CCCCCCCCCCC(=O)N, s:  0.00008
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00007
smiles: CCCCCCCCCCCCCCC(=O)NC, s:  0.00006
smiles: CC(C)CCCCCCCCCCCCC(=O)N, s:  0.00006
smiles: CCCCCCCCCCCCCC(=O)N(C)C, s:  0.00006
smiles: CCC(C)(C)CCCCCCCCCCC(=O)N, s:  0.00005
smiles: CCCCCCCCCCCCC(=O)C(CC)N, s:  0.00005
smiles: CCCCCCC(C)(CCCC)CCCC(=O)N, s:  0.00004
smiles: CCCCCCCCCCCCCC(=O)NCC, s:  0.00004
smiles: CCCCCCCCCCCCC(C)(C)C(=O)N, s:  0.00003
smiles: CCCCCCCCCCCCC(C)CC(=O)N, s:  0.00003
node ID: 5443, ground truth SMILE: CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O
top 20 test cadidates: 
smiles: CCCCCCCCC1=CC2=C(C=C1)OCO2, s:  0.00098
smiles: CC(C)CC(C1=CC2=C(C=C1)OCO2)C(C)C, s:  0.00091
smiles: C[C@@H](CCC(C)C)CC1=CC2=C(C=C1)OCO2, s:  0.00085
smiles: CC(C)(C)CC(C)(C)C1=CC2=C(C=C1)OCO2, s:  0.00079
smiles: CC(C)C(C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00079
smiles: CC(C)[C@@H](C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00079
smiles: CC(C1=CC2=C(C=C1)OCO2)C(C)C(C)(C)C, s:  0.00074
smiles: CC(C)(C)CCCCC1=CC2=C(C=C1)OCO2, s:  0.00065
smiles: CCCC(CCC)CC1=CC2=C(C=C1)OCO2, s:  0.00059
smiles: CCC(C)CCCC1=CC2=C(C=C1)OCCO2, s:  0.00058
smiles: CCC(C)C(=O)C1=CC(=C(C=C1)C(C)C)OC, s:  0.00058
smiles: CCC(C)C(=O)C1=CC=C(C=C1)OC(C)CC, s:  0.00056
smiles: CCCCCC1=CC2=C(C=C1CCC)OCO2, s:  0.00055
smiles: CCC(C)CCCC1=C(C2=C(C=C1)OCO2)C, s:  0.00052
smiles: CCCOC1=C(C=C(C=C1)C(=O)C(C)CC)C, s:  0.00052
smiles: CC(C)C(CC1=CC2=C(C=C1)OCO2)C(C)C, s:  0.00051
smiles: CCCCCCC1=CC2=C(C=C1)OCCCO2, s:  0.00050
smiles: CC(C)CC1=C(C=C(C=C1)C(=O)C(C)C)OC, s:  0.00050
smiles: CC1=C(C=C(C=C1)C(=O)C(C)OCC(C)C)C, s:  0.00049
smiles: CCC(C)C1=C2C(=C(C=C1)C(C)CC)OCO2, s:  0.00047
node ID: 7385, ground truth SMILE: C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3
top 20 test cadidates: 
smiles: CCCCOC(=O)SC1=NN=NN1C2=CC=CC=C2, s:  0.00108
smiles: CC(=O)CCCOC(=O)C1=CN(N=C1C(F)(F)F)C, s:  0.00105
smiles: CCOC(=O)C1=CN=C(N=C1C(F)F)C2=CC=CC=C2, s:  0.00101
smiles: COCCCOC1=C(C=CC(=N1)C(F)(F)F)C(=O)N, s:  0.00097
smiles: CCCOC(=O)C1=C(NC(=O)C(=C1)C(F)(F)F)NC, s:  0.00092
smiles: CCOCCOC1=C(C=CC(=N1)C(F)(F)F)C(=O)N, s:  0.00087
smiles: COCC(C(=O)NN)SC1=NC=NC2=CC=CC=C21, s:  0.00086
smiles: CCCCOC(=O)C1=CC=C(C=C1)NC2=NN=NS2, s:  0.00083
smiles: CCOC(=O)NC1=NN(C(=S)N1C2=CC=CC=C2)C, s:  0.00080
smiles: CCOC(=O)N1C(=S)CN(C(=N1)C2=CC=CC=C2)N, s:  0.00079
smiles: CCOC(=O)NC1=NN(C(=NC2=CC=CC=C2)S1)C, s:  0.00075
smiles: CC(C(=O)NCC1=NC2=CC=CC=C2S1)NC(=O)N, s:  0.00073
smiles: C[C@@H](C(=O)NCC1=NC2=CC=CC=C2S1)NC(=O)N, s:  0.00073
smiles: C[C@H](C(=O)NCC1=NC2=CC=CC=C2S1)NC(=O)N, s:  0.00073
smiles: COC(=O)CCN1C(=S)N(N=N1)CC2=CC=CC=C2, s:  0.00070
smiles: CCCCOC(=O)NC1=NC=C(C(=C1)OC(F)F)F, s:  0.00068
smiles: CN(CC1=NC2=CC=CC=C2S1)C(=O)CNC(=O)N, s:  0.00067
smiles: COCC(C(=O)N)NC1=NC(=NS1)C2=CC=CC=C2, s:  0.00066
smiles: COC[C@@H](C(=O)N)NC1=NC(=NS1)C2=CC=CC=C2, s:  0.00066
smiles: COC[C@H](C(=O)N)NC1=NC(=NS1)C2=CC=CC=C2, s:  0.00066
node ID: 7393, ground truth SMILE: CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
top 20 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC, s:  0.27351
smiles: CCCC[C@@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.15383
smiles: CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.15383
smiles: CCCC[C@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.15383
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCC, s:  0.03563
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)C, s:  0.03192
smiles: CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.02564
smiles: CCC(CC)CCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.01885
smiles: CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.01557
smiles: CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.01069
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)CC, s:  0.00969
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)(C)C, s:  0.00963
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)C, s:  0.00725
smiles: CCCCCC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00724
smiles: CCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00531
smiles: CCCC(CC)CCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00490
smiles: CCCCC(C)COC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00435
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)CC, s:  0.00331
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC[C@@H](C)CC, s:  0.00331
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OCCC(C)C, s:  0.00279
node ID: 7432, ground truth SMILE: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3
top 20 test cadidates: 
smiles: C1C[C@@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.19996
smiles: C1C[C@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.19996
smiles: C1C[C@@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.19996
smiles: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.19996
smiles: C1C[C@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.19996
smiles: C1C[C@@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00002
smiles: C1C[C@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00002
smiles: C1C[C@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00002
smiles: C1C[C@@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00002
smiles: C1CC(C1)N(CCN)C2=NS(=O)(=O)C3=CC=CC=C32, s:  0.00000
smiles: CC1=C(C=NN1)NS(=O)(=O)C2=CC=CC(=C2)C(C)C, s:  0.00000
smiles: CC1=CC(=NN1)NS(=O)(=O)C2=CC=C(C=C2)C(C)C, s:  0.00000
smiles: C1CCC(CC1)S(=O)(=O)NC2=NNC3=CC=CC=C32, s:  0.00000
smiles: CCS(=O)(=O)NC1=NC2CCCC3=C2C(=CC=C3)N1, s:  0.00000
smiles: CCCC1=CC=C(C=C1)S(=O)(=O)NC2=NNC(=C2)C, s:  0.00000
smiles: CC(C)OC(=O)NCCSC1=CC=CC2=NC=CN21, s:  0.00000
smiles: CC1=NN(C=C1NS(=O)(=O)C2=CC=CC=C2)C(C)C, s:  0.00000
smiles: CCC1=NNC(=C1NS(=O)(=O)C2=CC=C(C=C2)C)C, s:  0.00000
smiles: CCC1=CC=C(C=C1)S(=O)(=O)NC2=C(NN=C2C)C, s:  0.00000
smiles: CCN1C(=C(C(=N1)C)NS(=O)(=O)C2=CC=CC=C2)C, s:  0.00000
node ID: 7559, ground truth SMILE: CCCCCCCCC=CCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCC=CCCCCCCCCCCC(=O)N, s:  0.05482
smiles: CCCCC/C=C\CCCCCCCCCCC(=O)N, s:  0.05482
smiles: CCCCC/C=C/CCCCCCCCCCC(=O)N, s:  0.05482
smiles: CCCCCC/C=C/CCCCCCCCCC(=O)N, s:  0.05304
smiles: CCCCCC/C=C\CCCCCCCCCC(=O)N, s:  0.05304
smiles: CCCCCCC=CCCCCCCCCCC(=O)N, s:  0.05304
smiles: CCCCCCCC=CCCCCCCCCC(=O)N, s:  0.05137
smiles: CCCCCCC/C=C/CCCCCCCCC(=O)N, s:  0.05137
smiles: CCCCCCCCC/C=C\CCCCCCC(=O)N, s:  0.05007
smiles: CCCCCCCCCC=CCCCCCCC(=O)N, s:  0.05007
smiles: CCCCCCCCC/C=C/CCCCCCC(=O)N, s:  0.05007
smiles: CCCCCCCC/C=C\CCCCCCCC(=O)N, s:  0.05002
smiles: CCCCCCCC/C=C/CCCCCCCC(=O)N, s:  0.05002
smiles: CCCCCCCCC=CCCCCCCCC(=O)N, s:  0.05002
smiles: CCCCCCCCCC/C=C\CCCCCC(=O)N, s:  0.04955
smiles: CCCCCCCCCCC/C=C\CCCCC(=O)N, s:  0.04882
smiles: CCCCCCCCCCC/C=C/CCCCC(=O)N, s:  0.04882
smiles: CCCCCCCCCCCC=CCCCCC(=O)N, s:  0.04882
smiles: CCCC/C=C\CCCCCCCCCCCC(=O)N, s:  0.01494
smiles: CCCC/C=C/CCCCCCCCCCCC(=O)N, s:  0.01494
node ID: 6386, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.55855
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.02481
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00982
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00747
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00693
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00687
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00655
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00560
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00529
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00510
smiles: CCC(CC)CCCCCCCCCCC(=O)N, s:  0.00486
smiles: CCCCCCC(C)(CCCC)CCCC(=O)N, s:  0.00430
smiles: CCCCCCCCCCCCCCC(=O)NC, s:  0.00430
smiles: CCCCCCCCCCCCC(=O)C(CC)N, s:  0.00405
smiles: CC(C)CCCCCCCCCCCCC(=O)N, s:  0.00400
smiles: CCC(C)(C)CCCCCCCCCCC(=O)N, s:  0.00386
smiles: CCCCCCCCCCCCC(=O)C(C)CN, s:  0.00360
smiles: CCCCCCCCCCCC(=O)CCCCN, s:  0.00339
smiles: CCCCCCC(C)(CCCCC)CCC(=O)N, s:  0.00331
smiles: CCCCCCCCCCCCCC(=O)N(C)C, s:  0.00329
node ID: 8730, ground truth SMILE: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
top 20 test cadidates: 
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=CC=C2Cl)O, s:  0.08040
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.05359
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC(=CC=C2)Cl)O, s:  0.04465
smiles: CCCCC(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.03391
smiles: CCCCC(CN1C=NC=N1)(COC)C2=CC=C(C=C2)Cl, s:  0.01223
smiles: CC(C)(C)[C@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.01113
smiles: CC(C)(C)[C@@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.01113
smiles: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.01113
smiles: CC[C@@](CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00919
smiles: CCC(CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00919
smiles: CC(C)(C)[C@](CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00640
smiles: CC(C)(C)[C@@](CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00640
smiles: CC(C)(C)C(CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00640
smiles: CCC(C)C(C)C(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.00640
smiles: CC(C1=CC=C(C=C1)Cl)C(CN2C=NC=N2)(C(C)(C)C)O, s:  0.00577
smiles: CC(CC1=CC=C(C=C1)Cl)C(C(C)(C)CN2C=NC=N2)O, s:  0.00442
smiles: CCCCC(CCN1C=NC=N1)C2=C(C=C(C=C2)Cl)OC, s:  0.00437
smiles: CCCCC(CCN1C=NC=N1)C2=C(C=CC(=C2)Cl)OC, s:  0.00437
smiles: CCCCC(CC(CN1C=NC=N1)O)C2=CC=C(C=C2)Cl, s:  0.00424
smiles: CCC(CN1C=NC=N1)(C(C)(C)C(C2=CC=CC=C2)Cl)O, s:  0.00381
node ID: 9085, ground truth SMILE: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
top 20 test cadidates: 
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C4CO4)CCC5=CC(=O)CC[C@]35C, s:  0.00723
smiles: CC12CCC3C(C1CCC2CC=O)CCC4=CC(=O)CCC34C, s:  0.00629
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2CC=O)CCC4=CC(=O)CC[C@]34C, s:  0.00629
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CC[C@@H]2[C@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
node ID: 4903, ground truth SMILE: CCCCOC(=O)C1=CC=CC=C1C(=O)O
top 20 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.01391
smiles: CC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.01065
smiles: CCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00654
smiles: CCCCOC(=O)C1=CC=CC=C1OC=O, s:  0.00530
smiles: CC(COC(=O)C1=CC=CC=C1C(=O)C)O, s:  0.00499
smiles: CCC(C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00445
smiles: CC[C@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00445
smiles: CC[C@@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00445
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00431
