node ID: 1323, ground truth SMILE: C1=CC(=CC=C1C=O)O
smiles: CCCCCCCC=CCCCCCCCCC(=O)N, s:  0.05137
smiles: CCCCCCC/C=C/CCCCCCCCC(=O)N, s:  0.05137
smiles: CCCCCCCCC/C=C\CCCCCCC(=O)N, s:  0.05007
smiles: CCCCCCCCC/C=C/CCCCCCC(=O)N, s:  0.05007
node ID: 6386, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 10 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.55855
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.02481
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00982
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00747
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00693
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00687
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00655
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00560
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00529
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00510
node ID: 8730, ground truth SMILE: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
top 10 test cadidates: 
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=CC=C2Cl)O, s:  0.08040
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.05359
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC(=CC=C2)Cl)O, s:  0.04465
smiles: CCCCC(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.03391
smiles: CCCCC(CN1C=NC=N1)(COC)C2=CC=C(C=C2)Cl, s:  0.01223
smiles: CC(C)(C)[C@@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.01113
smiles: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.01113
smiles: CC(C)(C)[C@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.01113
smiles: CCC(CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00919
smiles: CC[C@@](CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00919
node ID: 9085, ground truth SMILE: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
top 10 test cadidates: 
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C4CO4)CCC5=CC(=O)CC[C@]35C, s:  0.00723
smiles: CC12CCC3C(C1CCC2CC=O)CCC4=CC(=O)CCC34C, s:  0.00629
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2CC=O)CCC4=CC(=O)CC[C@]34C, s:  0.00629
smiles: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CC[C@@H]2[C@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00582
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00582
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00582
node ID: 4903, ground truth SMILE: CCCCOC(=O)C1=CC=CC=C1C(=O)O
top 10 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.01391
smiles: CC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.01065
smiles: CCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00654
smiles: CCCCOC(=O)C1=CC=CC=C1OC=O, s:  0.00530
smiles: CC(COC(=O)C1=CC=CC=C1C(=O)C)O, s:  0.00499
smiles: CC[C@@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00445
smiles: CC[C@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00445
smiles: CCC(C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00445
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00431
smiles: CC(C)COC(=O)C1=CC=CC=C1OC=O, s:  0.00419
node ID: 13396, ground truth SMILE: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
top 10 test cadidates: 
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3[C@H](O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.11043
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3C(O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.11043
smiles: CCC1=CC(=CC=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=CC(=C4)CC)[C@@H](CO)O, s:  0.00068
node ID: 13828, ground truth SMILE: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
top 10 test cadidates: 
smiles: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O, s:  0.32837
smiles: C[C@H](CO)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)OC[C@@H](C)O, s:  0.32837
smiles: C[C@@H](COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)O, s:  0.32837
smiles: C[C@H](COC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)O)O, s:  0.01049
smiles: CCO[C@H](C)COC(C)CO[C@@](C)(CO[C@@H](C)CO[C@H](C)CO[C@H](C)COC)O, s:  0.00016
smiles: CCCCCC(COCC(COCC(C)O)(COCC(C)O)COCC(C)O)O, s:  0.00011
smiles: CC(C)OC1=CC=C(C=C1)NC(=NCCCOCCOC)NCCN(C)CCOC, s:  0.00007
smiles: CCCCOCCOCCOCCOCCOC[C@@H](COCCOCCCC)O, s:  0.00006
smiles: CCCCOCCOCCOCCOCCOC[C@H](COCCOCCCC)O, s:  0.00006
smiles: CCCCOCCOCCOCCOCCOCC(COCCOCCCC)O, s:  0.00006
node ID: 17543, ground truth SMILE: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO
top 10 test cadidates: 
smiles: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO, s:  0.97079
smiles: CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO, s:  0.00575
smiles: CC(C)(C)OCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO, s:  0.00366
smiles: CCCCCCCC[N+](CCCCCCCC)(CCCCS(=O)(=O)O)CCOCCOCCCC, s:  0.00229
smiles: CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC, s:  0.00138
smiles: CCCCCCCCCCCCCOCC(C)OCCOCCOCCOCCOCCOCCO, s:  0.00109
smiles: CC(C)(COCCOCCCCCCCCCCOCCOCCOCCO)OC(C)(C)C(C)(C)O, s:  0.00109
smiles: CCCCCC(CC(C)CCCC(CO)O)CC(CC)CCCCC[N+](C)(C)CCCOS(=O)O, s:  0.00098
smiles: CCCCCCCCCCCCOCC(C)OCC(C)OCCOCCOCCOCCOCCO, s:  0.00088
smiles: CCCCCCCCCCCCCCCCCCCCC(C[N+](C)(C)CC(CS(=O)(=O)O)O)OC, s:  0.00052
