node ID: 832, ground truth SMILE: CC(C(=O)O)O
smiles: CCCCC(C)[C@@H](C(=O)O)O, s:  0.00241
smiles: CCCC[C@@H](C)[C@@H](C(=O)O)O, s:  0.00241
smiles: CCCCC(C)C(C(=O)O)O, s:  0.00241
smiles: CCCC[C@H](C)[C@H](C(=O)O)O, s:  0.00241
node ID: 1431, ground truth SMILE: CC(CC(=O)O)O
top 20 test cadidates: 
smiles: C(CC(=O)O)CO, s:  0.20362
smiles: COCCC(=O)O, s:  0.05536
smiles: CCOCC(=O)O, s:  0.02187
smiles: CCCC(=O)OO, s:  0.01949
smiles: CCCOC(=O)O, s:  0.01629
smiles: C[C@H](CC(=O)O)O, s:  0.01376
smiles: CC(CC(=O)O)O, s:  0.01376
smiles: C[C@@H](CC(=O)O)O, s:  0.01376
smiles: CCC(=O)OOC, s:  0.01041
smiles: CCOOC(=O)C, s:  0.01019
smiles: CC[C@@H](C(=O)O)O, s:  0.01010
smiles: CC[C@H](C(=O)O)O, s:  0.01010
smiles: CCC(C(=O)O)O, s:  0.01010
smiles: COC(=O)CCO, s:  0.00871
smiles: CCOC(=O)CO, s:  0.00858
smiles: CCOC(=O)OC, s:  0.00847
smiles: C[C@H](CO)C(=O)O, s:  0.00717
smiles: C[C@@H](CO)C(=O)O, s:  0.00717
smiles: CC(CO)C(=O)O, s:  0.00717
smiles: CC(=O)COOC, s:  0.00683
node ID: 1436, ground truth SMILE: CC(CC(=O)O)O
top 20 test cadidates: 
smiles: C(CC(=O)O)CO, s:  0.04306
smiles: CC(CC(=O)O)O, s:  0.03464
smiles: C[C@H](CC(=O)O)O, s:  0.03464
smiles: C[C@@H](CC(=O)O)O, s:  0.03464
smiles: COCCC(=O)O, s:  0.02855
smiles: CCOCC(=O)O, s:  0.02791
smiles: COCC(=O)OC, s:  0.01603
smiles: CCOOC(=O)C, s:  0.01458
smiles: COC(=O)CCO, s:  0.01386
smiles: CCOC(=O)OC, s:  0.01355
smiles: C(CO)C(=O)CO, s:  0.01020
smiles: C[C@@H](CO)C(=O)O, s:  0.01020
smiles: C[C@H](CO)C(=O)O, s:  0.01020
smiles: CC(CO)C(=O)O, s:  0.01020
smiles: CC[C@@H](C(=O)O)O, s:  0.01012
smiles: CC[C@H](C(=O)O)O, s:  0.01012
smiles: CCC(C(=O)O)O, s:  0.01012
smiles: CCCOC(=O)O, s:  0.00876
smiles: C[C@@H](C(=O)OC)O, s:  0.00799
smiles: CC(C(=O)OC)O, s:  0.00799
node ID: 1897, ground truth SMILE: CCCCCC(=O)O
top 20 test cadidates: 
smiles: CCCCCC(=O)O, s:  0.18606
smiles: CC(=O)CCCCO, s:  0.07999
smiles: C[C@H](CCC(=O)C)O, s:  0.07755
smiles: CC(CCC(=O)C)O, s:  0.07755
smiles: C[C@@H](CCC(=O)C)O, s:  0.07755
smiles: CCOCCC(=O)C, s:  0.04852
smiles: CC(=O)CCCOC, s:  0.03443
smiles: CC(C)CCC(=O)O, s:  0.02275
smiles: CC(C)OCC(=O)C, s:  0.00964
smiles: CC[C@H](C)CC(=O)O, s:  0.00905
smiles: CCC(C)CC(=O)O, s:  0.00905
smiles: CC[C@@H](C)CC(=O)O, s:  0.00905
smiles: CCCOCC(=O)C, s:  0.00735
smiles: CC(C)COC(=O)C, s:  0.00531
smiles: CC(=O)CC(C)(C)O, s:  0.00505
smiles: CCCC(=O)C(C)O, s:  0.00441
smiles: CCCC(=O)[C@@H](C)O, s:  0.00441
smiles: CCCC(=O)[C@H](C)O, s:  0.00441
smiles: CCCCOC(=O)C, s:  0.00427
smiles: CCC(C)OC(=O)C, s:  0.00427
node ID: 3695, ground truth SMILE: C1=CC=C(C(=C1)C=CC(=O)O)O
top 20 test cadidates: 
smiles: CC(=O)C1=CC=C(C=C1)C(=O)O, s:  0.01966
smiles: C=C(C1=CC=C(C=C1)C(=O)O)O, s:  0.01921
smiles: C1=CC(=CC=C1CC=O)C(=O)O, s:  0.01511
smiles: CC(=O)C1=CC(=CC=C1)C(=O)O, s:  0.01446
smiles: C=C(C1=CC(=CC=C1)C(=O)O)O, s:  0.01413
smiles: C1=CC(=CC(=C1)C(=O)O)CC=O, s:  0.01296
smiles: C1=CC=C(C=C1)C(=CO)C(=O)O, s:  0.01154
smiles: C1=CC=C(C=C1)/C(=C\O)/C(=O)O, s:  0.01154
smiles: C1=CC=C(C=C1)/C(=C/O)/C(=O)O, s:  0.01154
smiles: C1=CC=C(C=C1)C(=O)C(C=O)O, s:  0.01059
smiles: C1=CC=C(C=C1)C(=O)C(=CO)O, s:  0.01009
smiles: C1=CC=C(C=C1)C(=O)/C(=C\O)/O, s:  0.01009
smiles: C1=CC=C(C=C1)C(=O)/C(=C/O)/O, s:  0.01009
smiles: C1=CC=C(C=C1)C(=CC(=O)O)O, s:  0.00972
smiles: C1=CC=C(C=C1)/C(=C/C(=O)O)/O, s:  0.00972
smiles: C1=CC=C(C=C1)/C(=C\C(=O)O)/O, s:  0.00972
smiles: C1=CC(=CC=C1C=CO)C(=O)O, s:  0.00944
smiles: C1=CC=C(C=C1)C(=O)C(=O)CO, s:  0.00940
smiles: C1=CC=C(C=C1)C(=O)CC(=O)O, s:  0.00911
smiles: C1=CC=C(C=C1)C(=O)OCC=O, s:  0.00860
node ID: 2646, ground truth SMILE: C1=CC(=CC=C1CCO)O
top 20 test cadidates: 
smiles: C1=CC(=CC(=C1)O)CCO, s:  0.40580
smiles: COCC1=CC(=CC=C1)O, s:  0.16910
smiles: C1=CC(=CC(=C1)CO)CO, s:  0.13918
smiles: CCOC1=CC=CC(=C1)O, s:  0.02368
smiles: CC(C1=CC(=CC=C1)O)O, s:  0.02040
smiles: C[C@H](C1=CC(=CC=C1)O)O, s:  0.02040
smiles: C[C@@H](C1=CC(=CC=C1)O)O, s:  0.02040
smiles: C1=CC(=C[N+](=C1)N)C(=O)N, s:  0.01752
smiles: C1=C[N+](=CC=C1C(=O)N)N, s:  0.01103
smiles: COC1=CC=CC(=C1)CO, s:  0.00821
smiles: C1=CC=C(C(=C1)[NH2+]O)N=N, s:  0.00795
smiles: C1=CC=[N+](C(=C1)C(=O)N)N, s:  0.00604
smiles: C1=CC=C(C=C1)COCO, s:  0.00443
smiles: CCC1=C(C=C(C=C1)O)O, s:  0.00377
smiles: CCC1=C(C=CC(=C1)O)O, s:  0.00375
smiles: C1=CC=[N+](C(=C1)N)C(=O)N, s:  0.00373
smiles: CC1=C(C=C(C=C1)O)CO, s:  0.00282
smiles: CC1=C(C=CC(=C1)O)CO, s:  0.00282
smiles: C1=C[NH+]=C(C=C1C(=O)N)N, s:  0.00278
smiles: C1=CC=C(C(=C1)CO)CO, s:  0.00274
node ID: 2097, ground truth SMILE: C1=CC(=CC=C1C=O)O
top 20 test cadidates: 
smiles: C1=CC=C(C=C1)C(=O)O, s:  0.93372
smiles: [H+].C1=CC=C(C=C1)C(=O)[O-], s:  0.00968
smiles: C1=CC=C(C=C1)C(=[O+])O, s:  0.00498
smiles: C1=CC=C(C(=O)C=C1)O, s:  0.00153
smiles: C1=CC=C(C=C1)OC=O, s:  0.00120
smiles: C1=CC=C(C=C1)[OH+][C-]=O, s:  0.00107
smiles: C1=CC=C(C(=C1)C=O)O, s:  0.00098
smiles: C1=CC(=CC(=O)C=C1)O, s:  0.00070
smiles: C1=CC=C(C=C1)C([O-])[O-], s:  0.00053
smiles: C=C1C=CC(=C1)C(=O)O, s:  0.00051
smiles: C1=CC(=CC(=C1)O)C=O, s:  0.00048
smiles: C1=CC(=C(C=O)O)C=C1, s:  0.00046
smiles: C=C1C=CC=C1C(=O)O, s:  0.00046
smiles: C1=CC(=CC(=O)O)C=C1, s:  0.00042
smiles: C1=COC(=C1)C=CC=O, s:  0.00041
smiles: C1=COC(=C1)/C=C/C=O, s:  0.00041
smiles: C1=COC(=C1)/C=C\C=O, s:  0.00041
smiles: C1=CC(=CC=C1C=O)O, s:  0.00041
smiles: C1=CC=C(C=C1)C2OO2, s:  0.00040
smiles: C1=CC(=O)C=CC(=C1)O, s:  0.00039
node ID: 2151, ground truth SMILE: C1=CC(=CC=C1CO)O
top 20 test cadidates: 
smiles: C1=CC(=C[15NH+]=C1)C(=O)N, s:  0.01477
smiles: COOC1=CC=CC=C1, s:  0.00781
smiles: C1=CC=C(C=C1)OCO, s:  0.00721
smiles: C1=CC=C(C=C1)C(O)O, s:  0.00683
smiles: C1=CC(=CN=C1)C(=[18O])N, s:  0.00550
smiles: C1=CC=C(C=C1)COO, s:  0.00448
smiles: C1=CC=N[N+](=O)C(=C1)N, s:  0.00425
smiles: C1=CC=C(C(=C1)CO)O, s:  0.00415
smiles: COC1=CC=CC=C1O, s:  0.00368
smiles: CC1=CC=C(C1)C(=O)O, s:  0.00366
smiles: CC1=CCC=C1C(=O)O, s:  0.00366
smiles: C1C2CC1C(=C2)C(=O)O, s:  0.00337
smiles: C1CC=C(C=C1)C(=O)O, s:  0.00337
smiles: C1C=CCC(=C1)C(=O)O, s:  0.00337
smiles: CC1C=CC(=C1)C(=O)O, s:  0.00330
smiles: CC1C2C1C(=C2)C(=O)O, s:  0.00330
smiles: CC1=C(C=CC1)C(=O)O, s:  0.00330
smiles: CC1=C(CC=C1)C(=O)O, s:  0.00330
smiles: CC1C=CC=C1C(=O)O, s:  0.00330
smiles: CC1=CC(=CC1)C(=O)O, s:  0.00330
node ID: 2443, ground truth SMILE: CCCCC(C(=O)O)O
top 20 test cadidates: 
smiles: CCCC[C@@H](C(=O)O)O, s:  0.33332
smiles: CCCCC(C(=O)O)O, s:  0.33332
smiles: CCCC[C@H](C(=O)O)O, s:  0.33332
smiles: CCCCC(=O)C(O)O, s:  0.00000
smiles: CC(C)C[C@H](C(=O)O)O, s:  0.00000
smiles: CC(C)C[C@@H](C(=O)O)O, s:  0.00000
smiles: CC(C)CC(C(=O)O)O, s:  0.00000
smiles: CCCCC(O)OC=O, s:  0.00000
smiles: CCCC(CC(=O)O)O, s:  0.00000
smiles: CCC[C@@H](CC(=O)O)O, s:  0.00000
smiles: CCC[C@H](CC(=O)O)O, s:  0.00000
smiles: CCC[C@@H](CO)C(=O)O, s:  0.00000
smiles: CCCC(CO)C(=O)O, s:  0.00000
smiles: CCC[C@H](CO)C(=O)O, s:  0.00000
smiles: CCCC(C(=O)O)OC, s:  0.00000
smiles: CCC[C@H](C(=O)O)OC, s:  0.00000
smiles: CCC[C@@H](C(=O)O)OC, s:  0.00000
smiles: CCC(C(C)O)C(=O)O, s:  0.00000
smiles: CC[C@@H]([C@H](C)O)C(=O)O, s:  0.00000
smiles: CC[C@H]([C@H](C)O)C(=O)O, s:  0.00000
node ID: 2532, ground truth SMILE: C1=NC2=NC=NC(=C2N1)N
top 20 test cadidates: 
smiles: C1=NC2=NC=NC(=C2N1)N, s:  0.92413
smiles: C1=C(C2=C(N=CN2)N=N1)N, s:  0.00291
smiles: C1=NNC2=C1N=CN=C2N, s:  0.00205
smiles: C1=NNC2=NC=NC(=C21)N, s:  0.00189
smiles: C1=C2C(=NN=C1N)N=CN2, s:  0.00181
smiles: C1=C2C(=NC(=N1)N)N=CN2, s:  0.00175
smiles: [C-]#[N+]C(=N)C1=C(N=CN1)N, s:  0.00153
smiles: C1=NC(=C(C(=N1)N)C#N)N, s:  0.00147
smiles: CC1=C2C(=NN=N1)N=CN2, s:  0.00122
smiles: C1=C(N=C2C(=N1)N=CN2)N, s:  0.00117
smiles: C1=NC(=C(C(=N1)N)N)C#N, s:  0.00105
smiles: C1=NC(=C(N1)C(=N)C#N)N, s:  0.00098
smiles: C1C2=C(C(=NC=N2)N)N=N1, s:  0.00090
smiles: C1N=C2C(=NC=NC2=N1)N, s:  0.00081
smiles: C1=C2C(=C(N=N1)N)N=CN2, s:  0.00077
smiles: C1C2=C(N=CN=C2N=N1)N, s:  0.00073
smiles: C1=NC=NC2=NNC(=C21)N, s:  0.00068
smiles: C1=C2C(=NC=N1)N=C(N2)N, s:  0.00068
smiles: C1=NC2=C(N1)C(=N)N=C2N, s:  0.00065
smiles: C1=NC(=C(N1)C#N)/N=C/N, s:  0.00064
node ID: 3106, ground truth SMILE: CC(=O)NC1=CC=C(C=C1)O
top 20 test cadidates: 
smiles: CC1=C(C(=CC=C1)C(=O)O)N, s:  0.03576
smiles: CC1=CC=CC=C1C(=O)ON, s:  0.01835
smiles: CC1=CC=CC=C1C(=O)NO, s:  0.01806
smiles: CC1=C(C=CC=C1N)C(=O)O, s:  0.01005
smiles: CC1=C(C=C(C=C1)N)C(=O)O, s:  0.01005
smiles: CC1=C(C=CC(=C1)N)C(=O)O, s:  0.01005
smiles: CNC1=CC=CC=C1C(=O)O, s:  0.00949
smiles: CC1=C(C(=CC=C1)C(=O)N)O, s:  0.00881
smiles: C1=CC=C(C(=C1)CN)C(=O)O, s:  0.00716
smiles: CC1=C(C(=CC=C1)N)C(=O)O, s:  0.00569
smiles: [CH2-][NH2+]C1=CC=CC=C1C(=O)O, s:  0.00523
smiles: CC1=CC=CC=C1OC(=O)N, s:  0.00511
smiles: CC1=CN=CC(=C1C)C(=O)O, s:  0.00386
smiles: CCC1=C(C=CC=N1)C(=O)O, s:  0.00373
smiles: CC1=CC=CC=C1NC(=O)O, s:  0.00364
smiles: CC1=C(C=CN=C1C)C(=O)O, s:  0.00335
smiles: CC1=CC(=C(C=C1)C(=O)O)N, s:  0.00334
smiles: CC1=CC(=C(C=C1)N)C(=O)O, s:  0.00334
smiles: CC1=CC(=C(C=N1)C)C(=O)O, s:  0.00331
smiles: CC1=CC(=NC=C1C(=O)O)C, s:  0.00331
node ID: 2640, ground truth SMILE: C1=CC=C(C(=C1)C(=O)O)O
top 20 test cadidates: 
smiles: C1=CC=C(C(=C1)C(=O)O)O, s:  0.15161
smiles: [H+].C1=CC=C(C(=C1)C(=O)O)[O-], s:  0.09606
smiles: [2H]C1=CC=C(C(=C1)[O-])C(=O)O, s:  0.02646
smiles: C1=CC=C(C=C1)OC(=O)O, s:  0.01478
smiles: C1=CC=C(C(=C1)C(=[O+])O)O, s:  0.01348
smiles: C=CC1=C(C=CO1)C(=O)O, s:  0.01100
smiles: C1=CC(=CC(=C1)O)C(=O)O, s:  0.01063
smiles: C1=CC(=CC=C1C(=O)O)O, s:  0.01021
smiles: CC(=O)C1=CC=COC1=O, s:  0.00990
smiles: C1=CC=C(C=C1)OOC=O, s:  0.00959
smiles: C1=CC=C(C=C1)C(=O)OO, s:  0.00687
smiles: C1C=CC(=O)C=C1C(=O)O, s:  0.00635
smiles: C1C(=O)C=CC=C1C(=O)O, s:  0.00584
smiles: C1C=CC=C(C1=O)C(=O)O, s:  0.00584
smiles: C=C(C1=CC=CO1)C(=O)O, s:  0.00523
smiles: C=CC1=CC=C(O1)C(=O)O, s:  0.00523
smiles: C=CC1=C(OC=C1)C(=O)O, s:  0.00523
smiles: C1=CC2C(O2)C(=C1)C(=O)O, s:  0.00488
smiles: C1=COC(=C1)/C=C/C(=O)O, s:  0.00482
smiles: C1=COC(=C1)C=CC(=O)O, s:  0.00482
node ID: 4587, ground truth SMILE: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
top 20 test cadidates: 
smiles: C1=CC=C(C(=C1)C(=O)CC#N)C(=O)O, s:  0.03661
smiles: C#CC(=O)NC1=CC=CC=C1C(=O)O, s:  0.03267
smiles: C1=CC=C(C(=C1)C#CC(=O)N)C(=O)O, s:  0.02783
smiles: C1=CC2=C(C=NC=C2C(=C1)C(=O)O)O, s:  0.02142
smiles: C1=CC=C(C(=C1)C(=O)O)OC2=NC=C2, s:  0.01969
smiles: C1=CC=C(C(=C1)C2=NOC=C2)C(=O)O, s:  0.01903
smiles: C1=CC=C(C(=C1)C2=CC=NO2)C(=O)O, s:  0.01888
smiles: C1=CC=C(C(=C1)C2=CN=CO2)C(=O)O, s:  0.01838
smiles: C1=CC=C(C(=C1)/C(=C/C(=O)O)/C#N)O, s:  0.01832
smiles: C1=CC=C2C(=C1)C(=CNC2=O)C(=O)O, s:  0.01770
smiles: C1=CC=C(C(=C1)C2=NC=CO2)C(=O)O, s:  0.01565
smiles: C1=CC=C(C(=C1)C2=CON=C2)C(=O)O, s:  0.01429
smiles: C1=CC2=C(C=NC=C2C(=C1)O)C(=O)O, s:  0.01397
smiles: C1=CC=C(C=C1)C2=NOC=C2C(=O)O, s:  0.01259
smiles: C1=CC=C(C(=C1)C2=COC=N2)C(=O)O, s:  0.01221
smiles: C1=CC=C(C=C1)C2=C(C=NO2)C(=O)O, s:  0.01207
smiles: C1=CC2=NC=CC(=C2C(=C1)O)C(=O)O, s:  0.01087
smiles: C1=CC2=C(C=CN=C2C(=C1)O)C(=O)O, s:  0.01087
smiles: C1=CC2=CN=CC(=C2C(=C1)O)C(=O)O, s:  0.01087
smiles: CC(=O)C1=C(C=CC=C1C(=O)O)C#N, s:  0.01023
node ID: 4516, ground truth SMILE: C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O
top 20 test cadidates: 
smiles: CC1=C(C(=CC=C1)C(=O)O)C=CC#N, s:  0.00924
smiles: CC1=CN=CC2=C1C=CC=C2C(=O)O, s:  0.00905
smiles: CC1=C2C=NC=C(C2=CC=C1)C(=O)O, s:  0.00905
smiles: CC1=C2C(=CC=C1)C(=CC=N2)C(=O)O, s:  0.00774
smiles: CC1=C2C(=CC=C1)C=NC=C2C(=O)O, s:  0.00774
smiles: CC1=CC=NC2=CC=CC(=C12)C(=O)O, s:  0.00774
smiles: CC1=C2C=CC=C(C2=NC=C1)C(=O)O, s:  0.00774
smiles: CC1=C2C(=CC=NC2=CC=C1)C(=O)O, s:  0.00774
smiles: CC1=CN=CC2=C1C(=CC=C2)C(=O)O, s:  0.00774
smiles: CC1=NC=C(C2=CC=CC=C12)C(=O)O, s:  0.00750
smiles: C1=CC=C(C(=C1)C(=O)O)N2C=CC=C2, s:  0.00723
smiles: CC1=NC2=CC=CC(=C2C=C1)C(=O)O, s:  0.00642
smiles: CC1=NC2=CC=CC=C2C(=C1)C(=O)O, s:  0.00642
smiles: CC1=NC2=C(C=CC=C2C(=O)O)C=C1, s:  0.00642
smiles: CC1=NC2=CC=CC=C2C=C1C(=O)O, s:  0.00642
smiles: CC1=NC=CC2=C1C=CC=C2C(=O)O, s:  0.00555
smiles: CC1=C(C=NC2=CC=CC=C12)C(=O)O, s:  0.00555
smiles: CC1=C2C(=C(C=C1)C(=O)O)C=CC=N2, s:  0.00484
smiles: CC1=C2C=CC=NC2=C(C=C1)C(=O)O, s:  0.00484
smiles: CC1=NC=CC2=C1C(=CC=C2)C(=O)O, s:  0.00484
node ID: 2865, ground truth SMILE: CCCCCCCC(=O)O
top 20 test cadidates: 
smiles: CCCCCCCC(=O)O, s:  0.81947
smiles: CCCCCCC(=O)CO, s:  0.00978
smiles: [H+].CCCCCCCC(=O)[O-], s:  0.00736
smiles: CCCCCCCC(=[O+])O, s:  0.00635
smiles: CCCCCCC(=O)OC, s:  0.00567
smiles: CC(C)CCCCC(=O)O, s:  0.00357
smiles: CCCCCCC(=CO)O, s:  0.00357
smiles: CCCCCC/C(=C/O)/O, s:  0.00357
smiles: CCC(C)CCCC(=O)O, s:  0.00233
smiles: CC[C@@H](C)CCCC(=O)O, s:  0.00233
smiles: CC[C@H](C)CCCC(=O)O, s:  0.00233
smiles: CC(C)(C)CCCC(=O)O, s:  0.00225
smiles: CCC[C@H](C)CCC(=O)O, s:  0.00152
smiles: CCC[C@@H](C)CCC(=O)O, s:  0.00152
smiles: CCCC(C)CCC(=O)O, s:  0.00152
smiles: CCCCCC(=O)[C@H](C)O, s:  0.00148
smiles: CCCCCC(=O)OCC, s:  0.00148
smiles: CCCCCC(=O)C(C)O, s:  0.00148
smiles: CCCCCC(=O)[C@@H](C)O, s:  0.00148
smiles: CCCCCCOC(=O)C, s:  0.00147
node ID: 4762, ground truth SMILE: COC1=C(C=CC(=C1)C=CC(=O)O)O
top 20 test cadidates: 
smiles: C1=CC=C(C(=C1)CC(=O)O)CC(=O)O, s:  0.07581
smiles: C1=CC=C(C(=C1)CC(=O)CC(=O)O)O, s:  0.03617
smiles: CC(=O)C1=C(C=CC=C1O)CC(=O)O, s:  0.02883
smiles: COC(=O)C(=O)CC1=CC=CC=C1O, s:  0.01440
smiles: C1=CC=C(C(=C1)C/C(=C/O)/C(=O)O)O, s:  0.01250
smiles: CC(=O)OC1=CC=CC=C1CC(=O)O, s:  0.00943
smiles: COC(=O)C1=CC=CC=C1CC(=O)O, s:  0.00931
smiles: CC(=O)C1=CC(=C(C=C1)O)CC(=O)O, s:  0.00912
smiles: CC(=O)C1=CC=CC(=C1O)CC(=O)O, s:  0.00911
smiles: COC1=CC=CC=C(C1=O)CC(=O)O, s:  0.00799
smiles: COC1=C(C=CC=CC1=O)CC(=O)O, s:  0.00791
smiles: CC1=C(C(=CC=C1)CC(=O)O)C(=O)O, s:  0.00653
smiles: CC1=C(C=CC=C1C(=O)O)CC(=O)O, s:  0.00652
smiles: C1=CC=C(C(=C1)CCC(=O)C(=O)O)O, s:  0.00590
smiles: CC(=O)C1=C(C(=CC=C1)O)CC(=O)O, s:  0.00542
smiles: CC(=O)CC1=C(C(=CC=C1)O)C(=O)O, s:  0.00494
smiles: C1=CC=C(C(=C1)C/C=C(/C(=O)O)\O)O, s:  0.00480
smiles: CC(=O)C(=O)OCC1=CC=CC=C1O, s:  0.00449
smiles: CC1=C(C=CC(=C1C=O)O)CC(=O)O, s:  0.00430
smiles: C=C(CC1=C(C(=CC=C1)O)O)C(=O)O, s:  0.00418
node ID: 4589, ground truth SMILE: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
top 20 test cadidates: 
smiles: C1=CC=C2C(=C1)C=C(N2)C(=O)C(=O)O, s:  0.19157
smiles: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O, s:  0.04223
smiles: C1=CC=C2C(=C1)C=C(N2)C(=O)OC=O, s:  0.04193
smiles: C1=CC=C2C(=C1)C=C(NC2=O)C(=O)O, s:  0.04169
smiles: C1=CC=C2C(=C1)C=C(C(=O)N2)C(=O)O, s:  0.04128
smiles: C1=CC2=C(C=C1C=O)C=C(N2)C(=O)O, s:  0.02913
smiles: C1=CC2=C(C=C1C=O)NC(=C2)C(=O)O, s:  0.02913
smiles: C1=CC2=C(C(=C1)C=O)NC(=C2)C(=O)O, s:  0.01528
smiles: C1=CC(=C2C=C(NC2=C1)C(=O)O)C=O, s:  0.01528
smiles: C1=CC2=C(C=CC(=O)N2)C=C1C(=O)O, s:  0.00603
smiles: C1=CC2=CC(=O)NC(=C2C=C1)C(=O)O, s:  0.00595
smiles: C1=CC=C2C(=C1)C(=CC(=O)N2)C(=O)O, s:  0.00589
smiles: C1=CC=C2C(=C1)C=C(C(=O)C(=O)N2)O, s:  0.00582
smiles: C1=CC=C2C(=C1)C=C(N2)OC(=O)C=O, s:  0.00534
smiles: C1=CC=C2C(=C1)C=C(C(=O)N2)OC=O, s:  0.00451
smiles: C1=CC=C2C(=C1)C(=C(N2)C=O)C(=O)O, s:  0.00401
smiles: C1=CC=C2C(=C1)C(=C(N2)C(=O)O)C=O, s:  0.00359
smiles: C1=CC2=C(C=C1C(=O)O)C=C(N2)C=O, s:  0.00323
smiles: C1=CC2=C(C=C1C(=O)O)NC(=C2)C=O, s:  0.00323
smiles: C1=CC=C2C=[N+](C(=CC2=C1)C(=O)O)[O-], s:  0.00312
node ID: 8482, ground truth SMILE: C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
top 20 test cadidates: 
smiles: CC1C(COC1=O)C2=C(C=CC(=C2O)C)S(=O)(=O)O, s:  0.00136
smiles: CC1=NC(=NO1)C2=CC=[N+](C=C2)CCOS(=O)(=O)O, s:  0.00115
smiles: CC1=C(C(=CC=C1)C(=O)C(C)(C(=O)O)S(=O)(=O)O)C, s:  0.00104
smiles: CC1=COC(=N1)C2=CN=[N+](C=C2)CCOS(=O)(=O)O, s:  0.00100
smiles: CCCOC1=CC(=C(C=C1)S(=O)(=O)[O-])CCC(=O)[O-], s:  0.00097
smiles: CC1=C(C(=CC=C1)C)OC(=O)OC2COS(=O)(=O)C2, s:  0.00095
smiles: CCCCCOC1=CC(=C(C=C1)S(=O)(=O)[O-])C(=O)[O-], s:  0.00094
smiles: C[C@@H]1[C@H]2C(COC(O2)C3=CC=CC=C3)OS(=O)(=O)O1, s:  0.00093
smiles: CC(CCC1C2=CC=CC=C2C(=O)O1)OS(=O)(=O)O, s:  0.00092
smiles: CC1=C(C=C(C=C1)OC(=O)OC2COS(=O)(=O)C2)C, s:  0.00092
smiles: CCOC(=O)C1CC2=C(O1)C=CC(=C2)CS(=O)(=O)O, s:  0.00092
smiles: CCCCC1(C2=CC=CC=C2C(=O)O1)OS(=O)(=O)O, s:  0.00091
smiles: CCCC(C(=O)C1=CC=CC=C1)(C(=O)O)S(=O)(=O)O, s:  0.00091
smiles: CCOC(=O)C1=CC(=CC(=C1)C(=O)C)CS(=O)(=O)O, s:  0.00088
smiles: CC1=CC(=C(C=C1)OC(=O)OC2COS(=O)(=O)C2)C, s:  0.00087
smiles: CC1=CC=C(C=C1)OC(=O)OC2CCOS(=O)(=O)C2, s:  0.00086
smiles: C1C(O1)C2=CC=C(C=C2)CC(=O)OCCS(=O)(=O)O, s:  0.00083
smiles: C1C(OC(=O)O1)CCC(C2=CC=CC=C2)S(=O)(=O)O, s:  0.00083
smiles: C1C(O1)C2=CC=C(C=C2)CCOC(=O)CS(=O)(=O)O, s:  0.00080
