node ID: 832, ground truth SMILE: CC(C(=O)O)O
top 10 test cadidates: 
smiles: C1=CC=C(C=C1)C(O)O, s:  0.00121
smiles: C1=CC=C(C=C1)COO, s:  0.00109
smiles: C1=CC(=C[15NH+]=C1)C(=O)N, s:  0.00102
smiles: C1C=CCC(=C1)C(=O)O, s:  0.00101
smiles: C1CC=C(C=C1)C(=O)O, s:  0.00101
smiles: C1C2CC1C(=C2)C(=O)O, s:  0.00101
smiles: C1CC(=CC=C1)C(=O)O, s:  0.00099
smiles: CC1=CCC=C1C(=O)O, s:  0.00099
smiles: CC1=CC=C(C1)C(=O)O, s:  0.00099
smiles: C=C1CC=C(C1)C(=O)O, s:  0.00098
node ID: 2443, ground truth SMILE: CCCCC(C(=O)O)O
top 10 test cadidates: 
smiles: CCCC[C@@H](C(=O)O)O, s:  0.00597
smiles: CCCC[C@H](C(=O)O)O, s:  0.00597
smiles: CCCCC(C(=O)O)O, s:  0.00597
smiles: CCCCC(=O)C(O)O, s:  0.00248
smiles: CC(C)C[C@@H](C(=O)O)O, s:  0.00204
smiles: CC(C)C[C@H](C(=O)O)O, s:  0.00204
smiles: CC(C)CC(C(=O)O)O, s:  0.00204
smiles: CCC[C@@H](C(=O)CO)O, s:  0.00170
smiles: CCC[C@H](C(=O)CO)O, s:  0.00170
smiles: CCCC(C(=O)CO)O, s:  0.00170
node ID: 2532, ground truth SMILE: C1=NC2=NC=NC(=C2N1)N
top 10 test cadidates: 
smiles: C1=NC2=NC=NC(=C2N1)N, s:  0.00798
smiles: C1=C(C2=C(N=CN2)N=N1)N, s:  0.00398
smiles: C1=NNC2=C1N=CN=C2N, s:  0.00361
smiles: C1=C(N=C2C(=N1)N=CN2)N, s:  0.00324
smiles: CC1=C2C(=NN=N1)N=CN2, s:  0.00321
smiles: C1=NNC2=NC=NC(=C21)N, s:  0.00310
smiles: C1=C2C(=NC(=N1)N)N=CN2, s:  0.00296
smiles: C1=C2C(=NN=C1N)N=CN2, s:  0.00293
smiles: C1=C2C(=C(N=N1)N)N=CN2, s:  0.00275
smiles: C1=NC(=C(C(=N1)N)C#N)N, s:  0.00262
node ID: 3106, ground truth SMILE: CC(=O)NC1=CC=C(C=C1)O
top 10 test cadidates: 
smiles: CC1=C(C(=CC=C1)C(=O)O)N, s:  0.00102
smiles: CC1=CC=CC=C1C(=O)NO, s:  0.00101
smiles: CC1=CC=CC=C1C(=O)ON, s:  0.00092
smiles: CC1=CC=CC=C1NC(=O)O, s:  0.00091
smiles: CNC1=CC=CC=C1C(=O)O, s:  0.00089
smiles: CC1=C(C=CC=C1N)C(=O)O, s:  0.00080
smiles: CC1=C(C=C(C=C1)N)C(=O)O, s:  0.00080
smiles: CC1=C(C=CC(=C1)N)C(=O)O, s:  0.00080
smiles: [CH2-][NH2+]C1=CC=CC=C1C(=O)O, s:  0.00076
smiles: C1=CC=C(C(=C1)CN)C(=O)O, s:  0.00071
node ID: 2640, ground truth SMILE: C1=CC=C(C(=C1)C(=O)O)O
top 10 test cadidates: 
smiles: C1=CC=C(C(=C1)C(=O)O)O, s:  0.00526
smiles: [H+].C1=CC=C(C(=C1)C(=O)O)[O-], s:  0.00476
smiles: [2H]C1=CC=C(C(=C1)[O-])C(=O)O, s:  0.00365
smiles: C1=CC=C(C=C1)C(=O)OO, s:  0.00314
smiles: CC(=O)C1=CC=COC1=O, s:  0.00291
smiles: C1=CC=C(C=C1)OC(=O)O, s:  0.00282
smiles: C1=CC=C(C(=C1)C(=[O+])O)O, s:  0.00270
smiles: C1=CN=C(N=C1)C(=O)N[O-], s:  0.00259
smiles: CC(=O)C(=O)C1=CC=CO1, s:  0.00257
smiles: C1=CC=C(C=C1)C2(OO2)O, s:  0.00256
node ID: 4587, ground truth SMILE: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
top 10 test cadidates: 
smiles: C1=CC=C(C(=C1)C(=O)CC#N)C(=O)O, s:  0.00125
smiles: C#CC(=O)NC1=CC=CC=C1C(=O)O, s:  0.00123
smiles: C1=CC=C(C(=C1)C(=N)C(F)(F)F)O, s:  0.00117
smiles: C1=CC=C(C(=C1)C#CC(=O)N)C(=O)O, s:  0.00115
smiles: C1=CC2=C(C=NC=C2C(=C1)C(=O)O)O, s:  0.00109
smiles: C1=CC=C(C(=C1)C(=O)O)OC2=NC=C2, s:  0.00108
smiles: C1=CC=C(C(=C1)/C(=C/C(=O)O)/C#N)O, s:  0.00107
smiles: C1=CC=C(C(=C1)C2=CN=CO2)C(=O)O, s:  0.00106
smiles: C1=CC=C(C(=C1)C(=O)C2=NOC=C2)O, s:  0.00104
smiles: C1=CC=C2C(=C1)C(=CNC2=O)C(=O)O, s:  0.00103
node ID: 4516, ground truth SMILE: C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O
top 10 test cadidates: 
smiles: CC1=CC=CC=C1C(=O)C2=NOC=C2, s:  0.00064
smiles: CC1=CC=CC=C1C(=O)C2=NC=CO2, s:  0.00063
smiles: CC1=C(C(=CC=C1)C(=O)O)C=CC#N, s:  0.00055
smiles: CC1=C(C=NO1)C(=O)C2=CC=CC=C2, s:  0.00055
smiles: CC1=C2C=NC=C(C2=CC=C1)C(=O)O, s:  0.00055
smiles: CC1=CN=CC2=C1C=CC=C2C(=O)O, s:  0.00055
smiles: CC1=C2C(=CC=C1)C=NC=C2C(=O)O, s:  0.00053
smiles: CC1=CN=CC2=C1C(=CC=C2)C(=O)O, s:  0.00053
smiles: CC1=C2C(=CC=C1)C(=CC=N2)C(=O)O, s:  0.00053
smiles: CC1=C2C=CC=C(C2=NC=C1)C(=O)O, s:  0.00053
node ID: 2865, ground truth SMILE: CCCCCCCC(=O)O
top 10 test cadidates: 
smiles: CCCCCCCC(=O)O, s:  0.00155
smiles: CCCCCCC(=O)CO, s:  0.00115
smiles: [H+].CCCCCCCC(=O)[O-], s:  0.00109
smiles: CCCCCCC(=O)OC, s:  0.00103
smiles: CCCCCCCC(=[O+])O, s:  0.00102
smiles: CCCCCC(=O)OCC, s:  0.00100
smiles: CCCCCC(=O)C(C)O, s:  0.00100
smiles: CCCCCC(=O)[C@@H](C)O, s:  0.00100
smiles: CCCCCC(=O)[C@H](C)O, s:  0.00100
smiles: CCCCCC(=C(C)O)O, s:  0.00100
node ID: 4762, ground truth SMILE: COC1=C(C=CC(=C1)C=CC(=O)O)O
top 10 test cadidates: 
smiles: C1=CC=C(C(=C1)CC(=O)O)CC(=O)O, s:  0.00104
smiles: C1=CC=C(C(=C1)CC(=O)CC(=O)O)O, s:  0.00099
smiles: C1=CC=C(C(=C1)C/C(=C/O)/C(=O)O)O, s:  0.00098
smiles: C1=CC=C(C(=C1)CCC(=O)C(=O)O)O, s:  0.00088
smiles: C1=CC=C(C(=C1)C/C=C(/C(=O)O)\O)O, s:  0.00084
smiles: CC(=O)C1=C(C=CC=C1O)CC(=O)O, s:  0.00081
smiles: COC(=O)C(=O)CC1=CC=CC=C1O, s:  0.00077
smiles: CC(=O)C1=CC=CC(=C1O)CC(=O)O, s:  0.00067
smiles: CC(=O)C1=CC(=C(C=C1)O)CC(=O)O, s:  0.00067
smiles: COC(=O)C1=CC=CC=C1CC(=O)O, s:  0.00067
node ID: 4589, ground truth SMILE: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
top 10 test cadidates: 
smiles: C1=CC=C2C(=C1)C=C(N2)C(=O)C(=O)O, s:  0.00198
smiles: C1=CC=C2C(=C1)C=C(C(=O)N2)C(=O)O, s:  0.00173
smiles: C1=CC=C2C(=C1)C=C(NC2=O)C(=O)O, s:  0.00173
smiles: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O, s:  0.00172
smiles: C1=CC=C2C(=C1)C=C(N2)C(=O)OC=O, s:  0.00168
smiles: C1=CC2=C(C=C1C=O)C=C(N2)C(=O)O, s:  0.00160
smiles: C1=CC2=C(C=C1C=O)NC(=C2)C(=O)O, s:  0.00160
smiles: C1=CC=C2C(=C1)C=C(C(=O)C(=O)N2)O, s:  0.00147
smiles: C1=CC=C2C(=C1)C=C(N2)OC(=O)C=O, s:  0.00141
smiles: C1=CC(=C2C=C(NC2=C1)C(=O)O)C=O, s:  0.00138
node ID: 8482, ground truth SMILE: C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
top 10 test cadidates: 
smiles: CC1=C2C(=O)C(=CC1=O)OC(=C3C=CC(=C(O2)O)C=C3)O, s:  0.00016
smiles: CC1=CC=C(O1)C=C2C(=O)NC(=N2)C3=CC=CC=C3Cl, s:  0.00015
smiles: CC1=CC(=O)C(C(=O)O1)C(=O)C2=COC3=C2C=C(C=C3)O, s:  0.00015
smiles: CC1=C2C(=CC=C1)C3=C(C(=C(C(=O)O3)C(=O)C)O)C(=O)O2, s:  0.00015
smiles: CC1=CC(=C2C3=C(C(=CC(=C13)OC)O)C(=O)C(=O)C2=O)O, s:  0.00015
smiles: CN(CC1=CC(=CC(=C1)Cl)Cl)CC2=CC(=O)N[NH2+]2, s:  0.00015
smiles: CC1=CC=C(C=C1)C2=NNC(=O)C(=C2)C3=NNC(=S)O3, s:  0.00015
smiles: CC1=CC2=C(C=C1)C3=C(C(=C(C(=O)O3)C(=O)C)O)C(=O)O2, s:  0.00015
smiles: CC1=CC2=C(C=C1)OC(=O)C3=C2OC(=O)C(=C3O)C(=O)C, s:  0.00015
smiles: CC1=CC=C(O1)/C=C(\C#N)/C(=O)NC2=CC=CC=C2Cl, s:  0.00015
node ID: 3773, ground truth SMILE: C1=CC=C(C=C1)CC(C(=O)O)O
top 10 test cadidates: 
smiles: C1=CC=C(C=C1)CC(C(=O)O)O, s:  0.00911
smiles: C1=CC=C(C=C1)C[C@@H](C(=O)O)O, s:  0.00911
smiles: C1=CC=C(C=C1)C[C@H](C(=O)O)O, s:  0.00911
smiles: C1=CC=C(C=C1)CC(=O)C(O)O, s:  0.00273
smiles: C1=CC=C(C=C1)CC(O)OC=O, s:  0.00247
smiles: COC(=O)OCC1=CC=CC=C1, s:  0.00205
smiles: C1=CC=C(C=C1)CC(C=O)OO, s:  0.00200
smiles: CC(=O)OOCC1=CC=CC=C1, s:  0.00188
smiles: C1=CC=C(C=C1)C(CO)C(=O)O, s:  0.00155
smiles: C1=CC=C(C=C1)[C@H](CO)C(=O)O, s:  0.00155
node ID: 5203, ground truth SMILE: C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O
top 10 test cadidates: 
smiles: C1=CC=C2C(=C1)C(=CN2)OC(=O)C(=O)O, s:  0.00083
smiles: C1=CC=C2C(=C1)C(=O)C(=CN2)OC(=O)O, s:  0.00081
smiles: CC(=O)C1=C(C2=CC=CC=C2O1)[N+](=O)[O-], s:  0.00066
smiles: C1=CC=C(C=C1)S(=O)C(CN)(F)F, s:  0.00064
smiles: C1=CC=C(C=C1)C2=CC=C(C(=S)N2)F, s:  0.00064
smiles: C1=CC=C2C(=C1)C=C(O2)C(=O)C[N+](=O)[O-], s:  0.00063
smiles: C1=CNC(=C1)C(=O)CC(=O)C(F)(F)F, s:  0.00063
smiles: C1=CC=C(C=C1)C2=CC(=CC(=S)N2)F, s:  0.00063
smiles: C1=CC=C2C(=C1)C(=O)OC(=N2)CC(=O)O, s:  0.00063
smiles: C1=CC=C(C=C1)OC(=O)NC(F)(F)F, s:  0.00063
node ID: 4657, ground truth SMILE: C1=CC2=C(C=C1O)C(=CN2)CC(=O)O
top 10 test cadidates: 
smiles: C1=CC2=C(C=C1O)C(=CN2)CC(=O)O, s:  0.00060
smiles: C1=CC2=C(C=C1O)NC=C2CC(=O)O, s:  0.00051
smiles: C1=CC2=C(C=C1O)C(=CN2)C(=O)CO, s:  0.00039
smiles: CC(=O)OC1=CNC2=C1C=C(C=C2)O, s:  0.00037
smiles: COC(=O)C1=CNC2=C1C=C(C=C2)O, s:  0.00034
smiles: C1=CC2=C(C=C1CC(=O)O)C(=CN2)O, s:  0.00033
smiles: C1=CC2=C(C=CN2)C(=C1CC(=O)O)O, s:  0.00031
smiles: C1=CC2=C(C(=C1)O)NC=C2CC(=O)O, s:  0.00031
smiles: C1=CC2=C(C=C1C(=O)O)C(=CN2)CO, s:  0.00030
smiles: C1=CC2=C(C(=C1)O)C(=CN2)CC(=O)O, s:  0.00030
node ID: 6797, ground truth SMILE: C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O
top 10 test cadidates: 
smiles: C1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@H](O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@H]([C@@H](O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O, s:  0.00052
smiles: C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@H](O2)CO)O)O, s:  0.00052
node ID: 7685, ground truth SMILE: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N
top 10 test cadidates: 
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@@H]([C@H]([C@H](O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)N, s:  0.00092
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@H]([C@@H](O3)CO)O)O)N, s:  0.00092
node ID: 8405, ground truth SMILE: COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O
top 10 test cadidates: 
smiles: COC1=CC(=CC(=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.00035
smiles: COC1=CC(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.00034
smiles: COC1=CC(=C(C=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.00033
smiles: COC1=CC=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)O)O, s:  0.00033
smiles: COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.00033
smiles: COC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.00033
smiles: COOC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O, s:  0.00033
smiles: COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=C(C=C(C=C3)O)O, s:  0.00033
smiles: COC1=CC=C(C=C1)OC2=COC3=C(C2=O)C=CC(=C3)O, s:  0.00032
smiles: COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O, s:  0.00031
node ID: 9049, ground truth SMILE: COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O
top 10 test cadidates: 
smiles: COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC(=C(C=C3)O)O)O, s:  0.00057
smiles: COC1=C(C=C(C=C1)C2=COC3=CC(=C(C=C3C2=O)O)O)O, s:  0.00055
smiles: COC1=C(C=C2C(=C1)OC=C(C2=O)C3=CC(=C(C=C3)O)O)O, s:  0.00054
smiles: COC1=C(C=C(C(=C1)O)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.00051
smiles: COC1=C(C(=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O)O, s:  0.00050
smiles: COC1=CC(=CC(=C1O)O)C2=COC3=C(C2=O)C=CC(=C3)O, s:  0.00049
smiles: COC1=C(C(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O)O, s:  0.00048
smiles: COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O, s:  0.00047
smiles: COC1=C(C=C(C=C1O)C2=COC3=C(C2=O)C=CC(=C3)O)O, s:  0.00045
smiles: COC1=CC(=C(C=C1C2=COC3=C(C2=O)C=CC(=C3)O)O)O, s:  0.00045
node ID: 8837, ground truth SMILE: CCCCCCCCCCCCCCOS(=O)(=O)O
top 10 test cadidates: 
smiles: CCCCCCCOS(=O)(=O)OCCCCCCC, s:  0.00039
smiles: CCCCCCCCCOS(=O)(=O)OCCCCC, s:  0.00039
smiles: CCCCCCCCCCCCOS(=O)(=O)OCC, s:  0.00034
smiles: CCCCCCCCCCCCCOS(=O)(=O)OC, s:  0.00034
smiles: CCCCCCCCCCCCOS(=O)(=O)CCO, s:  0.00034
smiles: CCCCCCCCCCCCCCOS(=O)(=O)O, s:  0.00034
smiles: CCCCCCCCCCCCOCCS(=O)(=O)O, s:  0.00032
smiles: CCCCCCCCCCCOCCCS(=O)(=O)O, s:  0.00032
smiles: CCCCCCCCCCOCCCCS(=O)(=O)O, s:  0.00032
smiles: CCCCCCC(C)CCCCCCOS(=O)(=O)O, s:  0.00031
