node ID: 734, ground truth SMILE: CC1=CC2=NNN=C2C=C1
smiles: CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCCC2)O, s:  0.00010
smiles: CN(C)C[C@@H](C1=CC=C(C=C1)O)C2(CCCCCC2)O, s:  0.00010
smiles: CN(C)C[C@@H](C1=CC=C(C=C1)CO)C2(CCCCC2)O, s:  0.00009
smiles: CN(C)CCC(C1=CC=C(C=C1)O)C2(CCCCC2)O, s:  0.00009
smiles: CN(C)CC(C1=CC=C(C=C1)CO)C2(CCCCC2)O, s:  0.00009
smiles: CC1CCC(CC1)(C(CN(C)C)C2=CC=C(C=C2)O)O, s:  0.00008
smiles: CN(C)C[C@@H](C1=CC=C(C=C1)OC)C2(CCCCC2)O, s:  0.00008
smiles: CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O, s:  0.00008
smiles: CN(C)C[C@H](C1=CC=C(C=C1)OC)C2(CCCCC2)O, s:  0.00008
smiles: CCN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O, s:  0.00008
node ID: 8392, ground truth SMILE: CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1
top 10 test cadidates: 
smiles: CCOC1=CC=CC=C1C(=O)OC(CN(C)C)C2=CC=CC=C2, s:  0.00015
smiles: CCC(C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)CN(C)C)O, s:  0.00014
smiles: CN(C)CC(C1=CC=CC=C1)C(C2=CC3=C(C=C2)OCCO3)O, s:  0.00014
smiles: CN(C)CC(C1=CC=C(C=C1)OC)C(=O)C2=CC=C(C=C2)OC, s:  0.00014
smiles: CN(C)CCC1=C(C=C2C(=C1)CC[C@H](O2)C3=CC=C(C=C3)O)O, s:  0.00014
smiles: CN(C)CC(C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)OC, s:  0.00014
smiles: CCOC(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)CCN(C)C, s:  0.00014
smiles: CCNCC1=C(C=CC=C1C2=CC=CC=C2OC)CC(=O)OC, s:  0.00014
smiles: CCC1=CC=C(C=C1)OC2=C(C=C(C=C2)C(=O)OC)CN(C)C, s:  0.00014
smiles: CC1=C(C=CC(=C1OC)C(=O)CN(C)C)OCC2=CC=CC=C2, s:  0.00014
node ID: 3986, ground truth SMILE: CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl
top 10 test cadidates: 
smiles: CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl, s:  0.00191
smiles: CN(C)C(=O)NC1=CC(=CC(=C1)Cl)Cl, s:  0.00187
smiles: CC(C(=O)N)NC1=CC(=C(C=C1)Cl)Cl, s:  0.00185
smiles: CN(C)C(=O)N(C1=CC=C(C=C1)Cl)Cl, s:  0.00182
smiles: CCNC(=O)NC1=CC(=C(C=C1)Cl)Cl, s:  0.00182
smiles: CN(C)C(=O)NC1=C(C=CC=C1Cl)Cl, s:  0.00182
smiles: CN(C)C(=O)N(C1=CC=CC=C1Cl)Cl, s:  0.00181
smiles: CC(C(=O)N)NC1=CC(=CC(=C1)Cl)Cl, s:  0.00181
smiles: CC(C(=O)N)NC1=C(C=CC=C1Cl)Cl, s:  0.00181
smiles: CNC(=O)CNC1=CC(=C(C=C1)Cl)Cl, s:  0.00180
node ID: 4656, ground truth SMILE: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C
top 10 test cadidates: 
smiles: CCN1C(=C(C(=O)N1C2=CC=CC=C2)NC=O)C, s:  0.00007
smiles: CCN1C(=O)C(=C(N1C2=CC=CC=C2)C)NC=O, s:  0.00007
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C, s:  0.00007
smiles: CCC1=C(C(=O)N(N1C2=CC=CC=C2)C)NC=O, s:  0.00007
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)CC(=O)N, s:  0.00007
smiles: CC1=C(C(=O)N(N1C2=CC=CC=C2)C)NC(=O)C, s:  0.00007
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C=O, s:  0.00007
smiles: CC1=CC(=CC=C1)N2C(=O)C(=C(N2C)C)C(=O)N, s:  0.00006
smiles: CN1C(=C(C(=O)N1C2=CC=CC=C2)N(C)C)C=O, s:  0.00006
smiles: CC1=CC=CC=C1N2C(=O)C(=C(N2C)C)C(=O)N, s:  0.00006
node ID: 8015, ground truth SMILE: C(CCOCCCCOCCCCOCCCCO)CO
top 10 test cadidates: 
smiles: C(CCOCCCCOCCCCOCCCCO)CO, s:  0.00625
smiles: C(CCCCOOOCCCCCCCCO)CCCO, s:  0.00508
smiles: CCCCOCCCOCCCOCCCOCCCO, s:  0.00492
smiles: C(CCOCCCCC(CCCO)O)CC(CCCO)O, s:  0.00480
smiles: CCCCCOCC(COCCCCO)OCCCCO, s:  0.00475
smiles: CCOCCOCCCCOCCCCOCCOCC, s:  0.00471
smiles: COCCCOCCCCOCCCCOCCCOC, s:  0.00471
smiles: CCCCCCCCOCCOCCOCCOCCO, s:  0.00466
smiles: CCCCCOCCOCCOCCOCCOCCC, s:  0.00463
smiles: CCCCCCOCCOCCOCCOCCOCC, s:  0.00454
node ID: 5053, ground truth SMILE: CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
top 10 test cadidates: 
smiles: CC1=C(OC(=N1)S(=O)(=O)C2=CC=C(C=C2)N)N, s:  0.00038
smiles: CC(=O)C(C#N)(N)S(=O)(=O)C1=CC=C(C=C1)N, s:  0.00037
smiles: C1=CC(=CC=C1N)S(=O)(=O)CC(=O)NCC#N, s:  0.00036
smiles: CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.00036
smiles: CC1=COC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.00036
smiles: C1=CC(=CC=C1N)S(=O)(=O)NCC2=NOC=C2, s:  0.00036
smiles: CC1=CON=C1NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.00036
smiles: C1=CC(=CC=C1N)S(=O)(=O)NCC2=CC=NO2, s:  0.00036
smiles: CC(=O)C(C#N)NS(=O)(=O)C1=CC=C(C=C1)N, s:  0.00036
smiles: CC1=C(C=NO1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.00036
node ID: 5678, ground truth SMILE: CNC1=C2C(=NC=N1)N(C=N2)C3CC(C(O3)CO)O
top 10 test cadidates: 
smiles: CC1=NC(=C2C(=N1)N(C=N2)C3CC(C(O3)CO)O)N, s:  0.00061
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O)N, s:  0.00061
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3CC([C@H](O3)CO)O)N, s:  0.00061
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O)N, s:  0.00061
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@@H]3C[C@H]([C@@H](O3)CO)O, s:  0.00061
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3CC([C@H](O3)CO)O, s:  0.00061
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@H]([C@@H](O3)CO)O, s:  0.00061
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O, s:  0.00061
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O, s:  0.00061
smiles: CNC1=C2C(=NC=N1)N(C=N2)C3CC(C(O3)CO)O, s:  0.00061
node ID: 6561, ground truth SMILE: COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
top 10 test cadidates: 
smiles: C1[C@@H]([C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00101
smiles: C1[C@H]([C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00101
smiles: C1C(C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.00101
smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)CO)O)N, s:  0.00093
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@H](C(C(O3)CO)CO)O)N, s:  0.00093
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)CO)O)N, s:  0.00093
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)CO)O)N, s:  0.00093
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](C([C@H](O3)CO)CO)O)N, s:  0.00093
smiles: C1C(C(OC(C1N2C=NC3=C(N=CN=C32)N)O)O)CO, s:  0.00093
smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)CO)N, s:  0.00092
node ID: 9925, ground truth SMILE: CCCCCCCCCCCCCCCCCCCCCC(=O)N
top 10 test cadidates: 
smiles: CCCCCCCCCCCCCCCCCCCCCC(=O)N, s:  0.00507
smiles: CCC(CC)CCCCCCCCCCCCCCCCC(=O)N, s:  0.00405
smiles: CC(C)CCCCCCCCCCCCCCCCCCC(=O)N, s:  0.00405
smiles: CCCCCCCCCCCCCCCCCCCCC(=O)NC, s:  0.00405
smiles: CCCCCCCCCCCCCCCCCCCC(=O)N(C)C, s:  0.00405
smiles: CCCCCCCCCCCCCCCCCCCC(=O)NCC, s:  0.00400
smiles: CCCCCCCCCCCCCCCCCCC(C)(C)C(=O)N, s:  0.00397
smiles: CCCCCCCCCCCCCCCCCCC(C)CC(=O)N, s:  0.00397
smiles: CCCCCCCCCCCCCCCCCCCC(C)C(=O)N, s:  0.00396
smiles: CCCCCCCCCCCCCCCCCCCC/C(=C/N)/O, s:  0.00393
node ID: 7089, ground truth SMILE: COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
top 10 test cadidates: 
smiles: CC(C)(C)OC(CC1=CC=CC=C1)(C2=NNN=N2)C(=O)O, s:  0.00009
smiles: CCCC(CC(=O)O)N1C(=NN=N1)C2=CC=CC=C2OC, s:  0.00009
smiles: CC1=C(C(=NN1)C2=CC=CC=C2OCCOC)C(=O)NN, s:  0.00009
smiles: CCCCN1C(=C(N=N1)C(=O)O)C2=CC(=C(C=C2)OC)N, s:  0.00009
smiles: CC(C)C(CC(=O)O)N1C(=NN=N1)C2=CC=CC=C2OC, s:  0.00009
smiles: CCC(CC(=O)O)N1C(=NN=N1)C2=CC=CC=C2OCC, s:  0.00009
smiles: CCC1=CC=CC=C1C2=NN=NN2CC(CC(=O)O)OC, s:  0.00009
smiles: CCOCCOC1=CC=CC=C1C2=NNC(=C2)C(=O)NN, s:  0.00009
smiles: CC1=CC=CC=C1C2=C(NN=C2OCC(C)NC(=O)O)N, s:  0.00009
smiles: CCCCC(C(=O)O)N1C(=NN=N1)C2=CC=CC=C2OC, s:  0.00009
node ID: 6435, ground truth SMILE: CCCC/C=C/C=C/C=C\CCCCCCCC(=O)O
top 10 test cadidates: 
smiles: CCCCCCOC1=CC=CC=C1OCCCCCC, s:  0.00028
smiles: CCCCCCOC1=CC=C(C=C1)OCCCCCC, s:  0.00027
smiles: CCCCCCCCCCCOC1=CC=CC=C1OC, s:  0.00027
smiles: CCCCCCCCCCOC1=CC=C(C=C1)OCC, s:  0.00027
smiles: CCCCCCCCCCOC1=CC=CC=C1[C@H](C)O, s:  0.00027
smiles: CCCCCCCCCCOC1=CC=CC=C1C(C)O, s:  0.00027
smiles: CCCCCCCCCCOC1=CC=CC=C1[C@@H](C)O, s:  0.00027
smiles: CCCCCCCCCOC1=CC=CC=C1[C@@H](CC)O, s:  0.00027
smiles: CCCCCCCCCOC1=CC=CC=C1C(CC)O, s:  0.00027
smiles: CCCCCCOC1=CC(=CC=C1)OCCCCCC, s:  0.00027
node ID: 8933, ground truth SMILE: CCCCC(CC)COP(=O)(O)OCC(CC)CCCC
top 10 test cadidates: 
smiles: CCCCCCCCCCCCCCCCP(=O)(O)OO, s:  0.00043
smiles: CCCCCCCCCCCCCCCCOP(=O)(O)O, s:  0.00042
smiles: CCCCCCCCCCC(CCCCC)OP(=O)(O)O, s:  0.00042
smiles: CCCCCCCCC(CCCCCCC)OP(=O)(O)O, s:  0.00042
smiles: CCCCCCCCCC(CCCCCC)OP(=O)(O)O, s:  0.00042
smiles: CCCCCCCCCCCC(CCCC)OP(=O)(O)O, s:  0.00041
smiles: CCCCCCCC(CCCC)(CCCC)OP(=O)(O)O, s:  0.00041
smiles: CCCCCCCCC(C)(CCCCCC)OP(=O)(O)O, s:  0.00041
smiles: CCCCCCCCCCCCCCC(C)OP(=O)(O)O, s:  0.00041
smiles: CCCCCCCCCCCCCC(CC)OP(=O)(O)O, s:  0.00041
node ID: 7325, ground truth SMILE: CCCCCC=CC=CC(=O)CCCCCCCC(=O)O
top 10 test cadidates: 
smiles: CCCCCC(=O)C=CC=CCCCCCCCC(=O)O, s:  0.00080
smiles: CCCCCC=CC=CC(=O)CCCCCCCC(=O)O, s:  0.00079
smiles: CCCCCCC(=O)/C=C/C=C/CCCCCCC(=O)O, s:  0.00079
smiles: CCCCCCCC(=O)/C=C/C=C/CCCCCC(=O)O, s:  0.00078
smiles: CCCCCCCCC/C=C\C=C\C(=O)CCCC(=O)O, s:  0.00076
smiles: CCCCCCCCCC(=O)/C=C/C=C/CCCC(=O)O, s:  0.00074
smiles: CCCC/C=C(/C=C/C=C/CCCCCCCC(=O)O)\O, s:  0.00069
smiles: CCCC/C=C/C=C/C(=C/CCCCCCCC(=O)O)/O, s:  0.00068
smiles: CCCCCC=CCC=CC(=O)CCCCCCC(=O)O, s:  0.00068
smiles: CCCCCCCCCCCC=CC=CC(=O)CC(=O)O, s:  0.00068
node ID: 7594, ground truth SMILE: CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O
top 10 test cadidates: 
smiles: CCCCCCCCCCCCC/C=C/[C@@H]([C@@H](CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCC/C=C/C(C(CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCC/C=C\[C@@H]([C@@H](CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCCC=C[C@H]([C@H](CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCCC=CC(C(CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCCC=C[C@@H]([C@@H](CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCC/C=C/[C@H]([C@@H](CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCC/C=C\[C@H]([C@H](CO)N)O, s:  0.00132
smiles: CCCCCCCCCCCCC/C=C\C(C(CO)N)O, s:  0.00132
node ID: 11517, ground truth SMILE: CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
top 10 test cadidates: 
smiles: CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC, s:  0.00050
smiles: CCCCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC, s:  0.00047
smiles: CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(C)C)OC, s:  0.00043
smiles: CCNS(=O)(=O)C1=CC(=C(C=C1)OC)C(=O)NCC2CCCN2CC, s:  0.00043
smiles: CCN1CCCC1CNC(=O)C2=C(C=C(C(=C2)NS(=O)(=O)C)C)OC, s:  0.00042
smiles: CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2)S(=O)(=O)CC)N)OC, s:  0.00042
smiles: CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)NS(=O)(=O)CC)OC, s:  0.00042
smiles: COC1=C(C=C(C=C1)S(=O)(=O)N)C(=O)NCCNC2CCCCCC2, s:  0.00042
smiles: CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)SOOCC, s:  0.00042
smiles: CCC1CCCN1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC, s:  0.00042
node ID: 11585, ground truth SMILE: C(COCCOCCOCCOCCOCCOCCOCCO)O
top 10 test cadidates: 
smiles: C(COCCOCCOCCOCCOCCOCCOCCO)O, s:  0.00220
smiles: C(COCCOCCOCCO)COCOCCOCCOCCO, s:  0.00185
smiles: CCOCCOCCOCCOOCCOCCOCCOCCO, s:  0.00184
smiles: C(CCOCCOCCOCCOO)COCCOCCOCCO, s:  0.00182
smiles: C(COCCOCC(COCCOCCO)COCCOCCO)O, s:  0.00179
smiles: C(CCOCCO)CCOCOOCCOCCOCCOCCO, s:  0.00177
smiles: COC(COCCOCCOCCOCCOCCOCCO)OC, s:  0.00174
smiles: CCOC(COCCOCCOCCOCCOCCOCCO)O, s:  0.00168
smiles: CC(COCCOCCO)(COCCOCCO)OCCOCCO, s:  0.00166
smiles: CCOCCOCCOCCOCCOC(COCCOCCO)O, s:  0.00166
node ID: 10945, ground truth SMILE: CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC
top 10 test cadidates: 
smiles: CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OCC, s:  0.00170
smiles: CC/C=C\C/C=C\CC/C=C\C=C\C=C\CC/C=C\CCC(=O)OCC, s:  0.00157
smiles: CCOC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C\C, s:  0.00151
smiles: CCC/C=C/C=C/C/C=C/C/C=C/C/C=C/C/C=C\CCC(=O)OCC, s:  0.00147
smiles: CC/C=C/C/C=C/CC/C=C/C=C/C=C/C=C/CCCCC(=O)OCC, s:  0.00144
smiles: CCOC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C, s:  0.00143
smiles: CCCCC=C=CC/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OCC, s:  0.00140
smiles: CCOC(=O)CCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC=C, s:  0.00140
smiles: CC/C=C/C/C=C/C/C=C/C/C=C/CC/C=C/CC/C=C/CCC(=O)O, s:  0.00139
smiles: CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)C(C)O, s:  0.00139
node ID: 12844, ground truth SMILE: CCCCOC(=O)CC(C(C(=O)C)C(=O)OCCCC)(C(=O)OCCCC)O
top 10 test cadidates: 
smiles: CCCCCCCCOC(=O)C(CC(=O)OCCCC)(CC(=O)OC(=O)C)O, s:  0.00027
smiles: CCCCCCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OC(=O)C)O, s:  0.00026
smiles: CCCCOC(=O)CC(CC(=O)OCCCCC(=O)C)(C(=O)OCCCC)O, s:  0.00025
smiles: CCCCOC(=O)CC(CC(=O)OCC(CC)C(=O)C)(C(=O)OCCCC)O, s:  0.00024
smiles: CCCCOC(=O)CC(CC(=O)OC(CCC)C(=O)C)(C(=O)OCCCC)O, s:  0.00024
smiles: CCCCCCCCCCCCOC(=O)CC(CC(=O)O)(C(=O)OC(=O)C)O, s:  0.00024
smiles: CCCCCCCCCCCCOC(=O)CC(CC(=O)OC(=O)C)(C(=O)O)O, s:  0.00023
smiles: CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C, s:  0.00023
smiles: CCCCCCOC(=O)C(C(=O)C)(C(C(=O)C)(C(=O)OCCCCCC)O)O, s:  0.00023
smiles: CCCCOC(=O)CC(C(C(=O)C)C(=O)OCCCC)(C(=O)OCCCC)O, s:  0.00023
node ID: 12866, ground truth SMILE: CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC
top 10 test cadidates: 
smiles: COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC, s:  0.00013
smiles: CO/C=C(/C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)\C(=O)OC, s:  0.00013
smiles: CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC, s:  0.00013
smiles: CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)CO, s:  0.00012
smiles: COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)CO, s:  0.00012
smiles: COC(=O)/C(=C/CO)/C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N, s:  0.00012
smiles: COC(=O)C(=CCO)C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N, s:  0.00012
smiles: CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=C(C=C3)C#N)/C(=O)OC, s:  0.00012
smiles: COC=C(C1=CC=CC=C1OC2=NC=CC(=N2)OC3=CC=CC=C3C#N)C(=O)OC, s:  0.00012
smiles: CO/C=C(\C1=CC=CC=C1OC2=NC=CC(=N2)OC3=CC=CC=C3C#N)/C(=O)OC, s:  0.00012
node ID: 14592, ground truth SMILE: CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
top 10 test cadidates: 
smiles: CCCCC1=NC(=CC(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)OCCO, s:  0.00033
smiles: CCCCC1=C(N(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CC)C(=O)O, s:  0.00033
smiles: CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(C)O)C(=O)O, s:  0.00033
smiles: CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OC)CO, s:  0.00033
smiles: CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)O, s:  0.00033
smiles: CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)O)C(=O)OCC, s:  0.00032
smiles: CCCC1=C(N(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CCC)C(=O)O, s:  0.00032
smiles: CCCCC1=NC(=C(N1C)CO)C(=O)OCC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4, s:  0.00032
smiles: CCCC1=C(N(C(=O)N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(C)C)C(=O)O, s:  0.00032
