node ID: 734, ground truth SMILE: CC1=CC2=NNN=C2C=C1
smiles: C1C(CC1C2=CN=CC=C2)CN, s:  0.00234
smiles: CC1CCC(N1)C2=CN=CC=C2, s:  0.00229
smiles: C1C[C@H](C[C@@H]1C2=CN=CC=C2)N, s:  0.00226
smiles: CNC1CC(C1)C2=CN=CC=C2, s:  0.00218
smiles: CN1CCC1C2=CC(=CC=C2)N, s:  0.00211
smiles: CNCC1CC1C2=CN=CC=C2, s:  0.00210
smiles: CC1CCNC1C2=CN=CC=C2, s:  0.00209
smiles: CC1(C(C1N)C2=CN=CC=C2)C, s:  0.00197
smiles: CC1(C(CN1)C2=CN=CC=C2)C, s:  0.00194
node ID: 2235, ground truth SMILE: CN1C=NC2=C1C(=O)N(C(=O)N2C)C
top 20 test cadidates: 
smiles: CCN1C=NC2=C1C(=O)N(C(=O)N2)C, s:  0.73236
smiles: CCN1C(=O)C2=C(NC1=O)N=CN2C, s:  0.13895
smiles: CC1=NC2=C(N1C)C(=O)N(C(=O)N2)C, s:  0.03681
smiles: CCN1C=NC2=C(C1=O)N(C(=O)N2)C, s:  0.01968
smiles: CN1C=NC2=C1C(=O)N(C(=O)N2C)C, s:  0.01719
smiles: CC1=NN(C2=C1NC(=O)N(C2=O)C)C, s:  0.00528
smiles: CCC1=NC2=C(N1)C(=O)N(C(=O)N2)C, s:  0.00366
smiles: CN1C=NC2=C(C1=O)N(C(=O)N2C)C, s:  0.00292
smiles: CCN1C=NC2=C1C(=O)NC(=O)N2C, s:  0.00282
smiles: CCN1C2=C(C(=O)NC1=O)N(C=N2)C, s:  0.00259
smiles: CN1C=NC2=C1C(=O)N(N(C2=O)C)C, s:  0.00252
smiles: CN1C=NC2=C1C(=O)N(C(=N2)OC)C, s:  0.00185
smiles: CN1C=NC2=C1N(C(=O)N(C2=O)C)C, s:  0.00171
smiles: CC1=NC2=C(N1C)NC(=O)N(C2=O)C, s:  0.00149
smiles: CN1C=NC2=C1C(=NC(=O)N2C)OC, s:  0.00146
smiles: CN1C=NC(=O)C2=C1N(C(=O)N2C)C, s:  0.00137
smiles: CN1C=NC2=C1C(=O)N=C(N2C)OC, s:  0.00128
smiles: CC1=NC2=C(N1C)C(=O)NC(=O)N2C, s:  0.00083
smiles: CCCN1C=NC2=C1C(=O)NC(=O)N2, s:  0.00053
smiles: CN1CC=NC2=C1C(=O)NC(=O)N2C, s:  0.00050
node ID: 5752, ground truth SMILE: CCCCOP(=O)(OCCCC)OCCCC
top 20 test cadidates: 
smiles: CCOP(=O)(OCC(C)(C)C)OCC(C)(C)C, s:  0.02726
smiles: CCCCCCCCOP(=O)(OCC)OCC, s:  0.02020
smiles: CCCCCOP(=O)(OCC)OCCCCC, s:  0.01973
smiles: CCOP(=O)(OCCC(C)C)OCCC(C)C, s:  0.01466
smiles: CCCCCCOP(=O)(OCC)OCCCC, s:  0.01119
smiles: CCCCCCCOP(=O)(OCC)OCCC, s:  0.00873
smiles: CCCCCCCCCCCCOP(=O)(O)O, s:  0.00676
smiles: CCCCC(CC)COP(=O)(OCC)OCC, s:  0.00638
smiles: CCC(C)C(C(C)C)OP(=O)(OCC)OCC, s:  0.00628
smiles: CCCCOP(=O)(OCCCC)OCCCC, s:  0.00550
smiles: CCCCCCCCCCCCP(=O)(O)OO, s:  0.00465
smiles: CCCC(C)OP(=O)(OCC)OC(C)CCC, s:  0.00426
smiles: CCC(CC)OP(=O)(OCC)OC(CC)CC, s:  0.00380
smiles: CCC(C)CCCCCCCCOP(=O)(O)O, s:  0.00372
smiles: CCCCCC(CC)OP(=O)(OCC)OCC, s:  0.00365
smiles: CCCCCCC(C)OP(=O)(OCC)OCC, s:  0.00365
smiles: CCCCCC(CC)CCCCOP(=O)(O)O, s:  0.00345
smiles: CCC(CC)(CC)CCCCCOP(=O)(O)O, s:  0.00335
smiles: CCCCCCOP(=O)(OCC)OCC(C)C, s:  0.00326
smiles: CC(C)COP(=O)(OCC(C)C)OCC(C)C, s:  0.00325
node ID: 2159, ground truth SMILE: COC1=C(C=C2C(=C1)C=CC(=O)O2)O
top 20 test cadidates: 
smiles: COC(=O)C1=COC2=C1C=CC=C2O, s:  0.01995
smiles: COC(=O)C1=C2C=CC=C(C2=CO1)O, s:  0.01949
smiles: CO/C(=C/C(=O)[O-])/C1=CC=CC=C1[O-], s:  0.01683
smiles: COC(=O)C1C2=CC=CC=C2C(=O)O1, s:  0.01507
smiles: COC(=O)C(=O)C1=CC=CC=CC1=O, s:  0.01367
smiles: COC(=O)C1C2=CC=CC=C2OC1=O, s:  0.01361
smiles: COC(=O)C1=C(C2=CC=CC=C2O1)O, s:  0.01347
smiles: COC(=O)C#CC1=C(C=CC=C1O)O, s:  0.01229
smiles: COC(=O)C1=C(C=CC=C1C=O)C=O, s:  0.01194
smiles: COC(=O)CC#CC1=CC=C(O1)C=O, s:  0.01180
smiles: COC(=O)CC#CC1=C(OC=C1)C=O, s:  0.01082
smiles: COC(=O)C1=COOC2=CC=CC=C21, s:  0.01067
smiles: COC(=O)C1=CC=C(C=C1)C(=O)C=O, s:  0.01055
smiles: COC(=O)C1=CC2=C(C=CC=C2O1)O, s:  0.00995
smiles: COC1=C(C2=CC=CC=C2O1)C(=O)O, s:  0.00846
smiles: COC(=O)C(=O)C(=O)C1=CC=CC=C1, s:  0.00834
smiles: COC1=C(OC2=CC=CC=C21)C(=O)O, s:  0.00823
smiles: COC(=O)C1=CC2=CC=CC=C2OO1, s:  0.00800
smiles: COC(=O)C1=C2C=COC2=C(C=C1)O, s:  0.00667
smiles: COC(=O)C1=C(C=CC2=C1C=CO2)O, s:  0.00659
node ID: 6383, ground truth SMILE: CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
top 20 test cadidates: 
smiles: CN(C)C[C@@H](C1=CC=C(C=C1)O)C2(CCCCCC2)O, s:  0.30988
smiles: CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCCC2)O, s:  0.30988
smiles: CN(C)C[C@@H](C1=CC=C(C=C1)CO)C2(CCCCC2)O, s:  0.02315
smiles: CN(C)CCC(C1=CC=C(C=C1)O)C2(CCCCC2)O, s:  0.02315
smiles: CN(C)CC(C1=CC=C(C=C1)CO)C2(CCCCC2)O, s:  0.02315
smiles: CC1CCC(CC1)(C(CN(C)C)C2=CC=C(C=C2)O)O, s:  0.01931
smiles: CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O, s:  0.01891
smiles: CN(C)C[C@H](C1=CC=C(C=C1)OC)C2(CCCCC2)O, s:  0.01891
smiles: CN(C)C[C@@H](C1=CC=C(C=C1)OC)C2(CCCCC2)O, s:  0.01891
smiles: CCN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O, s:  0.01804
smiles: CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)OC, s:  0.01243
smiles: CC(C)(CC(C1=CC=C(C=C1)O)C2(CCCCC2)O)N, s:  0.00531
smiles: CC(C)(C[C@@H](C1=CC=C(C=C1)O)C2(CCCCC2)O)N, s:  0.00531
smiles: CN(C)C[C@H](C1=CC(=CC=C1)OC)C2(CCCCC2)O, s:  0.00432
smiles: CN(C)C[C@@H](C1=CC(=CC=C1)OC)C2(CCCCC2)O, s:  0.00432
smiles: CN(C)CC(C1=CC(=CC=C1)OC)C2(CCCCC2)O, s:  0.00432
smiles: CN(C)CC(C1=CC=CC=C1OC)C2(CCCCC2)O, s:  0.00315
smiles: CN(C)C[C@H](C1=CC=CC=C1OC)C2(CCCCC2)O, s:  0.00315
smiles: CC(CN(C)C)C1(CCCCC1C2=CC=C(C=C2)O)O, s:  0.00169
smiles: CNCCC(C1=CC=C(C=C1)OC)C2(CCCCC2)O, s:  0.00134
node ID: 8392, ground truth SMILE: CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1
top 20 test cadidates: 
smiles: CN(C)CC(C1=CC=CC=C1)C(C2=CC3=C(C=C2)OCCO3)O, s:  0.01184
smiles: CCOC1=CC=CC=C1C(=O)OC(CN(C)C)C2=CC=CC=C2, s:  0.01170
smiles: CN(C)CC(C1=CC=C(C=C1)OC)C(=O)C2=CC=C(C=C2)OC, s:  0.01090
smiles: CCC(C1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)CN(C)C)O, s:  0.00990
smiles: CN(C)CC(C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)OC, s:  0.00891
smiles: CN(C)CCC1=C(C=C2C(=C1)CC[C@H](O2)C3=CC=C(C=C3)O)O, s:  0.00813
smiles: CN(C)CC(CC1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)O, s:  0.00624
smiles: CN(C)CC(CC1(C2=CC=CC=C2COC3=CC=CC=C31)O)O, s:  0.00606
smiles: CCOC(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)CCN(C)C, s:  0.00603
smiles: CN(C)CCOC(=O)[C@@H](C1=CC=CC=C1)C2=CC=C(C=C2)OC, s:  0.00535
smiles: CCC1=CC=C(C=C1)OC2=C(C=C(C=C2)C(=O)OC)CN(C)C, s:  0.00524
smiles: CC1=C(C=CC(=C1OC)C(=O)CN(C)C)OCC2=CC=CC=C2, s:  0.00516
smiles: CCC1=C(C=C(C=C1)OC2=C(C=C(C=C2)C(=O)O)CN(C)C)C, s:  0.00507
smiles: CN(C)CC1(CCC(=CC2=CC3=C(C=C2)OCO3)C1=O)CC=C, s:  0.00492
smiles: CC(=O)OC1=CC=CC=C1COC(CN(C)C)C2=CC=CC=C2, s:  0.00478
smiles: CCOC(=O)CC1=CC(=CC=C1)OC2=CC=CC=C2CN(C)C, s:  0.00473
smiles: CN(C)CC[C@H](C1=CC=CC=C1)OC(=O)C(C2=CC=CC=C2)O, s:  0.00469
smiles: CCOC(=O)C1=CC=C(C=C1)CC(C2=CC(=CC=C2)O)N(C)C, s:  0.00458
smiles: CN(C)CCCOC(C1=CC=CC=C1)C2=CC=C(C=C2)C(=O)O, s:  0.00457
smiles: CCNCC1=C(C=CC=C1C2=CC=CC=C2OC)CC(=O)OC, s:  0.00454
node ID: 3986, ground truth SMILE: CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl
top 20 test cadidates: 
smiles: CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl, s:  0.05766
smiles: CN(C)C(=O)NC1=CC(=CC(=C1)Cl)Cl, s:  0.03648
smiles: CN(C)C(=O)NC1=C(C=CC=C1Cl)Cl, s:  0.01977
smiles: CC(C(=O)N)NC1=CC(=C(C=C1)Cl)Cl, s:  0.01702
smiles: CN(C)C(=O)NC1=C(C=CC(=C1)Cl)Cl, s:  0.01356
smiles: CN(C)C(=O)NC1=C(C(=CC=C1)Cl)Cl, s:  0.01356
smiles: CN(C)C(=O)NC1=C(C=C(C=C1)Cl)Cl, s:  0.01356
smiles: CN(C)C(=O)N(C1=CC=C(C=C1)Cl)Cl, s:  0.01280
smiles: CCNC(=O)NC1=CC(=C(C=C1)Cl)Cl, s:  0.01242
smiles: CC(C(=O)N)NC1=CC(=CC(=C1)Cl)Cl, s:  0.01112
smiles: CN(C)C(=O)N(C1=CC=CC=C1Cl)Cl, s:  0.01112
smiles: CC(C(=O)N)NC1=C(C=CC=C1Cl)Cl, s:  0.01042
smiles: CNC(=O)CNC1=CC(=C(C=C1)Cl)Cl, s:  0.00921
smiles: CC(C(=O)N)NC1=C(C=C(C=C1)Cl)Cl, s:  0.00870
smiles: CC(C(=O)N)NC1=C(C(=CC=C1)Cl)Cl, s:  0.00870
smiles: CC(C(=O)N)NC1=C(C=CC(=C1)Cl)Cl, s:  0.00870
smiles: CCNC(=O)NC1=CC(=CC(=C1)Cl)Cl, s:  0.00815
smiles: CN(C)C(=O)C1=C(C(=C(C=C1)Cl)N)Cl, s:  0.00801
smiles: CCNC(=O)NC1=C(C=CC=C1Cl)Cl, s:  0.00770
smiles: CCC(=O)NC1=CC(=C(C(=C1)Cl)N)Cl, s:  0.00770
node ID: 4656, ground truth SMILE: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C
top 20 test cadidates: 
smiles: CCN1C(=C(C(=O)N1C2=CC=CC=C2)NC=O)C, s:  0.01930
smiles: CCN1C(=O)C(=C(N1C2=CC=CC=C2)C)NC=O, s:  0.01488
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C, s:  0.01331
smiles: CCC1=C(C(=O)N(N1C2=CC=CC=C2)C)NC=O, s:  0.00984
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C=O, s:  0.00347
smiles: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)CC(=O)N, s:  0.00311
smiles: CC1=C(C(=O)N(N1C2=CC=CC=C2)C)NC(=O)C, s:  0.00283
smiles: CN1C(=C(C(=O)N1C2=CC=CC=C2)N(C)C)C=O, s:  0.00116
smiles: CC1=CC(=CC=C1)N2C(=O)C(=C(N2C)C)C(=O)N, s:  0.00106
smiles: CCN1C(=C(C(=O)N1C2=CC=CC=C2)C(=O)N)C, s:  0.00071
smiles: CC1=CC=CC=C1N2C(=O)C(=C(N2C)C)C(=O)N, s:  0.00069
smiles: CCCN1C(=C(C(=O)N1C2=CC=CC=C2)N=O)C, s:  0.00067
smiles: CC1=C(C=NN1C)COC2=CC=CC=C2NC=O, s:  0.00053
smiles: CC1=C(C(=O)N(N1C)NC(=O)C)C2=CC=CC=C2, s:  0.00051
smiles: CC1=NN(C=C1COC2=CC=CC=C2NC=O)C, s:  0.00051
smiles: CC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NCCO, s:  0.00050
smiles: CN1C(=O)C(=CC(=O)N1C2=CC=CC=C2)N(C)C, s:  0.00050
smiles: CC1CC(=O)N(N=C1C2=CC(=CC=C2)NC=O)C, s:  0.00049
smiles: CC1CC(=O)N(N=C1C2=CC=C(C=C2)NC=O)C, s:  0.00047
smiles: CC1=C(C(=O)NC(=O)N1C2=CC=CC=C2)N(C)C, s:  0.00045
node ID: 8015, ground truth SMILE: C(CCOCCCCOCCCCOCCCCO)CO
top 20 test cadidates: 
smiles: C(CCOCCCCOCCCCOCCCCO)CO, s:  0.89460
smiles: C(CCCCOOOCCCCCCCCO)CCCO, s:  0.01580
smiles: CCCCOCCCOCCCOCCCOCCCO, s:  0.01087
smiles: C(CCOCCCCC(CCCO)O)CC(CCCO)O, s:  0.00804
smiles: CCCCCOCC(COCCCCO)OCCCCO, s:  0.00486
smiles: CCCCCCCCOCCOCCOCCOCCO, s:  0.00417
smiles: CCOCCOCCCCOCCCCOCCOCC, s:  0.00378
smiles: COCCCOCCCCOCCCCOCCCOC, s:  0.00378
smiles: CCCCCOCCOCCOCCOCCOCCC, s:  0.00261
smiles: C(CCCOCCCCCCC(CO)O)CCC(CO)O, s:  0.00197
smiles: CCCCCCOCCOCCOCCOCCOCC, s:  0.00178
smiles: CCCCOCCOCCOCCOCCOCCCC, s:  0.00165
smiles: C(CCC(CCO)OC(CCCCCO)CCO)CCO, s:  0.00158
smiles: CCCCOCCOCCOCCOCCCCC(C)O, s:  0.00158
smiles: CC(CO)C(CCCCOCCCCC(C(C)CO)O)O, s:  0.00149
smiles: CCCOCCCC(CC(CO)O)C(CCCCCO)O, s:  0.00134
smiles: CCCCCCOOCCOCCOCCOCCCC, s:  0.00134
smiles: CCCCOCC(COCC)(COCC)COCCCO, s:  0.00124
smiles: CCCCCCOCC(O)OCCOCCOCCCC, s:  0.00098
smiles: CCCCOCCOCCOCCOCCCC(CC)O, s:  0.00097
node ID: 5053, ground truth SMILE: CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
top 20 test cadidates: 
smiles: CC1=C(OC(=N1)S(=O)(=O)C2=CC=C(C=C2)N)N, s:  0.06939
smiles: CC(=O)C(C#N)(N)S(=O)(=O)C1=CC=C(C=C1)N, s:  0.02469
smiles: C1=CC(=CC=C1N)S(=O)(=O)CC(=O)NCC#N, s:  0.01989
smiles: CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.01775
smiles: CC1=COC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.01775
smiles: CC1=CN=C(O1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.01596
smiles: CC1=NOC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.01596
smiles: CC1=C(C=NO1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.01596
smiles: CC1=NC=C(O1)NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.01596
smiles: C1=CC(=CC=C1N)S(=O)(=O)NCC2=NOC=C2, s:  0.01596
smiles: CC(=O)C(C#N)NS(=O)(=O)C1=CC=C(C=C1)N, s:  0.01596
smiles: C1=CC(=CC=C1N)S(=O)(=O)NCC2=CC=NO2, s:  0.01596
smiles: CC1=CON=C1NS(=O)(=O)C2=CC=C(C=C2)N, s:  0.01596
smiles: C#CCNC(=O)NC1=CC=C(C=C1)S(=O)(=O)N, s:  0.00621
smiles: CC(C#N)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N, s:  0.00617
smiles: CC1=CC(=O)N(N1)C2=CC=C(C=C2)S(=O)(=O)N, s:  0.00572
smiles: CC1=CC(=NO1)NC2=CC=C(C=C2)S(=O)(=O)N, s:  0.00566
smiles: C1=CC(=CC=C1NCC2=CC=NO2)S(=O)(=O)N, s:  0.00533
smiles: C1=CC(=CC=C1NCC2=NOC=C2)S(=O)(=O)N, s:  0.00533
smiles: CC1=NN(CC1=O)C2=CC=C(C=C2)S(=O)(=O)N, s:  0.00532
node ID: 5678, ground truth SMILE: CNC1=C2C(=NC=N1)N(C=N2)C3CC(C(O3)CO)O
top 20 test cadidates: 
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3CC([C@H](O3)CO)O)N, s:  0.03381
smiles: CC1=NC(=C2C(=N1)N(C=N2)C3CC(C(O3)CO)O)N, s:  0.03381
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O)N, s:  0.03381
smiles: CC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O)N, s:  0.03381
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@@H](O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H](C(O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)C3C[C@H](C(O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)C3CC(C(O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@@H]3C[C@H]([C@@H](O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@@H]3C[C@@H]([C@@H](O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3CC([C@H](O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O, s:  0.03166
smiles: CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@H]([C@@H](O3)CO)O, s:  0.03166
smiles: CC1=C2C(=NC(=N1)N)N(C=N2)[C@H]3C[C@H]([C@H](O3)CO)O, s:  0.01783
smiles: CC1=NC2=C(N=CN=C2N1[C@H]3C[C@H]([C@H](O3)CO)O)N, s:  0.01721
smiles: CC1=NC2=C(N=CN=C2N1[C@H]3C[C@@H]([C@H](O3)CO)O)N, s:  0.01721
smiles: CC1=NC2=C(N=CN=C2N1C3CC(C(O3)CO)O)N, s:  0.01721
smiles: CC1=NC2=C(N=CN=C2N1[C@H]3CC([C@H](O3)CO)O)N, s:  0.01721
smiles: C1C(OC(C1O)CO)CN2C=NC3=C(N=CN=C32)N, s:  0.01699
node ID: 6561, ground truth SMILE: COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O
top 20 test cadidates: 
smiles: C1[C@@H]([C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.10914
smiles: C1[C@H]([C@H]([C@@H](O[C@@H]1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.10914
smiles: C1C(C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O)O, s:  0.10914
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)CO)O)N, s:  0.02019
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@H](C(C(O3)CO)CO)O)N, s:  0.02019
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)CO)CO)O)N, s:  0.02019
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](C([C@H](O3)CO)CO)O)N, s:  0.02019
smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)CO)O)N, s:  0.02019
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)CO)N, s:  0.01720
smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)CO)N, s:  0.01720
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H](C([C@H](O3)CCO)O)O)N, s:  0.01067
smiles: C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CCO)O)O)N, s:  0.01067
smiles: C1=NC(=C2C(=N1)N(C=N2)C3[C@@H]([C@@H](C(O3)CCO)O)O)N, s:  0.01067
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@H](O3)CCO)O)O)N, s:  0.01067
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CCO)O)O)N, s:  0.01067
smiles: C1C(C(OC(C1N2C=NC3=C(N=CN=C32)N)O)O)CO, s:  0.00868
smiles: C1[C@@H](OC(C(C1O)O)N2C=NC3=C(N=CN=C32)N)CO, s:  0.00743
smiles: C1C(OC(C(C1O)O)N2C=NC3=C(N=CN=C32)N)CO, s:  0.00743
smiles: C1[C@H](OC(C(C1O)O)N2C=NC3=C(N=CN=C32)N)CO, s:  0.00743
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](O[C@H]([C@@H]3O)CO)CO)N, s:  0.00656
node ID: 9925, ground truth SMILE: CCCCCCCCCCCCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCCCCCCCC(=O)N, s:  0.78525
smiles: CCC(CC)CCCCCCCCCCCCCCCCC(=O)N, s:  0.00799
smiles: CC(C)CCCCCCCCCCCCCCCCCCC(=O)N, s:  0.00757
smiles: CCCCCCCCCCCCCCCCCCCCC(=O)NC, s:  0.00757
smiles: CCCCCCCCCCCCCCCCCCCC(=O)N(C)C, s:  0.00757
smiles: CCCCCCCCCCCCCCCCCCCC(=O)NCC, s:  0.00603
smiles: CCCCCCCCCCCCCCCCCCC(C)(C)C(=O)N, s:  0.00530
smiles: CCCCCCCCCCCCCCCCCCC(C)CC(=O)N, s:  0.00522
smiles: CCCCCCCCCCCCCCCCCCCC(C)C(=O)N, s:  0.00489
smiles: CCCCCCCCCCCCCCCCCC(=O)N(CC)CC, s:  0.00423
smiles: CCCCCCCCCCCCCCCCCCCC/C(=C/N)/O, s:  0.00396
smiles: CCCCCCCCCCCCCCCCCCC(=O)NC(C)C, s:  0.00356
smiles: CCCCCCCCCCCCCCCCCC(=O)NCCCC, s:  0.00353
smiles: CCCCCCCCCCCCCCCCCCC(CC)C(=O)N, s:  0.00353
smiles: CCCCCCCCCCCCCCCCCC(=O)C(CC)CN, s:  0.00336
smiles: CCCCCCCCCCCCCCCCC(=O)C(CCCC)N, s:  0.00303
