node ID: 1323, ground truth SMILE: C1=CC(=CC=C1C=O)O
smiles: CCCCC(CC)CC(CCC)CNCCC, s:  0.00148
smiles: CCCCC(CC)CCC(C)CNCC(C)C, s:  0.00148
node ID: 4532, ground truth SMILE: CCCCCCCCCCCCCCN
top 20 test cadidates: 
smiles: CCCCC(CC)CCCCCCCN, s:  0.00163
smiles: CCCCCCCC(CC)CCCCN, s:  0.00159
smiles: CCCCCCC(CCCC)CCCN, s:  0.00137
smiles: CCCCC(CCC)CCCCCCN, s:  0.00128
smiles: CCCCCC(CCCCC)CCCN, s:  0.00126
smiles: CCCCCCNCC(CC)CCCC, s:  0.00124
smiles: CCCCCCCCCCCCCCN, s:  0.00124
smiles: CCCCCCCCC(CC)CNCC, s:  0.00123
smiles: CCCCC(CC)CNCC(CC)CC, s:  0.00122
smiles: CCCCCCC(CC)CNCC(C)C, s:  0.00121
smiles: CCCCCCCC(CC)CNCCC, s:  0.00119
smiles: CCCCCCCCCCC(CC)CN, s:  0.00118
smiles: CCCCCCC(CCCCC)CCN, s:  0.00116
smiles: CCCCCC(CC)CNCCCCC, s:  0.00116
smiles: CCCCCCCCC(C)CCCCN, s:  0.00115
smiles: CCCCCCCC(CCC)CCCN, s:  0.00115
smiles: CCCCC(CC)CNCC(C)CCC, s:  0.00113
smiles: CCCCC(CC)CNCC(C)C(C)C, s:  0.00113
smiles: CCCCC(CC)CNC[C@@H](C)C(C)C, s:  0.00113
smiles: CCCCCCCCC(CCCC)CN, s:  0.00113
node ID: 6385, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.00137
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.00122
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00112
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00111
smiles: CCCCCCC(C)(CCCCC)CCC(=O)N, s:  0.00107
smiles: CCCCCCC(C)(CCCC)CCCC(=O)N, s:  0.00106
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00105
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00104
smiles: CCCCCCCCCC(=O)CCCCCCN, s:  0.00099
smiles: CCCCCCCCCCC(=O)CCCCCN, s:  0.00099
smiles: CCCCCCCCCCCC(=O)CCCCN, s:  0.00098
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00097
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00097
smiles: CCCCCC(C)(C)CC(C)(C)CCCC(=O)N, s:  0.00091
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00091
smiles: CCC(CC)CCCCCCCCCCC(=O)N, s:  0.00091
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00091
smiles: CCCCCCCCCCCCCC(=O)N(C)C, s:  0.00086
smiles: CC(C)CCCCCCCCCCCCC(=O)N, s:  0.00086
smiles: CCCCCCCCCCCCCCC(=O)NC, s:  0.00086
node ID: 5443, ground truth SMILE: CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O
top 20 test cadidates: 
smiles: CCCC(CCC)CC1=CC2=C(C=C1)OCO2, s:  0.00012
smiles: CC(C)C(CC1=CC2=C(C=C1)OCO2)C(C)C, s:  0.00012
smiles: CCCCCCCCC1=CC2=C(C=C1)OCO2, s:  0.00012
smiles: CCCC(C)CCCC1=CC2=C(C=C1)OCO2, s:  0.00012
smiles: CC(C)CC(C1=CC2=C(C=C1)OCO2)C(C)C, s:  0.00011
smiles: C[C@@H](CCC(C)C)CC1=CC2=C(C=C1)OCO2, s:  0.00011
smiles: CCCC(CC)C1=CC2=C(C=C1)OCCCO2, s:  0.00011
smiles: CCCC(C)(C)CCC1=CC2=C(C=C1)OCO2, s:  0.00011
smiles: CC(C)[C@@H](C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00011
smiles: CC(C)(C)CC(C)(C)C1=CC2=C(C=C1)OCO2, s:  0.00011
smiles: CC(C)C(C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00011
smiles: CCC(CC)C(C(=O)C1=CC(=C(C=C1)C)C)O, s:  0.00011
smiles: CC(C1=CC2=C(C=C1)OCO2)C(C)C(C)(C)C, s:  0.00011
smiles: CC(C)(C)CCCCC1=CC2=C(C=C1)OCO2, s:  0.00011
smiles: CCC(C)C(=O)C1=CC(=C(C=C1)C(C)C)OC, s:  0.00010
smiles: CCC(C)CCCC1=CC2=C(C=C1)OCCO2, s:  0.00010
smiles: CCC(C)C(=O)C1=CC=C(C=C1)OC(C)CC, s:  0.00010
smiles: CCCC(CCC)C(=O)C1=CC(=C(C=C1)O)C, s:  0.00010
smiles: CCCC(C)(C)CC1=CC2=C(C=C1)OCCO2, s:  0.00010
smiles: CCCCCC1=CC2=C(C=C1CCC)OCO2, s:  0.00010
node ID: 7385, ground truth SMILE: C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3
top 20 test cadidates: 
smiles: CCCCOC(=O)C1=CC=C(C=C1)NC2=NN=NS2, s:  0.00013
smiles: CCCCOC(=O)SC1=NN=NN1C2=CC=CC=C2, s:  0.00013
smiles: CCCCCCCCCCCOC(=O)Br, s:  0.00013
smiles: CCCCOC1=CC=CC=C1C(=O)NC2=NN=NS2, s:  0.00013
smiles: CCCCOC(=O)CCCCCCCBr, s:  0.00013
smiles: CCCCCCCCOC(=O)C(C)(C)Br, s:  0.00013
smiles: CCCCCCC(C(=O)OCCCC)Br, s:  0.00012
smiles: CCCCCCCCCCOC(=O)CBr, s:  0.00012
smiles: CCCCC(CCBr)C(=O)OCCCC, s:  0.00012
smiles: CCCCCCCCCOC(=O)C(C)Br, s:  0.00012
smiles: CCCCCCCCCOC(=O)CCBr, s:  0.00012
smiles: CCCCCCCCOC(=O)CCCBr, s:  0.00012
smiles: CCCCCCCCOC(=O)C(CC)Br, s:  0.00012
smiles: CCCCCCCOC(=O)CCCCBr, s:  0.00011
smiles: CCCCCCCOC(=O)C(CCC)Br, s:  0.00011
smiles: CCCCCCOC(=O)CCCCCBr, s:  0.00011
smiles: CCCCCCOC(=O)C(CCCC)Br, s:  0.00011
smiles: CCCCCCOC(=O)[C@@H](CCCC)Br, s:  0.00011
smiles: CCCCCCCCOC(=O)C(C)CBr, s:  0.00011
smiles: CCCCOC(=O)CCCCC(CC)Br, s:  0.00011
node ID: 7393, ground truth SMILE: CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
top 20 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC, s:  0.00037
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)C, s:  0.00037
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCC, s:  0.00034
smiles: CCCC[C@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00033
smiles: CCCC[C@@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00033
smiles: CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00033
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)CC, s:  0.00033
smiles: CCC(CC)CCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00033
smiles: CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00032
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)C, s:  0.00031
smiles: CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00031
smiles: CCCCC(C)COC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00031
smiles: CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00031
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)(C)C, s:  0.00031
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC[C@@H](C)CC, s:  0.00030
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)CC, s:  0.00030
smiles: CCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00030
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OCCC(C)C, s:  0.00029
smiles: CCCCCC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00028
smiles: CCCC(CC)CCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00028
node ID: 7432, ground truth SMILE: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3
top 20 test cadidates: 
smiles: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00041
smiles: C1C[C@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00041
smiles: C1C[C@@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00041
smiles: C1C[C@@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00041
smiles: CC(C)(C)C1=CC(=NN1)NS(=O)(=O)C2=CC=CC=C2, s:  0.00012
smiles: CC(C)(C)N1C=CC(=N1)NS(=O)(=O)C2=CC=CC=C2, s:  0.00011
smiles: CCN1C(=C(C(=N1)C)NS(=O)(=O)C2=CC=CC=C2)C, s:  0.00011
smiles: CC(C)(C)N1C=C(C=N1)NS(=O)(=O)C2=CC=CC=C2, s:  0.00011
smiles: C1CN2CCC1/C(=N\NS(=O)(=O)C3=CC=CC=C3)/C2, s:  0.00010
smiles: CC1=C(C=NN1C(C)C)NS(=O)(=O)C2=CC=CC=C2, s:  0.00010
smiles: CC1=NN(C=C1NS(=O)(=O)C2=CC=CC=C2)C(C)C, s:  0.00010
smiles: C1CN(CCC1NS(=O)(=O)C2=CC=CC=C2)CC#N, s:  0.00010
smiles: CC1=CC=NN1CCCNS(=O)(=O)C2=CC=CC=C2, s:  0.00009
smiles: CC1=C(C(=NN1)C)CCNS(=O)(=O)C2=CC=CC=C2, s:  0.00009
smiles: C1CCC(CC1)NS(=O)(=O)C2=NC3=CC=CC=C3N2, s:  0.00009
node ID: 7559, ground truth SMILE: CCCCCCCCC=CCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCC/C=C/CCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCCCC=CCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCCC/C=C\CCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCC/C=C\CCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCC=CCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCC/C=C\CCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCC/C=C/CCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCC/C=C/CCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCC/C=C\CCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCC=CCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCC=CCCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCC/C=C/CCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCC/C=C\CCCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCC=CCCCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCC/C=C/CCCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCC/C=C/CCCCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCC=CCCCCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCC/C=C\CCCCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCCCCC=CCCCC(=O)N, s:  0.00188
smiles: CCCC/C=C/CCCCCCCCCCCC(=O)N, s:  0.00188
node ID: 6386, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.00053
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00051
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00051
smiles: CCCCCCC(C)(CCCCC)CCC(=O)N, s:  0.00050
smiles: CCCCCCC(C)(CCCC)CCCC(=O)N, s:  0.00050
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00050
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00049
smiles: CCCCCCCCCC(=O)CCCCCCN, s:  0.00048
smiles: CCCCCCCCCCC(=O)CCCCCN, s:  0.00048
smiles: CCCCCCCCCCCC(=O)CCCCN, s:  0.00048
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00047
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00047
smiles: CCCCCC(C)(C)CC(C)(C)CCCC(=O)N, s:  0.00046
smiles: CCC(CC)CCCCCCCCCCC(=O)N, s:  0.00046
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00046
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00046
smiles: CCCCCCCCCCCCCC(=O)N(C)C, s:  0.00045
smiles: CCCCCCCC(CCCCCC)CC(=O)N, s:  0.00044
smiles: CC(C)CCCCCCCCCCCCC(=O)N, s:  0.00044
node ID: 8730, ground truth SMILE: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
top 20 test cadidates: 
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=CC=C2Cl)O, s:  0.00038
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.00036
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC(=CC=C2)Cl)O, s:  0.00034
smiles: CCCCC(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00032
smiles: CCCCC(CN1C=NC=N1)(COC)C2=CC=C(C=C2)Cl, s:  0.00025
smiles: CC(C)(C)[C@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00024
smiles: CC(C)(C)[C@@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00024
smiles: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00024
smiles: CC[C@@](CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00023
smiles: CCC(CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00023
smiles: CC(C)(C)[C@](CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00021
smiles: CC(C)(C)[C@@](CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00021
smiles: CC(C)(C)C(CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00021
smiles: CCC(C)C(C)C(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.00021
smiles: CC(C1=CC=C(C=C1)Cl)C(CN2C=NC=N2)(C(C)(C)C)O, s:  0.00020
smiles: CC(CC1=CC=C(C=C1)Cl)C(C(C)(C)CN2C=NC=N2)O, s:  0.00019
smiles: CCCCC(CCN1C=NC=N1)C2=C(C=C(C=C2)Cl)OC, s:  0.00019
smiles: CCCCC(CCN1C=NC=N1)C2=C(C=CC(=C2)Cl)OC, s:  0.00019
smiles: CCCCC(CC(CN1C=NC=N1)O)C2=CC=C(C=C2)Cl, s:  0.00019
smiles: CCC(CN1C=NC=N1)(C(C)(C)C(C2=CC=CC=C2)Cl)O, s:  0.00018
node ID: 9085, ground truth SMILE: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
top 20 test cadidates: 
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C4CO4)CCC5=CC(=O)CC[C@]35C, s:  0.00055
smiles: CC12CCC3C(C1CCC2CC=O)CCC4=CC(=O)CCC34C, s:  0.00054
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2CC=O)CCC4=CC(=O)CC[C@]34C, s:  0.00054
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CC[C@@H]2[C@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
node ID: 4903, ground truth SMILE: CCCCOC(=O)C1=CC=CC=C1C(=O)O
top 20 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00030
smiles: CCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00030
smiles: CC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00029
smiles: CC(COC(=O)C1=CC=CC=C1C(=O)C)O, s:  0.00029
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00028
smiles: CCCCOC(=O)C1=CC=CC=C1OC=O, s:  0.00025
smiles: CCOC(=O)C1=CC=CC=C1C(=O)COC, s:  0.00024
smiles: CC[C@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00024
smiles: CC[C@@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00024
smiles: CCC(C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00024
smiles: CC(C)COC(=O)C1=CC=CC=C1OC=O, s:  0.00024
smiles: CCC(=O)OC1=CC=CC=C1C(=O)OCC, s:  0.00024
smiles: CCOC(=O)C1=CC=CC=C1C(C)C(=O)O, s:  0.00023
smiles: CC(COC(=O)C1=CC=CC=C1C=O)OC, s:  0.00023
