node ID: 2740, ground truth SMILE: CC=CC=CC(=O)O
smiles: CC(=C)C1CC=C(C1)C(=O)C, s:  0.00069
smiles: CC1=CC(=O)C[C@@H](C1)C(=C)C, s:  0.00054
smiles: CC1=CC(=O)C[C@H](C1)C(=C)C, s:  0.00054
smiles: CC1=CC(=O)CC(C1)C(=C)C, s:  0.00054
smiles: CC1=CCC(CC1=C)C(=O)C, s:  0.00050
node ID: 5624, ground truth SMILE: CCC=CCC1=C(CCC1=O)C
top 10 test cadidates: 
smiles: CC1=CCCC(CC1=O)C(=C)C, s:  0.00079
smiles: CC1=CC[C@@H](CCC1=O)C(=C)C, s:  0.00077
smiles: CCC(=C)C1CC=C(C(=O)C1)C, s:  0.00074
smiles: C/C=C(\C)/[C@H]1CC=C(C(=O)C1)C, s:  0.00072
smiles: C/C=C(/C)\[C@H]1CC=C(C(=O)C1)C, s:  0.00072
smiles: C/C=C(\C)/[C@@H]1CC=C(C(=O)C1)C, s:  0.00072
smiles: CC=C(C)[C@H]1CC=C(C(=O)C1)C, s:  0.00072
smiles: CCC1=CC[C@H](CC1=O)C(=C)C, s:  0.00063
smiles: CCC1=CC[C@@H](CC1=O)C(=C)C, s:  0.00063
smiles: CCC1=CCC(CC1=O)C(=C)C, s:  0.00063
node ID: 4962, ground truth SMILE: CC(=CCCC(=CC=O)C)C
top 10 test cadidates: 
smiles: CC(=CCCC(=CC=O)C)C, s:  0.00972
smiles: CC(=CCC/C(=C\C=O)/C)C, s:  0.00972
smiles: CC(=CCC/C(=C/C=O)/C)C, s:  0.00972
smiles: CC/C=C/CC/C(=C/C=O)/C, s:  0.00187
smiles: CCC=CCCC(=CC=O)C, s:  0.00187
smiles: C/C=C(/C)\CC/C(=C\C=O)/C, s:  0.00172
smiles: C/C=C(/C)\CC/C(=C/C=O)/C, s:  0.00172
smiles: C/C=C(\C)/CC/C(=C\C=O)/C, s:  0.00172
smiles: C/C=C(\C)/CC/C(=C/C=O)/C, s:  0.00172
smiles: CC=C(C)CCC(=CC=O)C, s:  0.00172
node ID: 4959, ground truth SMILE: CC1(C2CCC1(C(=O)C2)C)C
top 10 test cadidates: 
smiles: CC(=CCCC(=CC=O)C)C, s:  0.00106
smiles: CC(=CCC/C(=C\C=O)/C)C, s:  0.00106
smiles: CC(=CCC/C(=C/C=O)/C)C, s:  0.00106
smiles: CC/C=C/CC/C(=C/C=O)/C, s:  0.00049
smiles: CCC=CCCC(=CC=O)C, s:  0.00049
smiles: C/C=C(/C)\CC/C(=C\C=O)/C, s:  0.00048
smiles: C/C=C(/C)\CC/C(=C/C=O)/C, s:  0.00048
smiles: C/C=C(\C)/CC/C(=C\C=O)/C, s:  0.00048
smiles: C/C=C(\C)/CC/C(=C/C=O)/C, s:  0.00048
smiles: CC=C(C)CCC(=CC=O)C, s:  0.00048
node ID: 6307, ground truth SMILE: CCCCOC(=O)C1=CC=CC=C1
top 10 test cadidates: 
smiles: C1=CC=C(C=C1)CCCCC(=O)O, s:  0.00057
smiles: C1=CC=C(C=C1)CCCC(=O)CO, s:  0.00046
smiles: CC1=CC=C(C=C1)CCCC(=O)O, s:  0.00041
smiles: COC(=O)CCCC1=CC=CC=C1, s:  0.00038
smiles: CC1=CC(=CC=C1)CCCC(=O)O, s:  0.00037
smiles: CC1=CC=CC=C1CCCC(=O)O, s:  0.00029
smiles: CC(=O)OCCCC1=CC=CC=C1, s:  0.00027
smiles: C1=CC=C(C=C1)CCC(=O)CCO, s:  0.00027
smiles: C=C(CCCC1=CC=CC=C1)OO, s:  0.00026
smiles: C1=CC=C(C=C1)CCCC(C=O)O, s:  0.00025
node ID: 5613, ground truth SMILE: CCC(C1=CC=CC=C1)C(=O)O
top 10 test cadidates: 
smiles: C1=CC=C(C=C1)CCCC(=O)O, s:  0.02203
smiles: C1=CC=C(C=C1)CCC(=O)CO, s:  0.00188
smiles: COC(=O)CCC1=CC=CC=C1, s:  0.00131
smiles: CC1=CC=C(C=C1)CCC(=O)O, s:  0.00100
smiles: CC1=CC(=CC=C1)CCC(=O)O, s:  0.00086
smiles: CC(=O)OCCC1=CC=CC=C1, s:  0.00083
smiles: C1=CC=C(C=C1)CCCOC=O, s:  0.00073
smiles: CC1=CC=CC=C1CCC(=O)O, s:  0.00073
smiles: C1=CC=C(C=C1)CCC(C=O)O, s:  0.00073
smiles: C1=CC=C(C=C1)CC[C@@H](C=O)O, s:  0.00073
node ID: 6417, ground truth SMILE: CC(=O)C1=CC(=C(C=C1)OC)OC
top 10 test cadidates: 
smiles: C(CCCO[P+](=O)O)CCN, s:  0.00025
smiles: [2H]/C/1=C(/C=C\C2=CC=CC=C2/C=C1)\C#N, s:  0.00024
smiles: [2H]C1=C(C=CC=C1)C([2H])([2H])C2=NCCS2, s:  0.00024
smiles: [2H]C([2H])([2H])OC1=CN=C(C2=CC=CC=C21)F, s:  0.00024
smiles: CC1=C(C=CC(=C1)O)C2OCCO2, s:  0.00023
smiles: C[N+](C)(C)CCOC(=O)CCl, s:  0.00023
smiles: C[N+](C)(C)CCCC(=O)OCl, s:  0.00023
smiles: CC(OC(=O)F)OOC(C)(C)C, s:  0.00023
smiles: CCC(=O)C1=CC=C(O1)C(=O)CC, s:  0.00023
smiles: C[C@@H](CCC(=O)OCCCl)[NH3+], s:  0.00023
node ID: 6501, ground truth SMILE: C1C2=C(C=C(C=C2)O)C3=CC=CC=C31
top 10 test cadidates: 
smiles: C1=CC=C(C=C1)C(=O)C2=CC=CC=C2, s:  0.00151
smiles: C1=CC=C(C=C1)[C](C2=CC=CC=C2)[O-], s:  0.00063
smiles: C1C=C=CC=C1C(=O)C2=CC=CC=C2, s:  0.00057
smiles: C1=CC=C(C=C1)C(=O)C=C2C=CC=C2, s:  0.00054
smiles: CC(C)(C)[P+](=O)C1=CC=CC=N1, s:  0.00053
smiles: CCC1=CC=CC=C1C(C(=O)O)F, s:  0.00053
smiles: C[C@H](CN(C)S(=O)(=O)NC)O, s:  0.00051
smiles: C[C@@H](CN(C)S(=O)(=O)NC)O, s:  0.00051
smiles: CC(CN(C)S(=O)(=O)NC)O, s:  0.00051
smiles: CC(C)C[N-]C1=CC=CC=C1Cl, s:  0.00051
node ID: 12625, ground truth SMILE: CCCCCCCCCCCCCN1CC(OC(C1)C)C
top 10 test cadidates: 
smiles: CCCCCCCCC=CCCCCCCC[N+](C)(C)[O-], s:  0.00252
smiles: CCCCCCCC[N+](CCCCCCCC)(CC=C)[O-], s:  0.00150
smiles: CCCCCCCCCCCC[N+](C)(C1CCCCC1)[O-], s:  0.00140
smiles: CCCCCCCCCCCCCCCC=C[N+](C)(C)[O-], s:  0.00117
smiles: CCCCN1CCC[N+]2(C1C(C(CCC2)N)N)CCCC, s:  0.00109
smiles: CC(C)C(=O)C(CC(C)(C)C)(CC(C)(C)C)N(C)C(C)C, s:  0.00106
smiles: CCCCCCC(=O)N(CCCCCC)CCCCCC, s:  0.00104
smiles: CCCCCC(=NC(C)C)C(CCCC)(CCCC)OC, s:  0.00104
smiles: CCCCC(CCCC)([C@H](CC(C)C)N1CCCCC1)O, s:  0.00103
smiles: CCCCCCCCCC(=O)C(CC)(CC)N(CC)CC, s:  0.00101
node ID: 8361, ground truth SMILE: CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C
top 10 test cadidates: 
smiles: C[C@@H]1CC(=O)C=C2[C@@]1(C[C@@H](CC2)C(=C)C)C, s:  0.00094
smiles: CC1CC(=O)C=C2C1(C[C@@H](CC2)C(=C)C)C, s:  0.00094
smiles: C[C@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C, s:  0.00094
smiles: C[C@H]1CC(=O)C=C2[C@@]1(C[C@H](CC2)C(=C)C)C, s:  0.00094
smiles: C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C, s:  0.00094
smiles: CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C, s:  0.00094
smiles: C[C@H]1CC(=O)C=C2[C@]1(C[C@H](CC2)C(=C)C)C, s:  0.00094
smiles: C[C@@H]1CC(=O)C=C2[C@]1(C[C@H](CC2)C(=C)C)C, s:  0.00094
smiles: C[C@H]1CC(=O)C=C2[C@@]1(C[C@@H](CC2)C(=C)C)C, s:  0.00094
smiles: C[C@@H]1CC(=O)C=C2C1(CC(CC2)C(=C)C)C, s:  0.00094
node ID: 11050, ground truth SMILE: C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O
top 10 test cadidates: 
smiles: C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O, s:  0.00173
smiles: C1=CC(=CC(=C1)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O, s:  0.00170
smiles: C1=CC=C(C(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O, s:  0.00150
smiles: C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O, s:  0.00143
smiles: C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)O, s:  0.00107
smiles: C1=CC=C(C=C1)OC2=CC(=O)C3=C(C=C(C=C3O2)O)O, s:  0.00107
smiles: C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O, s:  0.00099
smiles: C1=CC=C(C=C1)C2=C(C3=C(C=C(C=C3OC2=O)O)O)O, s:  0.00099
smiles: C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=CC(=C3O2)O)O)O, s:  0.00091
smiles: C1=CC(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O, s:  0.00082
node ID: 12815, ground truth SMILE: C1=CC=C(C=C1)CCOC2C(C(C(C(O2)CO)O)O)O
top 10 test cadidates: 
smiles: CC1=CC=C(C=C1)CO[C@@H]2C([C@H]([C@@H](C(O2)CO)O)O)O, s:  0.00010
smiles: CC1=CC=C(C=C1)COC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O, s:  0.00010
smiles: CC1=CC=C(C=C1)COC2C(C(C(C(O2)CO)O)O)O, s:  0.00010
smiles: CC1=CC=C(C=C1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O, s:  0.00010
smiles: CC(C1=CC=CC=C1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O, s:  0.00010
smiles: C[C@H](C1=CC=CC=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O, s:  0.00010
smiles: CC(C1=CC=CC=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O, s:  0.00010
smiles: CC(C1=CC=CC=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O, s:  0.00010
smiles: C[C@H](C1=CC=CC=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O, s:  0.00010
smiles: C[C@@H](C1=CC=CC=C1)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O, s:  0.00010
node ID: 11975, ground truth SMILE: COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O
top 10 test cadidates: 
smiles: COC1=CC(=C2C(=O)C[C@@H](OC2=C1)C3=CC=C(C=C3)O)O, s:  0.00071
smiles: COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O, s:  0.00071
smiles: COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC=C(C=C3)O)O, s:  0.00071
smiles: COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3O)O, s:  0.00063
smiles: COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=CC=CC=C3O)O, s:  0.00063
smiles: COC1=CC(=C2C(=O)C[C@@H](OC2=C1)C3=CC=CC=C3O)O, s:  0.00063
smiles: COC1=CC=C(C=C1)[C@H]2CC(=O)C3=C(C=C(C=C3O2)O)O, s:  0.00061
smiles: COC1=CC=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O, s:  0.00061
smiles: COC1=CC=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O, s:  0.00061
smiles: COC1=CC=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O, s:  0.00059
node ID: 14142, ground truth SMILE: CCCCCCCCCC[N+](C)(C)CCCCCCCCCC
top 10 test cadidates: 
smiles: CCCCCC[N+](CCCCC)(CCCCC)CCCCCC, s:  0.01450
smiles: CCCCCC[N+](CCCC)(CCCCCC)CCCCCC, s:  0.01447
smiles: CCCCCCCC(CCCCCCC)(CCCCCCC)[NH3+], s:  0.01425
smiles: CCCCCCC[N+](C)(CCCCCCC)CCCCCCC, s:  0.01416
smiles: CCCCCCC[N+](CCCC)(CCCC)CCCCCCC, s:  0.01413
smiles: CCCCCCC[N+](CCCCC)(CCCCC)CCCCC, s:  0.01411
smiles: CCCCCCC[N+](CCCC)(CCCCC)CCCCCC, s:  0.01399
smiles: CCCC(CC)C[N+](C)(CC(CC)CCC)CC(CC)CCC, s:  0.01388
smiles: CCCCCCCC[N+](CCC)(CCC)CCCCCCCC, s:  0.01371
smiles: CCCCCCCC[N+](C)(CCCCC)CCCCCCCC, s:  0.01371
node ID: 18283, ground truth SMILE: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
top 10 test cadidates: 
