node ID: 1323, ground truth SMILE: C1=CC(=CC=C1C=O)O
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00104
smiles: CCCCCCCCCCC(=O)CCCCCN, s:  0.00099
smiles: CCCCCCCCCC(=O)CCCCCCN, s:  0.00099
node ID: 5443, ground truth SMILE: CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O
top 10 test cadidates: 
smiles: CCCC(CCC)CC1=CC2=C(C=C1)OCO2, s:  0.00012
smiles: CC(C)C(CC1=CC2=C(C=C1)OCO2)C(C)C, s:  0.00012
smiles: CCCCCCCCC1=CC2=C(C=C1)OCO2, s:  0.00012
smiles: CCCC(C)CCCC1=CC2=C(C=C1)OCO2, s:  0.00012
smiles: CC(C)CC(C1=CC2=C(C=C1)OCO2)C(C)C, s:  0.00011
smiles: C[C@@H](CCC(C)C)CC1=CC2=C(C=C1)OCO2, s:  0.00011
smiles: CCCC(CC)C1=CC2=C(C=C1)OCCCO2, s:  0.00011
smiles: CCCC(C)(C)CCC1=CC2=C(C=C1)OCO2, s:  0.00011
smiles: CC(C)C(C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00011
smiles: CC(C)[C@@H](C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00011
node ID: 7385, ground truth SMILE: C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3
top 10 test cadidates: 
smiles: CCCCOC(=O)C1=CC=C(C=C1)NC2=NN=NS2, s:  0.00013
smiles: CCCCOC(=O)SC1=NN=NN1C2=CC=CC=C2, s:  0.00013
smiles: CCCCCCCCCCCOC(=O)Br, s:  0.00013
smiles: CCCCOC1=CC=CC=C1C(=O)NC2=NN=NS2, s:  0.00013
smiles: CCCCOC(=O)CCCCCCCBr, s:  0.00013
smiles: CCCCCCCCOC(=O)C(C)(C)Br, s:  0.00013
smiles: CCCCCCC(C(=O)OCCCC)Br, s:  0.00012
smiles: CCCCCCCCCCOC(=O)CBr, s:  0.00012
smiles: CCCCC(CCBr)C(=O)OCCCC, s:  0.00012
smiles: CCCCCCCCCOC(=O)C(C)Br, s:  0.00012
node ID: 7393, ground truth SMILE: CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
top 10 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC, s:  0.00037
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)C, s:  0.00037
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCC, s:  0.00034
smiles: CCCC[C@@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00033
smiles: CCCC[C@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00033
smiles: CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00033
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)CC, s:  0.00033
smiles: CCC(CC)CCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00033
smiles: CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00032
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)C, s:  0.00031
node ID: 7432, ground truth SMILE: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3
top 10 test cadidates: 
smiles: C1C[C@@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00095
smiles: C1C[C@@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00041
smiles: C1C[C@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00041
smiles: C1C[C@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00041
smiles: C1C[C@@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00041
smiles: CC(C)(C)C1=CC(=NN1)NS(=O)(=O)C2=CC=CC=C2, s:  0.00012
node ID: 7559, ground truth SMILE: CCCCCCCCC=CCCCCCCCC(=O)N
top 10 test cadidates: 
smiles: CCCCCCCCCCC/C=C/CCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCCCC=CCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCCC/C=C\CCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCC/C=C\CCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCC/C=C/CCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCC/C=C\CCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCC=CCCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCCC=CCCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCC/C=C/CCCCCCC(=O)N, s:  0.00214
smiles: CCCCCCCCC/C=C\CCCCCCC(=O)N, s:  0.00214
node ID: 6386, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 10 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.00053
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00051
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00051
smiles: CCCCCCC(C)(CCCCC)CCC(=O)N, s:  0.00050
smiles: CCCCCCC(C)(CCCC)CCCC(=O)N, s:  0.00050
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00050
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00049
smiles: CCCCCCCCCC(=O)CCCCCCN, s:  0.00048
smiles: CCCCCCCCCCC(=O)CCCCCN, s:  0.00048
node ID: 8730, ground truth SMILE: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
top 10 test cadidates: 
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=CC=C2Cl)O, s:  0.00038
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.00036
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC(=CC=C2)Cl)O, s:  0.00034
smiles: CCCCC(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00032
smiles: CCCCC(CN1C=NC=N1)(COC)C2=CC=C(C=C2)Cl, s:  0.00025
smiles: CC(C)(C)[C@@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00024
smiles: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00024
smiles: CC(C)(C)[C@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00024
smiles: CCC(CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00023
smiles: CC[C@@](CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00023
node ID: 9085, ground truth SMILE: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
top 10 test cadidates: 
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C4CO4)CCC5=CC(=O)CC[C@]35C, s:  0.00055
smiles: CC12CCC3C(C1CCC2CC=O)CCC4=CC(=O)CCC34C, s:  0.00054
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2CC=O)CCC4=CC(=O)CC[C@]34C, s:  0.00054
smiles: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CC[C@@H]2[C@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00053
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00053
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00053
node ID: 4903, ground truth SMILE: CCCCOC(=O)C1=CC=CC=C1C(=O)O
top 10 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00030
smiles: CCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00030
smiles: CC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00029
smiles: CC(COC(=O)C1=CC=CC=C1C(=O)C)O, s:  0.00029
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00028
smiles: CCCCOC(=O)C1=CC=CC=C1OC=O, s:  0.00025
smiles: CCOC(=O)C1=CC=CC=C1C(=O)COC, s:  0.00024
smiles: CC[C@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00024
smiles: CC[C@@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00024
smiles: CCC(C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00024
node ID: 13396, ground truth SMILE: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
top 10 test cadidates: 
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3[C@H](O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00222
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3C(O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.00222
smiles: CCC1=CC(=CC=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=CC(=C4)CC)[C@@H](CO)O, s:  0.00207
node ID: 13828, ground truth SMILE: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
top 10 test cadidates: 
smiles: C[C@H](CO)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)OC[C@@H](C)O, s:  0.00565
smiles: C[C@@H](COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)O, s:  0.00565
smiles: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O, s:  0.00565
smiles: C[C@H](COC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)O)O, s:  0.00491
smiles: CCO[C@H](C)COC(C)CO[C@@](C)(CO[C@@H](C)CO[C@H](C)CO[C@H](C)COC)O, s:  0.00257
smiles: CC(C(C)OCC(COC(C)C(C)O)(COC(C)C(C)O)COC(C)C(C)O)O, s:  0.00246
smiles: CC(COC(COC(C)C(C)O)(COC(C)C(C)O)OCC(C)C(C)O)C(C)O, s:  0.00239
smiles: CCCCCC(COCC(COCC(C)O)(COCC(C)O)COCC(C)O)O, s:  0.00239
smiles: CC(COC)OCC(COCC(C)OC)(COCC(C)OC)COC(C)COC, s:  0.00237
smiles: CC(C(C)O)C(C(COC(C)C(C)O)(COC(C)C(C)O)COC(C)C(C)O)O, s:  0.00236
node ID: 17543, ground truth SMILE: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO
top 10 test cadidates: 
smiles: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO, s:  0.03004
smiles: CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO, s:  0.01639
smiles: CC(C)(C)OCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO, s:  0.01316
smiles: CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC, s:  0.00950
smiles: CCCCCCCCCCCCCOCC(C)OCCOCCOCCOCCOCCOCCO, s:  0.00940
smiles: CC(C)(COCCOCCCCCCCCCCOCCOCCOCCO)OC(C)(C)C(C)(C)O, s:  0.00940
smiles: CCCCCCCCCCCCOCC(C)OCC(C)OCCOCCOCCOCCOCCO, s:  0.00884
smiles: C1=CC=C2C(=C1)N(C3=CC=CC=C3N2CCCCCCCCCCCO)CCCCCCCCCCCO, s:  0.00733
smiles: CCCCCCCC[N+](CCCCCCCC)(CCCCS(=O)(=O)O)CCOCCOCCCC, s:  0.00671
smiles: CC(C)OCCCOCC(COCCCOC(C)C)(COCCCOC(C)C)OCCCOC(C)C, s:  0.00665
