node ID: 1323, ground truth SMILE: C1=CC(=CC=C1C=O)O
smiles: C[C@@H](C(=O)N)NC1=CC=CC=C1, s:  0.00022
smiles: C[C@H](C1=CC=C(C=C1)N)C(=O)N, s:  0.00022
smiles: C[C@@H](C1=CC=C(C=C1)N)C(=O)N, s:  0.00022
smiles: CC(C1=CC=C(C=C1)N)C(=O)N, s:  0.00022
smiles: CN(C)C(=O)C1=CNC=CC=C1, s:  0.00022
smiles: CCN(C=O)NC1=CC=CC=C1, s:  0.00022
smiles: CC(C(=O)C1=CC=C(C=C1)N)N, s:  0.00022
smiles: CN(C)C(=O)C1=CC=CC=C1N, s:  0.00022
smiles: CCC(=O)NNC1=CC=CC=C1, s:  0.00022
smiles: CC(=O)CNNC1=CC=CC=C1, s:  0.00022
smiles: CC(=O)C(C1=CC=C(C=C1)N)N, s:  0.00022
node ID: 2673, ground truth SMILE: CC(=NCCC1=CC=NC=C1)N
top 20 test cadidates: 
smiles: CCN(C1=CC=CC=C1)C(=N)N, s:  0.00024
smiles: CCC(=N)N(C1=CC=CC=C1)N, s:  0.00024
smiles: CN(CC(=N)N)C1=CC=CC=C1, s:  0.00024
smiles: CN(C)C1=CC=CC(=C1)C(=N)N, s:  0.00023
smiles: C/C(=C/N(C1=CC=CC=C1)N)/N, s:  0.00023
smiles: CN(CC1=CC=CC=C1)C(=N)N, s:  0.00023
smiles: CN(C)N=C(C1=CC=CC=C1)N, s:  0.00023
smiles: CN(C)/N=C(/C1=CC=CC=C1)\N, s:  0.00023
smiles: CN(C)/N=C(\C1=CC=CC=C1)/N, s:  0.00023
smiles: CN(C)C1=CC=CC=C1C(=N)N, s:  0.00023
smiles: CN(C)C(=N)C1=CC=CC=C1N, s:  0.00023
smiles: C/C(=C/N)/N(C1=CC=CC=C1)N, s:  0.00023
smiles: CN(C)C(=NC1=CC=CC=C1)N, s:  0.00023
smiles: CN(C)C1=CC=C(C=C1)C(=N)N, s:  0.00023
smiles: CN=C(N)N(C)C1=CC=CC=C1, s:  0.00023
smiles: CN(CN)C(=N)C1=CC=CC=C1, s:  0.00023
smiles: CC1=CC(=CC=C1)N(C)C(=N)N, s:  0.00023
smiles: CC(C1=CC=CC=C1)(C(=N)N)N, s:  0.00023
smiles: CCN/N=C(\C1=CC=CC=C1)/N, s:  0.00023
smiles: CCNN=C(C1=CC=CC=C1)N, s:  0.00023
node ID: 1766, ground truth SMILE: C1=CC(=CC(=C1)N)C(=O)N
top 20 test cadidates: 
smiles: C1=CC=C(C=C1)NC(=O)N, s:  0.00055
smiles: C1=CC=C(C(=C1)C(=O)N)N, s:  0.00054
smiles: C1=CC=C(C=C1)N(C=O)N, s:  0.00054
smiles: CC1=NC(=CC=C1)C(=O)N, s:  0.00053
smiles: C1=CC=NC(=C1)CC(=O)N, s:  0.00053
smiles: CN(C1=CC=CC=C1)N=O, s:  0.00053
smiles: C1=CC=C(C=C1)N(C=N)O, s:  0.00053
smiles: C1=CC=C(C=C1)NNC=O, s:  0.00053
smiles: C1=CC(=CC(=C1)N)C(=O)N, s:  0.00053
smiles: C1=CC(=CC=C1C(=O)N)N, s:  0.00053
smiles: CC1=C(C=CC=N1)C(=O)N, s:  0.00053
smiles: CC1=C(N=CC=C1)C(=O)N, s:  0.00053
smiles: C1=CC=C(C(=C1)CN=O)N, s:  0.00053
smiles: C1=CC(=CN=C1)CC(=O)N, s:  0.00053
smiles: C1=CNC(=C1)/C=C/C(=O)N, s:  0.00053
smiles: C1=CNC(=C1)C=CC(=O)N, s:  0.00053
smiles: C=C(C1=CC=CN1)C(=O)N, s:  0.00053
smiles: C1=CN=CC=C1CC(=O)N, s:  0.00053
smiles: C1=CC=C(C(=C1)/C=N\O)N, s:  0.00053
smiles: C1=CC=C(C(=C1)C=NO)N, s:  0.00053
node ID: 5758, ground truth SMILE: CCCCC(CC)CNCC(CC)CCCC
top 20 test cadidates: 
smiles: CCCC[C@@H](CC)CNC[C@H](CC)CCCC, s:  0.00099
smiles: CCCC[C@H](CC)CNC[C@@H](CC)CCCC, s:  0.00099
smiles: CCCC[C@@H](CC)CNC[C@@H](CC)CCCC, s:  0.00099
smiles: CCCCC(CC)CNCC(CC)CCCC, s:  0.00099
smiles: CCCC[C@@H](CC)CNCC(CC)CCCC, s:  0.00099
smiles: CCCCC(CC)CNCC(C(C)C)C(C)C, s:  0.00093
smiles: CCCCCC(C)CNCC(CC)CCCC, s:  0.00092
smiles: CCCCC(CC)CCC(CC)CNCCC, s:  0.00092
smiles: CCCCCCCCNCC(CC)CCCC, s:  0.00092
smiles: CCCCCCCCC(CC)CNCC(C)C, s:  0.00091
smiles: CCCCCCCCCCC(CC)CNCC, s:  0.00091
smiles: CCCCC(CC)CC(CC)CNCC(C)C, s:  0.00091
smiles: CCCCCCCCCC(CC)CNCCC, s:  0.00090
smiles: CCCCCC(CCC)CNCC(CC)CC, s:  0.00090
smiles: CCCCCCC(CC)CNCCCCCC, s:  0.00089
smiles: CCCCC(CC)CNCCCCCC(C)C, s:  0.00089
smiles: CCCCC(CC)CCC(C)CNCC(C)C, s:  0.00089
smiles: CCCCC(CC)CNCCC(C)CC(C)C, s:  0.00089
smiles: CCCCC(CC)CNC(CCC)CCCC, s:  0.00089
smiles: CCCCC(CC)CC(CCC)CNCCC, s:  0.00089
node ID: 4532, ground truth SMILE: CCCCCCCCCCCCCCN
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCN, s:  0.00069
smiles: CCCCC(CC)CNCC(CC)CC, s:  0.00069
smiles: CCCCCCCC(CC)CCCCN, s:  0.00066
smiles: CCCCCCNCC(CC)CCCC, s:  0.00066
smiles: CCCCCCC(CC)CNCC(C)C, s:  0.00065
smiles: CCCCCCCCC(CC)CNCC, s:  0.00065
smiles: CCCCCCC(CCCC)CCCN, s:  0.00065
smiles: CCCCC(CC)CNCC(C)CCC, s:  0.00065
smiles: CCCCC(CC)CNC[C@@H](C)C(C)C, s:  0.00065
smiles: CCCCC(CC)CNCC(C)C(C)C, s:  0.00065
smiles: CCCCCCCC(CC)CNCCC, s:  0.00064
smiles: CCCCC(CC)CCCCCCCN, s:  0.00064
smiles: CCCCCCCCC(C)CCCCN, s:  0.00064
smiles: CCCCCCC(CCCCC)CCN, s:  0.00063
smiles: CCCCCCCCCCC(CC)CN, s:  0.00063
smiles: CCCCCCCC(CCC)CCCN, s:  0.00063
smiles: CCCCCC(CC)CNCCCCC, s:  0.00063
smiles: CCCCCCCCCC(CC)CNC, s:  0.00063
smiles: CCCCC(CC)CNCCC(C)CC, s:  0.00063
smiles: CCCCC(CC)CNCCCC(C)C, s:  0.00063
node ID: 6385, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.00039
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.00033
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00031
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00031
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00031
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00031
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00031
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00031
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00031
smiles: CCC(CC)CCCCCCCCCCC(=O)N, s:  0.00031
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00031
smiles: CCCCCCCCCCCCCCC(=O)NC, s:  0.00030
smiles: CC(C)CCCCCCCCCCCCC(=O)N, s:  0.00030
smiles: CCCCCCCCCCCCCC(=O)N(C)C, s:  0.00030
smiles: CCC(C)(C)CCCCCCCCCCC(=O)N, s:  0.00030
smiles: CCCCCCCCCCCCC(=O)C(CC)N, s:  0.00030
smiles: CCCCCCCCCCCCCC(=O)NCC, s:  0.00030
smiles: CCCCCCCCCCCCC(C)(C)C(=O)N, s:  0.00030
smiles: CCCCCCCCCCCCC(=O)CC(C)N, s:  0.00030
smiles: CCCCCCCCCCCCC(C)CC(=O)N, s:  0.00030
node ID: 5443, ground truth SMILE: CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O
top 20 test cadidates: 
smiles: CCCCCCCCC1=CC2=C(C=C1)OCO2, s:  0.00009
smiles: CC(C)CC(C1=CC2=C(C=C1)OCO2)C(C)C, s:  0.00009
smiles: C[C@@H](CCC(C)C)CC1=CC2=C(C=C1)OCO2, s:  0.00009
smiles: CC(C)(C)CC(C)(C)C1=CC2=C(C=C1)OCO2, s:  0.00009
smiles: CC(C)C(C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00009
smiles: CC(C)[C@@H](C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00009
smiles: CC(C1=CC2=C(C=C1)OCO2)C(C)C(C)(C)C, s:  0.00009
smiles: CC(C)(C)CCCCC1=CC2=C(C=C1)OCO2, s:  0.00009
smiles: CCC(C)C(=O)C1=CC(=C(C=C1)C(C)C)OC, s:  0.00009
smiles: CCC(C)CCCC1=CC2=C(C=C1)OCCO2, s:  0.00009
smiles: CCC(C)C(=O)C1=CC=C(C=C1)OC(C)CC, s:  0.00009
smiles: CCCCCC1=CC2=C(C=C1CCC)OCO2, s:  0.00009
smiles: CCCC(CCC)CC1=CC2=C(C=C1)OCO2, s:  0.00009
smiles: CCC(C)CCCC1=C(C2=C(C=C1)OCO2)C, s:  0.00009
smiles: CCCOC1=C(C=C(C=C1)C(=O)C(C)CC)C, s:  0.00009
smiles: CC(C)CC1=C(C=C(C=C1)C(=O)C(C)C)OC, s:  0.00009
smiles: CCCCCCC1=CC2=C(C=C1)OCCCO2, s:  0.00009
smiles: CC1=C(C=C(C=C1)C(=O)C(C)OCC(C)C)C, s:  0.00009
smiles: CC(C)C(CC1=CC2=C(C=C1)OCO2)C(C)C, s:  0.00009
smiles: CCC(C)C1=C2C(=C(C=C1)C(C)CC)OCO2, s:  0.00009
node ID: 7385, ground truth SMILE: C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3
top 20 test cadidates: 
smiles: CC(=O)CCCOC(=O)C1=CN(N=C1C(F)(F)F)C, s:  0.00009
smiles: COCCCOC1=C(C=CC(=N1)C(F)(F)F)C(=O)N, s:  0.00009
smiles: CCOC(=O)C1=CN=C(N=C1C(F)F)C2=CC=CC=C2, s:  0.00009
smiles: CCCCOC(=O)SC1=NN=NN1C2=CC=CC=C2, s:  0.00009
smiles: COCC(C(=O)NN)SC1=NC=NC2=CC=CC=C21, s:  0.00009
smiles: CCOCCOC1=C(C=CC(=N1)C(F)(F)F)C(=O)N, s:  0.00009
smiles: CCCOC(=O)C1=C(NC(=O)C(=C1)C(F)(F)F)NC, s:  0.00009
smiles: CCOC(=O)NC1=NN(C(=S)N1C2=CC=CC=C2)C, s:  0.00009
smiles: C[C@@H](C(=O)NCC1=NC2=CC=CC=C2S1)NC(=O)N, s:  0.00009
smiles: C[C@H](C(=O)NCC1=NC2=CC=CC=C2S1)NC(=O)N, s:  0.00009
smiles: CC(C(=O)NCC1=NC2=CC=CC=C2S1)NC(=O)N, s:  0.00009
smiles: CCOC(=O)N1C(=S)CN(C(=N1)C2=CC=CC=C2)N, s:  0.00009
smiles: CCOC(=O)NC1=NN(C(=NC2=CC=CC=C2)S1)C, s:  0.00009
smiles: COC(=O)CCN1C(=S)N(N=N1)CC2=CC=CC=C2, s:  0.00009
smiles: CN(CC1=NC2=CC=CC=C2S1)C(=O)CNC(=O)N, s:  0.00009
smiles: C/C(=N\NC(=O)N)/CCN1C2=CC=CC=C2SC1=O, s:  0.00009
smiles: C/C(=N/NC(=O)N)/CCN1C2=CC=CC=C2SC1=O, s:  0.00009
smiles: CC(=NNC(=O)N)CCN1C2=CC=CC=C2SC1=O, s:  0.00009
smiles: COC(=O)C(=[N+]=[N-])CNS1(C=NC2=CC=CC=C21)C, s:  0.00009
smiles: COCC(C(=O)N)NC1=NC(=NS1)C2=CC=CC=C2, s:  0.00009
node ID: 7393, ground truth SMILE: CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
top 20 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC, s:  0.00011
smiles: CCCC[C@@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00011
smiles: CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00011
smiles: CCCC[C@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00011
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCC, s:  0.00010
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)C, s:  0.00010
smiles: CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00010
smiles: CCC(CC)CCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00010
smiles: CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00010
smiles: CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00010
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)CC, s:  0.00010
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)(C)C, s:  0.00010
smiles: CCCCCC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00010
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OC(C)C, s:  0.00010
smiles: CCCC(CC)CCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00010
smiles: CCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00010
smiles: CCCCC(C)COC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00010
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)CC, s:  0.00010
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC[C@@H](C)CC, s:  0.00010
smiles: CCC(C)CCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00010
node ID: 7432, ground truth SMILE: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3
top 20 test cadidates: 
smiles: C1C[C@@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1C[C@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1C[C@@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1C[C@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1C[C@@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00008
smiles: C1C[C@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00008
smiles: C1C[C@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00008
smiles: C1C[C@@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00008
smiles: C1CC(C1)N(CCN)C2=NS(=O)(=O)C3=CC=CC=C32, s:  0.00007
smiles: CC(C)OC(=O)NCCSC1=CC=CC2=NC=CN21, s:  0.00007
smiles: CC1=C(C=NN1)NS(=O)(=O)C2=CC=CC(=C2)C(C)C, s:  0.00007
smiles: CC1=CC(=NN1)NS(=O)(=O)C2=CC=C(C=C2)C(C)C, s:  0.00007
smiles: CCNC(CSC1=NC2=CC=CC=C2N1)C(=O)OC, s:  0.00007
smiles: CC(C)OC(=O)NC(C)SC1=CC=CC2=NC=CN21, s:  0.00007
smiles: COCCNC(=O)CCNC1=NC2=CC=CC=C2S1, s:  0.00007
smiles: COCCCNC(=O)CSC1=NC2=CC=CC=C2N1, s:  0.00007
smiles: CCCC1=CC=C(C=C1)S(=O)(=O)NC2=NNC(=C2)C, s:  0.00007
smiles: COCCCNC(=O)CSC1=NC=C2N1C=CC=C2, s:  0.00007
smiles: CCCOC(=O)NCCSC1=CC=CC2=NC=CN21, s:  0.00007
node ID: 7559, ground truth SMILE: CCCCCCCCC=CCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCC=CCCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCC/C=C\CCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCC/C=C/CCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCC/C=C/CCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCC/C=C\CCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCC=CCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCCC=CCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCC/C=C/CCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCCCC/C=C\CCCCCCC(=O)N, s:  0.00056
smiles: CCCCCCCCCC=CCCCCCCC(=O)N, s:  0.00056
smiles: CCCCCCCCC/C=C/CCCCCCC(=O)N, s:  0.00056
smiles: CCCCCCCC/C=C\CCCCCCCC(=O)N, s:  0.00056
smiles: CCCCCCCC/C=C/CCCCCCCC(=O)N, s:  0.00056
smiles: CCCCCCCCC=CCCCCCCCC(=O)N, s:  0.00056
smiles: CCCCCCCCCC/C=C\CCCCCC(=O)N, s:  0.00056
smiles: CCCCCCCCCCC/C=C\CCCCC(=O)N, s:  0.00056
smiles: CCCCCCCCCCC/C=C/CCCCC(=O)N, s:  0.00056
smiles: CCCCCCCCCCCC=CCCCCC(=O)N, s:  0.00056
smiles: CCCC/C=C\CCCCCCCCCCCC(=O)N, s:  0.00055
smiles: CCCC/C=C/CCCCCCCCCCCC(=O)N, s:  0.00055
node ID: 6386, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.00030
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.00028
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00027
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00027
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00027
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00027
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00027
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00027
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00027
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00027
smiles: CCC(CC)CCCCCCCCCCC(=O)N, s:  0.00027
smiles: CCCCCCCCCCCCCCC(=O)NC, s:  0.00027
smiles: CCCCCCCCCCCCC(=O)C(CC)N, s:  0.00026
smiles: CC(C)CCCCCCCCCCCCC(=O)N, s:  0.00026
smiles: CCCCCCC(C)(CCCC)CCCC(=O)N, s:  0.00026
smiles: CCC(C)(C)CCCCCCCCCCC(=O)N, s:  0.00026
smiles: CCCCCCCCCCCCC(=O)C(C)CN, s:  0.00026
smiles: CCCCCCCCCCCCC(=O)CC(C)N, s:  0.00026
smiles: CCCCCCCCCCCCCC(=O)N(C)C, s:  0.00026
smiles: CCCCCCCCCCCCC(C)(C)C(=O)N, s:  0.00026
node ID: 8730, ground truth SMILE: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
top 20 test cadidates: 
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=CC=C2Cl)O, s:  0.00015
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.00014
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC(=CC=C2)Cl)O, s:  0.00014
smiles: CCCCC(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CCCCC(CN1C=NC=N1)(COC)C2=CC=C(C=C2)Cl, s:  0.00014
smiles: CC(C)(C)[C@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CC(C)(C)[C@@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CC[C@@](CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00014
smiles: CCC(CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00014
smiles: CC(C)(C)[C@](CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CC(C)(C)[C@@](CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CC(C)(C)C(CCC1=CC=CC=C1Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CCC(C)C(C)C(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.00014
smiles: CC(C1=CC=C(C=C1)Cl)C(CN2C=NC=N2)(C(C)(C)C)O, s:  0.00014
smiles: CC(CC1=CC=C(C=C1)Cl)C(C(C)(C)CN2C=NC=N2)O, s:  0.00014
smiles: CCCCC(CCN1C=NC=N1)C2=C(C=C(C=C2)Cl)OC, s:  0.00014
smiles: CCCCC(CCN1C=NC=N1)C2=C(C=CC(=C2)Cl)OC, s:  0.00014
smiles: CCCCC(CC(CN1C=NC=N1)O)C2=CC=C(C=C2)Cl, s:  0.00014
smiles: CCC(CN1C=NC=N1)(C(C)(C)C(C2=CC=CC=C2)Cl)O, s:  0.00014
node ID: 9085, ground truth SMILE: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
top 20 test cadidates: 
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C4CO4)CCC5=CC(=O)CC[C@]35C, s:  0.00025
smiles: CC12CCC3C(C1CCC2CC=O)CCC4=CC(=O)CCC34C, s:  0.00025
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2CC=O)CCC4=CC(=O)CC[C@]34C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CCC2[C@@]1(CCC3C2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@@H]2[C@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
node ID: 4903, ground truth SMILE: CCCCOC(=O)C1=CC=CC=C1C(=O)O
top 20 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00018
smiles: CCCCOC(=O)C1=CC=CC=C1OC=O, s:  0.00018
smiles: CC(COC(=O)C1=CC=CC=C1C(=O)C)O, s:  0.00018
smiles: CC[C@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CC[C@@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CCC(C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CC(C)COC(=O)C1=CC=CC=C1OC=O, s:  0.00018
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00017
