node ID: 832, ground truth SMILE: CC(C(=O)O)O
smiles: C[C@H](CO)C(=O)O, s:  0.00347
smiles: C[C@@H](CO)C(=O)O, s:  0.00347
smiles: CC(CO)C(=O)O, s:  0.00347
smiles: CC[C@@H](C(=O)O)O, s:  0.00347
smiles: CCC(C(=O)O)O, s:  0.00347
smiles: CC[C@H](C(=O)O)O, s:  0.00347
smiles: C(CO)C(=O)CO, s:  0.00345
smiles: CCCOC(=O)O, s:  0.00344
smiles: C[C@@H](C(=O)OC)O, s:  0.00340
smiles: CC(C(=O)OC)O, s:  0.00340
node ID: 1897, ground truth SMILE: CCCCCC(=O)O
top 20 test cadidates: 
smiles: CCCCCC(=O)O, s:  0.00087
smiles: CC(=O)CCCCO, s:  0.00083
smiles: C[C@@H](CCC(=O)C)O, s:  0.00083
smiles: C[C@H](CCC(=O)C)O, s:  0.00083
smiles: CC(CCC(=O)C)O, s:  0.00083
smiles: CCOCCC(=O)C, s:  0.00081
smiles: CC(=O)CCCOC, s:  0.00079
smiles: CC(C)CCC(=O)O, s:  0.00078
smiles: CC(C)OCC(=O)C, s:  0.00072
smiles: CC[C@@H](C)CC(=O)O, s:  0.00072
smiles: CCC(C)CC(=O)O, s:  0.00072
smiles: CC[C@H](C)CC(=O)O, s:  0.00072
smiles: CCCOCC(=O)C, s:  0.00071
smiles: CC(=O)CC(C)(C)O, s:  0.00070
smiles: C[C@H](CC(=O)C)CO, s:  0.00069
smiles: C[C@@H](CC(=O)C)CO, s:  0.00069
smiles: CC(CC(=O)C)CO, s:  0.00069
smiles: CC(C)COC(=O)C, s:  0.00069
smiles: CC(C)(C)CC(=O)O, s:  0.00069
smiles: CCCC(=O)C(C)O, s:  0.00069
node ID: 3695, ground truth SMILE: C1=CC=C(C(=C1)C=CC(=O)O)O
top 20 test cadidates: 
smiles: CC(=O)C1=CC=C(C=C1)C(=O)O, s:  0.00093
smiles: C=C(C1=CC=C(C=C1)C(=O)O)O, s:  0.00093
smiles: CC(=O)C1=CC(=CC=C1)C(=O)O, s:  0.00091
smiles: C=C(C1=CC(=CC=C1)C(=O)O)O, s:  0.00091
smiles: C1=CC(=CC=C1CC=O)C(=O)O, s:  0.00090
smiles: C1=CC(=CC(=C1)C(=O)O)CC=O, s:  0.00090
smiles: C1=CC=C(C=C1)C(=CO)C(=O)O, s:  0.00089
smiles: C1=CC=C(C=C1)/C(=C\O)/C(=O)O, s:  0.00089
smiles: C1=CC=C(C=C1)/C(=C/O)/C(=O)O, s:  0.00089
smiles: C1=CC=C(C=C1)C(=CC(=O)O)O, s:  0.00089
smiles: C1=CC=C(C=C1)/C(=C/C(=O)O)/O, s:  0.00089
smiles: C1=CC=C(C=C1)/C(=C\C(=O)O)/O, s:  0.00089
smiles: C1=CC=C(C=C1)C(=O)/C(=C\O)/O, s:  0.00089
smiles: C1=CC=C(C=C1)C(=O)C(=CO)O, s:  0.00089
smiles: C1=CC=C(C=C1)C(=O)/C(=C/O)/O, s:  0.00089
smiles: C1=CC=C(C=C1)C(=O)C(C=O)O, s:  0.00089
smiles: C1=CC=C(C=C1)C(=O)CC(=O)O, s:  0.00089
smiles: C1=CC=C(C=C1)C(=O)C(=O)CO, s:  0.00089
smiles: C1=CC(=CC=C1C=CO)C(=O)O, s:  0.00088
smiles: C1=CC(=CC(=C1)C(=O)O)C=CO, s:  0.00088
node ID: 2646, ground truth SMILE: C1=CC(=CC=C1CCO)O
top 20 test cadidates: 
smiles: C1=CC(=CC(=C1)O)CCO, s:  0.00069
smiles: COCC1=CC(=CC=C1)O, s:  0.00065
smiles: C1=CC(=CC(=C1)CO)CO, s:  0.00065
smiles: CCOC1=CC=CC(=C1)O, s:  0.00058
smiles: C[C@H](C1=CC(=CC=C1)O)O, s:  0.00057
smiles: C[C@@H](C1=CC(=CC=C1)O)O, s:  0.00057
smiles: CC(C1=CC(=CC=C1)O)O, s:  0.00057
smiles: C1=CC(=C[N+](=C1)N)C(=O)N, s:  0.00056
smiles: COC1=CC=CC(=C1)CO, s:  0.00054
smiles: C1=C[N+](=CC=C1C(=O)N)N, s:  0.00054
smiles: C1=CC=C(C=C1)COCO, s:  0.00053
smiles: C1=CC=[N+](C(=C1)C(=O)N)N, s:  0.00052
smiles: C1=CC=C(C(=C1)[NH2+]O)N=N, s:  0.00052
smiles: CCC1=C(C=C(C=C1)O)O, s:  0.00052
smiles: CCC1=C(C=CC(=C1)O)O, s:  0.00052
smiles: C1=CC=C(C(=C1)CO)CO, s:  0.00051
smiles: CC1=C(C=CC(=C1)O)CO, s:  0.00051
smiles: CC1=C(C=C(C=C1)O)CO, s:  0.00051
smiles: C1=CC=[N+](C(=C1)N)C(=O)N, s:  0.00051
smiles: CC1=CC(=CC=C1)COO, s:  0.00051
node ID: 2097, ground truth SMILE: C1=CC(=CC=C1C=O)O
top 20 test cadidates: 
smiles: C1=CC=C(C=C1)C(=O)O, s:  0.00407
smiles: [H+].C1=CC=C(C=C1)C(=O)[O-], s:  0.00301
smiles: C1=CC=C(C=C1)C(=[O+])O, s:  0.00288
smiles: C1=CC=C(C(=O)C=C1)O, s:  0.00268
smiles: C1=CC=C(C=C1)OC=O, s:  0.00263
smiles: C1=CC=C(C=C1)[OH+][C-]=O, s:  0.00261
smiles: C1=CC=C(C(=C1)C=O)O, s:  0.00260
smiles: C1=CC(=CC(=O)C=C1)O, s:  0.00255
smiles: C1=CC=C(C=C1)C([O-])[O-], s:  0.00252
smiles: C=C1C=CC(=C1)C(=O)O, s:  0.00251
smiles: C=C1C=CC=C1C(=O)O, s:  0.00249
smiles: C1=CC(=CC(=C1)O)C=O, s:  0.00248
smiles: C1=CC(=CC(=O)O)C=C1, s:  0.00248
smiles: C1=CC(=C(C=O)O)C=C1, s:  0.00247
smiles: C1=CC=C(C=C1)C2OO2, s:  0.00247
smiles: C1=CC(=O)C=CC(=C1)O, s:  0.00247
smiles: C1=COC(=C1)C=CC=O, s:  0.00246
smiles: C1=COC(=C1)/C=C\C=O, s:  0.00246
smiles: C1=COC(=C1)/C=C/C=O, s:  0.00246
smiles: C1=CC(=CC=C1C=O)O, s:  0.00246
node ID: 2151, ground truth SMILE: C1=CC(=CC=C1CO)O
top 20 test cadidates: 
smiles: C1=CC(=C[15NH+]=C1)C(=O)N, s:  0.00098
smiles: C1=CC=C(C=C1)C(O)O, s:  0.00094
smiles: C1=CC=C(C=C1)OCO, s:  0.00094
smiles: COOC1=CC=CC=C1, s:  0.00094
smiles: C1=CC(=CN=C1)C(=[18O])N, s:  0.00092
smiles: C1=CC=C(C=C1)COO, s:  0.00092
smiles: C1=CC=C(C(=C1)CO)O, s:  0.00091
smiles: C1=CC=N[N+](=O)C(=C1)N, s:  0.00090
smiles: CC1=CC=C(C1)C(=O)O, s:  0.00090
smiles: CC1=CCC=C1C(=O)O, s:  0.00090
smiles: COC1=CC=CC=C1O, s:  0.00090
smiles: C1C2CC1C(=C2)C(=O)O, s:  0.00090
smiles: C1CC=C(C=C1)C(=O)O, s:  0.00090
smiles: C1C=CCC(=C1)C(=O)O, s:  0.00090
smiles: CC1C=CC(=C1)C(=O)O, s:  0.00090
smiles: CC1C2C1C(=C2)C(=O)O, s:  0.00090
smiles: CC1=C(C=CC1)C(=O)O, s:  0.00090
smiles: CC1=C(CC=C1)C(=O)O, s:  0.00090
smiles: CC1C=CC=C1C(=O)O, s:  0.00090
smiles: CC1=CC(=CC1)C(=O)O, s:  0.00090
node ID: 2443, ground truth SMILE: CCCCC(C(=O)O)O
top 20 test cadidates: 
smiles: CCCC[C@@H](C(=O)O)O, s:  0.00162
smiles: CCCCC(C(=O)O)O, s:  0.00162
smiles: CCCC[C@H](C(=O)O)O, s:  0.00162
smiles: CCCCC(=O)C(O)O, s:  0.00081
smiles: CC(C)C[C@H](C(=O)O)O, s:  0.00076
smiles: CC(C)C[C@@H](C(=O)O)O, s:  0.00076
smiles: CC(C)CC(C(=O)O)O, s:  0.00076
smiles: CCCCC(O)OC=O, s:  0.00074
smiles: CCCC(CC(=O)O)O, s:  0.00074
smiles: CCC[C@@H](CC(=O)O)O, s:  0.00074
smiles: CCC[C@H](CC(=O)O)O, s:  0.00074
smiles: CCC[C@@H](CO)C(=O)O, s:  0.00073
smiles: CCCC(CO)C(=O)O, s:  0.00073
smiles: CCC[C@H](CO)C(=O)O, s:  0.00073
smiles: CCCC(C(=O)O)OC, s:  0.00073
smiles: CCC[C@H](C(=O)O)OC, s:  0.00073
smiles: CCC[C@@H](C(=O)O)OC, s:  0.00073
smiles: CC(=O)C(CCCO)O, s:  0.00072
smiles: CC[C@@H]([C@H](C)O)C(=O)O, s:  0.00071
smiles: CCC(C(C)O)C(=O)O, s:  0.00071
node ID: 2532, ground truth SMILE: C1=NC2=NC=NC(=C2N1)N
top 20 test cadidates: 
smiles: C1=NC2=NC=NC(=C2N1)N, s:  0.00362
smiles: C1=C(C2=C(N=CN2)N=N1)N, s:  0.00249
smiles: C1=NNC2=C1N=CN=C2N, s:  0.00244
smiles: C1=NNC2=NC=NC(=C21)N, s:  0.00242
smiles: C1=C2C(=NN=C1N)N=CN2, s:  0.00241
smiles: C1=C2C(=NC(=N1)N)N=CN2, s:  0.00241
smiles: [C-]#[N+]C(=N)C1=C(N=CN1)N, s:  0.00238
smiles: C1=NC(=C(C(=N1)N)C#N)N, s:  0.00238
smiles: CC1=C2C(=NN=N1)N=CN2, s:  0.00236
smiles: C1=C(N=C2C(=N1)N=CN2)N, s:  0.00236
smiles: C1=NC(=C(C(=N1)N)N)C#N, s:  0.00233
smiles: C1=NC(=C(N1)C(=N)C#N)N, s:  0.00232
smiles: C1C2=C(C(=NC=N2)N)N=N1, s:  0.00231
smiles: C1N=C2C(=NC=NC2=N1)N, s:  0.00230
smiles: C1=C2C(=C(N=N1)N)N=CN2, s:  0.00229
smiles: C1C2=C(N=CN=C2N=N1)N, s:  0.00228
smiles: C1=NC=NC2=NNC(=C21)N, s:  0.00227
smiles: C1=C2C(=NC=N1)N=C(N2)N, s:  0.00227
smiles: C1=NC2=C(N1)C(=N)N=C2N, s:  0.00227
smiles: C1=NC(=C(N1)C#N)/N=C/N, s:  0.00225
node ID: 3106, ground truth SMILE: CC(=O)NC1=CC=C(C=C1)O
top 20 test cadidates: 
smiles: CC1=C(C(=CC=C1)C(=O)O)N, s:  0.00046
smiles: CC1=CC=CC=C1C(=O)NO, s:  0.00044
smiles: CC1=CC=CC=C1C(=O)ON, s:  0.00044
smiles: CC1=C(C=CC=C1N)C(=O)O, s:  0.00043
smiles: CC1=C(C=C(C=C1)N)C(=O)O, s:  0.00043
smiles: CC1=C(C=CC(=C1)N)C(=O)O, s:  0.00043
smiles: CNC1=CC=CC=C1C(=O)O, s:  0.00043
smiles: CC1=C(C(=CC=C1)C(=O)N)O, s:  0.00042
smiles: C1=CC=C(C(=C1)CN)C(=O)O, s:  0.00042
smiles: CC1=C(C(=CC=C1)N)C(=O)O, s:  0.00041
smiles: [CH2-][NH2+]C1=CC=CC=C1C(=O)O, s:  0.00041
smiles: CC1=CC=CC=C1OC(=O)N, s:  0.00041
smiles: CC1=CC=CC=C1NC(=O)O, s:  0.00041
smiles: CC1=CN=CC(=C1C)C(=O)O, s:  0.00040
smiles: CCC1=C(C=CC=N1)C(=O)O, s:  0.00040
smiles: CC1=C(C=CN=C1C)C(=O)O, s:  0.00040
smiles: CC1=CC(=C(C=C1)C(=O)O)N, s:  0.00040
smiles: CC1=CC(=C(C=C1)N)C(=O)O, s:  0.00040
smiles: CC1=CC(=C(C=N1)C)C(=O)O, s:  0.00040
smiles: CC1=CC(=NC=C1C(=O)O)C, s:  0.00040
node ID: 2640, ground truth SMILE: C1=CC=C(C(=C1)C(=O)O)O
top 20 test cadidates: 
smiles: C1=CC=C(C(=C1)C(=O)O)O, s:  0.00278
smiles: [H+].C1=CC=C(C(=C1)C(=O)O)[O-], s:  0.00270
smiles: [2H]C1=CC=C(C(=C1)[O-])C(=O)O, s:  0.00250
smiles: C1=CC=C(C=C1)OC(=O)O, s:  0.00241
smiles: C1=CC=C(C(=C1)C(=[O+])O)O, s:  0.00239
smiles: C=CC1=C(C=CO1)C(=O)O, s:  0.00236
smiles: C1=CC(=CC(=C1)O)C(=O)O, s:  0.00236
smiles: CC(=O)C1=CC=COC1=O, s:  0.00236
smiles: C1=CC(=CC=C1C(=O)O)O, s:  0.00235
smiles: C1=CC=C(C=C1)OOC=O, s:  0.00233
smiles: C1=CC=C(C=C1)C(=O)OO, s:  0.00231
smiles: C1C=CC(=O)C=C1C(=O)O, s:  0.00229
smiles: C1C(=O)C=CC=C1C(=O)O, s:  0.00227
smiles: C1C=CC=C(C1=O)C(=O)O, s:  0.00227
smiles: C=C(C1=CC=CO1)C(=O)O, s:  0.00226
smiles: C=CC1=CC=C(O1)C(=O)O, s:  0.00226
smiles: C=CC1=C(OC=C1)C(=O)O, s:  0.00226
smiles: C1=CC2C(O2)C(=C1)C(=O)O, s:  0.00225
smiles: C1=COC(=C1)/C=C/C(=O)O, s:  0.00225
smiles: C1=COC(=C1)C=CC(=O)O, s:  0.00225
node ID: 4587, ground truth SMILE: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
top 20 test cadidates: 
smiles: C1=CC=C(C(=C1)C(=O)CC#N)C(=O)O, s:  0.00079
smiles: C#CC(=O)NC1=CC=CC=C1C(=O)O, s:  0.00079
smiles: C1=CC=C(C(=C1)C#CC(=O)N)C(=O)O, s:  0.00078
smiles: C1=CC2=C(C=NC=C2C(=C1)C(=O)O)O, s:  0.00077
smiles: C1=CC=C(C(=C1)C(=O)O)OC2=NC=C2, s:  0.00076
smiles: C1=CC=C(C(=C1)C2=CN=CO2)C(=O)O, s:  0.00076
smiles: C1=CC=C(C(=C1)C2=NOC=C2)C(=O)O, s:  0.00076
smiles: C1=CC=C(C(=C1)/C(=C/C(=O)O)/C#N)O, s:  0.00076
smiles: C1=CC=C(C(=C1)C2=CC=NO2)C(=O)O, s:  0.00076
smiles: C1=CC=C2C(=C1)C(=CNC2=O)C(=O)O, s:  0.00076
smiles: C1=CC=C(C(=C1)C2=NC=CO2)C(=O)O, s:  0.00075
smiles: C1=CC2=C(C=NC=C2C(=C1)O)C(=O)O, s:  0.00075
smiles: C1=CC=C(C(=C1)C2=CON=C2)C(=O)O, s:  0.00075
smiles: C1=CC=C(C(=C1)C2=COC=N2)C(=O)O, s:  0.00074
smiles: C1=CC=C(C=C1)C2=NOC=C2C(=O)O, s:  0.00074
smiles: C1=CC=C(C=C1)C2=C(C=NO2)C(=O)O, s:  0.00074
smiles: C1=CC2=NC=CC(=C2C(=C1)O)C(=O)O, s:  0.00074
smiles: C1=CC2=C(C=CN=C2C(=C1)O)C(=O)O, s:  0.00074
smiles: C1=CC2=CN=CC(=C2C(=C1)O)C(=O)O, s:  0.00074
smiles: CC(=O)C1=C(C=CC=C1C(=O)O)C#N, s:  0.00073
node ID: 4516, ground truth SMILE: C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O
top 20 test cadidates: 
smiles: CC1=C(C(=CC=C1)C(=O)O)C=CC#N, s:  0.00043
smiles: CC1=C2C=NC=C(C2=CC=C1)C(=O)O, s:  0.00043
smiles: CC1=CN=CC2=C1C=CC=C2C(=O)O, s:  0.00043
smiles: CC1=C2C(=CC=C1)C(=CC=N2)C(=O)O, s:  0.00043
smiles: CC1=C2C(=CC=C1)C=NC=C2C(=O)O, s:  0.00043
smiles: CC1=CC=NC2=CC=CC(=C12)C(=O)O, s:  0.00043
smiles: CC1=C2C=CC=C(C2=NC=C1)C(=O)O, s:  0.00043
smiles: CC1=C2C(=CC=NC2=CC=C1)C(=O)O, s:  0.00043
smiles: CC1=CN=CC2=C1C(=CC=C2)C(=O)O, s:  0.00043
smiles: CC1=NC=C(C2=CC=CC=C12)C(=O)O, s:  0.00043
smiles: C1=CC=C(C(=C1)C(=O)O)N2C=CC=C2, s:  0.00042
smiles: CC1=NC2=CC=CC(=C2C=C1)C(=O)O, s:  0.00042
smiles: CC1=NC2=CC=CC=C2C(=C1)C(=O)O, s:  0.00042
smiles: CC1=NC2=C(C=CC=C2C(=O)O)C=C1, s:  0.00042
smiles: CC1=NC2=CC=CC=C2C=C1C(=O)O, s:  0.00042
smiles: CC1=NC=CC2=C1C=CC=C2C(=O)O, s:  0.00042
smiles: CC1=C(C=NC2=CC=CC=C12)C(=O)O, s:  0.00042
smiles: CC1=C2C(=C(C=C1)C(=O)O)C=CC=N2, s:  0.00041
smiles: CC1=C2C=CC=NC2=C(C=C1)C(=O)O, s:  0.00041
smiles: CC1=NC=CC2=C1C(=CC=C2)C(=O)O, s:  0.00041
node ID: 2865, ground truth SMILE: CCCCCCCC(=O)O
top 20 test cadidates: 
smiles: CCCCCCCC(=O)O, s:  0.00087
smiles: CCCCCCC(=O)CO, s:  0.00066
smiles: [H+].CCCCCCCC(=O)[O-], s:  0.00065
smiles: CCCCCCCC(=[O+])O, s:  0.00064
smiles: CCCCCCC(=O)OC, s:  0.00064
smiles: CC(C)CCCCC(=O)O, s:  0.00062
smiles: CCCCCCC(=CO)O, s:  0.00062
smiles: CCCCCC/C(=C/O)/O, s:  0.00062
smiles: CCC(C)CCCC(=O)O, s:  0.00060
smiles: CC[C@@H](C)CCCC(=O)O, s:  0.00060
smiles: CC[C@H](C)CCCC(=O)O, s:  0.00060
smiles: CC(C)(C)CCCC(=O)O, s:  0.00060
smiles: CCCCCC(=O)[C@H](C)O, s:  0.00059
smiles: CCCCCC(=O)OCC, s:  0.00059
smiles: CCCCCC(=O)[C@@H](C)O, s:  0.00059
smiles: CCCCCC(=O)C(C)O, s:  0.00059
smiles: CCCCCC(=C(C)O)O, s:  0.00059
smiles: CCC[C@H](C)CCC(=O)O, s:  0.00059
smiles: CCCC(C)CCC(=O)O, s:  0.00059
smiles: CCC[C@@H](C)CCC(=O)O, s:  0.00059
node ID: 4762, ground truth SMILE: COC1=C(C=CC(=C1)C=CC(=O)O)O
top 20 test cadidates: 
smiles: C1=CC=C(C(=C1)CC(=O)O)CC(=O)O, s:  0.00044
smiles: C1=CC=C(C(=C1)CC(=O)CC(=O)O)O, s:  0.00042
smiles: CC(=O)C1=C(C=CC=C1O)CC(=O)O, s:  0.00041
smiles: COC(=O)C(=O)CC1=CC=CC=C1O, s:  0.00040
smiles: C1=CC=C(C(=C1)C/C(=C/O)/C(=O)O)O, s:  0.00039
smiles: CC(=O)OC1=CC=CC=C1CC(=O)O, s:  0.00038
smiles: COC(=O)C1=CC=CC=C1CC(=O)O, s:  0.00038
smiles: CC(=O)C1=CC(=C(C=C1)O)CC(=O)O, s:  0.00038
smiles: CC(=O)C1=CC=CC(=C1O)CC(=O)O, s:  0.00038
smiles: COC1=CC=CC=C(C1=O)CC(=O)O, s:  0.00038
smiles: COC1=C(C=CC=CC1=O)CC(=O)O, s:  0.00038
smiles: C1=CC=C(C(=C1)CCC(=O)C(=O)O)O, s:  0.00038
smiles: CC1=C(C(=CC=C1)CC(=O)O)C(=O)O, s:  0.00038
smiles: CC1=C(C=CC=C1C(=O)O)CC(=O)O, s:  0.00038
smiles: C1=CC=C(C(=C1)C/C=C(/C(=O)O)\O)O, s:  0.00037
smiles: CC(=O)C1=C(C(=CC=C1)O)CC(=O)O, s:  0.00037
smiles: CC(=O)CC1=C(C(=CC=C1)O)C(=O)O, s:  0.00037
smiles: CC(=O)C(=O)OCC1=CC=CC=C1O, s:  0.00037
smiles: C=C(CC1=C(C(=CC=C1)O)O)C(=O)O, s:  0.00037
smiles: CC1=C(C=CC(=C1C=O)O)CC(=O)O, s:  0.00037
node ID: 4589, ground truth SMILE: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O
top 20 test cadidates: 
smiles: C1=CC=C2C(=C1)C=C(N2)C(=O)C(=O)O, s:  0.00103
smiles: C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O, s:  0.00094
smiles: C1=CC=C2C(=C1)C=C(NC2=O)C(=O)O, s:  0.00094
smiles: C1=CC=C2C(=C1)C=C(N2)C(=O)OC=O, s:  0.00094
smiles: C1=CC=C2C(=C1)C=C(C(=O)N2)C(=O)O, s:  0.00094
smiles: C1=CC2=C(C=C1C=O)C=C(N2)C(=O)O, s:  0.00092
smiles: C1=CC2=C(C=C1C=O)NC(=C2)C(=O)O, s:  0.00092
smiles: C1=CC2=C(C(=C1)C=O)NC(=C2)C(=O)O, s:  0.00088
smiles: C1=CC(=C2C=C(NC2=C1)C(=O)O)C=O, s:  0.00088
smiles: C1=CC=C2C(=C1)C=C(C(=O)C(=O)N2)O, s:  0.00084
smiles: C1=CC2=C(C=CC(=O)N2)C=C1C(=O)O, s:  0.00084
smiles: C1=CC2=CC(=O)NC(=C2C=C1)C(=O)O, s:  0.00084
smiles: C1=CC=C2C(=C1)C=C(N2)OC(=O)C=O, s:  0.00083
smiles: C1=CC=C2C(=C1)C(=CC(=O)N2)C(=O)O, s:  0.00083
smiles: C1=CC=C2C(=C1)C=C(C(=O)N2)OC=O, s:  0.00082
smiles: C1=CC=C2C(=C1)C(=C(N2)C=O)C(=O)O, s:  0.00082
smiles: C1=CC=C2C(=C1)C(=C(N2)C(=O)O)C=O, s:  0.00081
smiles: C1=CC2=C(C=C1C(=O)O)C=C(N2)C=O, s:  0.00080
smiles: C1=CC2=C(C=C1C(=O)O)NC(=C2)C=O, s:  0.00080
smiles: C1=CC=C2C=[N+](C(=CC2=C1)C(=O)O)[O-], s:  0.00080
node ID: 8482, ground truth SMILE: C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
top 20 test cadidates: 
smiles: CC1C(COC1=O)C2=C(C=CC(=C2O)C)S(=O)(=O)O, s:  0.00015
smiles: CC1=NC(=NO1)C2=CC=[N+](C=C2)CCOS(=O)(=O)O, s:  0.00015
smiles: CC1=C(C(=CC=C1)C)OC(=O)OC2COS(=O)(=O)C2, s:  0.00015
smiles: C[C@@H]1[C@H]2C(COC(O2)C3=CC=CC=C3)OS(=O)(=O)O1, s:  0.00015
smiles: CC1=COC(=N1)C2=CN=[N+](C=C2)CCOS(=O)(=O)O, s:  0.00015
smiles: CC1=C(C=C(C=C1)OC(=O)OC2COS(=O)(=O)C2)C, s:  0.00015
smiles: CC1=C(C(=CC=C1)C(=O)C(C)(C(=O)O)S(=O)(=O)O)C, s:  0.00015
smiles: CC1=CC=C(C=C1)OC(=O)OC2CCOS(=O)(=O)C2, s:  0.00015
smiles: CC1=CC(=C(C=C1)OC(=O)OC2COS(=O)(=O)C2)C, s:  0.00015
smiles: CC(CCC1C2=CC=CC=C2C(=O)O1)OS(=O)(=O)O, s:  0.00015
smiles: CCCOC1=CC(=C(C=C1)S(=O)(=O)[O-])CCC(=O)[O-], s:  0.00015
smiles: CCCCC1(C2=CC=CC=C2C(=O)O1)OS(=O)(=O)O, s:  0.00015
smiles: CCCCCOC1=CC(=C(C=C1)S(=O)(=O)[O-])C(=O)[O-], s:  0.00015
smiles: CCOC(=O)C1CC2=C(O1)C=CC(=C2)CS(=O)(=O)O, s:  0.00015
smiles: CCCC(C(=O)C1=CC=CC=C1)(C(=O)O)S(=O)(=O)O, s:  0.00015
smiles: CCOC(=O)C1=CC(=CC(=C1)C(=O)C)CS(=O)(=O)O, s:  0.00015
smiles: C[C@]12COS(=O)(=O)O[C@H]1COC(O2)C3=CC=CC=C3, s:  0.00015
smiles: C1C(O1)C2=CC=C(C=C2)CC(=O)OCCS(=O)(=O)O, s:  0.00015
smiles: C1C(OC(=O)O1)CCC(C2=CC=CC=C2)S(=O)(=O)O, s:  0.00015
