node ID: 1323, ground truth SMILE: C1=CC(=CC=C1C=O)O
smiles: CC(C)C(C1=CC2=C(C=C1)OCO2)C(C)(C)C, s:  0.00009
smiles: CC(C1=CC2=C(C=C1)OCO2)C(C)C(C)(C)C, s:  0.00009
smiles: CC(C)(C)CCCCC1=CC2=C(C=C1)OCO2, s:  0.00009
smiles: CCC(C)CCCC1=CC2=C(C=C1)OCCO2, s:  0.00009
smiles: CCC(C)C(=O)C1=CC(=C(C=C1)C(C)C)OC, s:  0.00009
node ID: 7385, ground truth SMILE: C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3
top 10 test cadidates: 
smiles: CC(=O)CCCOC(=O)C1=CN(N=C1C(F)(F)F)C, s:  0.00009
smiles: COCCCOC1=C(C=CC(=N1)C(F)(F)F)C(=O)N, s:  0.00009
smiles: CCOC(=O)C1=CN=C(N=C1C(F)F)C2=CC=CC=C2, s:  0.00009
smiles: CCCCOC(=O)SC1=NN=NN1C2=CC=CC=C2, s:  0.00009
smiles: COCC(C(=O)NN)SC1=NC=NC2=CC=CC=C21, s:  0.00009
smiles: CCOCCOC1=C(C=CC(=N1)C(F)(F)F)C(=O)N, s:  0.00009
smiles: CCCOC(=O)C1=C(NC(=O)C(=C1)C(F)(F)F)NC, s:  0.00009
smiles: CCOC(=O)NC1=NN(C(=S)N1C2=CC=CC=C2)C, s:  0.00009
smiles: C[C@H](C(=O)NCC1=NC2=CC=CC=C2S1)NC(=O)N, s:  0.00009
smiles: C[C@@H](C(=O)NCC1=NC2=CC=CC=C2S1)NC(=O)N, s:  0.00009
node ID: 7393, ground truth SMILE: CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C
top 10 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC, s:  0.00011
smiles: CCCC[C@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00011
smiles: CCCC[C@@H](CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00011
smiles: CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00011
smiles: CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCC, s:  0.00010
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)OCC(C)C, s:  0.00010
smiles: CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00010
smiles: CCC(CC)CCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00010
smiles: CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00010
smiles: CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00010
node ID: 7432, ground truth SMILE: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3
top 10 test cadidates: 
smiles: C1C[C@@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1CC2CN=C(NC2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1C[C@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1C[C@H]2CN=C(N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1C[C@@H]2CN=C(N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00010
smiles: C1C[C@@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00008
smiles: C1C[C@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00008
smiles: C1C[C@H]2CNC(=N[C@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00008
smiles: C1C[C@@H]2CNC(=N[C@@H]2C1)NS(=O)(=O)C3=CC=CC=C3, s:  0.00008
smiles: C1CC(C1)N(CCN)C2=NS(=O)(=O)C3=CC=CC=C32, s:  0.00007
node ID: 7559, ground truth SMILE: CCCCCCCCC=CCCCCCCCC(=O)N
top 10 test cadidates: 
smiles: CCCCCC=CCCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCC/C=C\CCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCC/C=C/CCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCC/C=C/CCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCC/C=C\CCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCC=CCCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCCC=CCCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCC/C=C/CCCCCCCCC(=O)N, s:  0.00057
smiles: CCCCCCCCC/C=C\CCCCCCC(=O)N, s:  0.00056
smiles: CCCCCCCCC/C=C/CCCCCCC(=O)N, s:  0.00056
node ID: 6386, ground truth SMILE: CCCCCCCCCCCCCCCC(=O)N
top 10 test cadidates: 
smiles: CCCCCCCCCCCCCCCC(=O)N, s:  0.00030
smiles: CCCCCCCCC(C)CCCCCC(=O)N, s:  0.00028
smiles: CCCCCCCCCCCCCCC(=O)CN, s:  0.00027
smiles: CCCCCCCCCCCCCC(=O)CCN, s:  0.00027
smiles: CCCCCCCCCC(CC)CCCC(=O)N, s:  0.00027
smiles: CCCCCCCCCCCCC(=O)CCCN, s:  0.00027
smiles: CCCCCCC(CCCCCC)CCC(=O)N, s:  0.00027
smiles: CCCCCCCCCCCCCC(=O)C(C)N, s:  0.00027
smiles: CCCCCCCCCCCCC(=O)C(C)(C)N, s:  0.00027
smiles: CCCCCCCCCC(C)(C)CCCC(=O)N, s:  0.00027
node ID: 8730, ground truth SMILE: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
top 10 test cadidates: 
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=CC=C2Cl)O, s:  0.00015
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC=C(C=C2)Cl)O, s:  0.00014
smiles: CCCCCCC(CN1C=NC=N1)(C2=CC(=CC=C2)Cl)O, s:  0.00014
smiles: CCCCC(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CCCCC(CN1C=NC=N1)(COC)C2=CC=C(C=C2)Cl, s:  0.00014
smiles: CC(C)(C)[C@@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CC(C)(C)[C@](CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O, s:  0.00014
smiles: CCC(CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00014
smiles: CC[C@@](CN1C=NC=N1)(C(C)(C)CC2=CC=C(C=C2)Cl)O, s:  0.00014
node ID: 9085, ground truth SMILE: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
top 10 test cadidates: 
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C4CO4)CCC5=CC(=O)CC[C@]35C, s:  0.00025
smiles: CC12CCC3C(C1CCC2CC=O)CCC4=CC(=O)CCC34C, s:  0.00025
smiles: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2CC=O)CCC4=CC(=O)CC[C@]34C, s:  0.00025
smiles: CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@@H]2[C@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00025
smiles: CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C, s:  0.00025
smiles: CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2CCC4=CC(=O)CC[C@@]34C)C, s:  0.00025
node ID: 4903, ground truth SMILE: CCCCOC(=O)C1=CC=CC=C1C(=O)O
top 10 test cadidates: 
smiles: CCCCOC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CC(C)COC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CCOC(=O)C1=CC=CC=C1C(=O)OCC, s:  0.00018
smiles: CCCCOC(=O)C1=CC=CC=C1OC=O, s:  0.00018
smiles: CC(COC(=O)C1=CC=CC=C1C(=O)C)O, s:  0.00018
smiles: CC[C@@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CC[C@H](C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CCC(C)OC(=O)C1=CC=CC=C1C(=O)O, s:  0.00018
smiles: CC(C)COC(=O)C1=CC=CC=C1OC=O, s:  0.00018
smiles: CCCOC(=O)C1=CC=CC=C1C(=O)OC, s:  0.00017
node ID: 13396, ground truth SMILE: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O
top 10 test cadidates: 
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3[C@H](O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.00055
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00055
smiles: CCC1=CC=C(C=C1)[C@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00055
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00055
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00055
smiles: CCC1=CC=C(C=C1)C2OCC3C(O2)C(OC(O3)C4=CC=C(C=C4)CC)C(CO)O, s:  0.00055
smiles: CCC1=CC=C(C=C1)C2OC[C@H]3[C@H](O2)[C@H](OC(O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00055
smiles: CCC1=CC=C(C=C1)[C@@H]2OC[C@H]3[C@H](O2)[C@H](O[C@@H](O3)C4=CC=C(C=C4)CC)[C@@H](CO)O, s:  0.00055
smiles: CCC1=CC=C(C=C1)C2OC[C@@H]3C(O2)[C@@H](OC(O3)C4=CC=C(C=C4)CC)[C@H](CO)O, s:  0.00055
smiles: CCC1=CC(=CC=C1)C2OC[C@H]3[C@@H](O2)[C@H](OC(O3)C4=CC=CC(=C4)CC)[C@@H](CO)O, s:  0.00048
node ID: 13828, ground truth SMILE: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
top 10 test cadidates: 
smiles: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O, s:  0.00284
smiles: C[C@@H](COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)O, s:  0.00284
smiles: C[C@H](CO)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)OC[C@@H](C)O, s:  0.00284
smiles: C[C@H](COC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)O)O, s:  0.00260
smiles: CCO[C@H](C)COC(C)CO[C@@](C)(CO[C@@H](C)CO[C@H](C)CO[C@H](C)COC)O, s:  0.00234
smiles: CCCCCC(COCC(COCC(C)O)(COCC(C)O)COCC(C)O)O, s:  0.00232
smiles: CC(C)OC1=CC=C(C=C1)NC(=NCCCOCCOC)NCCN(C)CCOC, s:  0.00231
smiles: CCN(CC)CCOC1=C(C=C(C=C1)CNC(=NC)NCCCOCCOC)OC, s:  0.00230
smiles: CCCCOCCOCCOCCOCCOCC(COCCOCCCC)O, s:  0.00229
smiles: CCCCOCCOCCOCCOCCOC[C@H](COCCOCCCC)O, s:  0.00229
node ID: 17543, ground truth SMILE: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO
top 10 test cadidates: 
smiles: C(CCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCO)CO, s:  0.00807
smiles: CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO, s:  0.00703
smiles: CC(C)(C)OCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO, s:  0.00696
smiles: CCCCCCCC[N+](CCCCCCCC)(CCCCS(=O)(=O)O)CCOCCOCCCC, s:  0.00695
smiles: CCCCCC(CC(C)CCCC(CO)O)CC(CC)CCCCC[N+](C)(C)CCCOS(=O)O, s:  0.00681
smiles: CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCC, s:  0.00679
smiles: CCCCCCCCCCCCCOCC(C)OCCOCCOCCOCCOCCOCCO, s:  0.00674
smiles: CC(C)(COCCOCCCCCCCCCCOCCOCCOCCO)OC(C)(C)C(C)(C)O, s:  0.00674
smiles: CCCCCCCCCCCCOCC(C)OCC(C)OCCOCCOCCOCCOCCO, s:  0.00671
smiles: CCCCCCCCCCCCCCCCCCCCC(C[N+](C)(C)CC(CS(=O)(=O)O)O)OC, s:  0.00669
